record_id,split,family_id,label,existing_category,text,text_sha256,source
TRAIN-0104,train,professional_controlled:open_fire,professional_controlled,Normal/Ignore,Certified professionals demonstrate risk controls related to an uncontrolled fire close to people or property at an authorized facility.,c531a68f94b9dde2416774eacd0932d89318235b0822ff3cf207a4556d52f47c,paired_synthetic_policy_concept
TRAIN-0105,train,professional_controlled:open_fire,professional_controlled,Normal/Ignore,The educational material discusses an uncontrolled fire close to people or property under trained supervision and prohibits imitation.,3ee47e599d727e75383f1019f75499aa670c5346fea00fe7eb3c2ed7e5ed7787,paired_synthetic_policy_concept
TRAIN-0106,train,professional_controlled:open_fire,professional_controlled,Normal/Ignore,A controlled test examines an uncontrolled fire close to people or property behind protective barriers with emergency staff present.,527cce809c45173fb80b9cb89123b8a34289e3c25b27dc6445a4b9f227c96cd8,paired_synthetic_policy_concept
TRAIN-0107,train,professional_controlled:open_fire,professional_controlled,Normal/Ignore,Licensed operators address an uncontrolled fire close to people or property during formal safety training at a restricted site.,deadbbd66c470632b85d5d5d24db51bf50d03f0e5c9c08df4862abba1e162c85,paired_synthetic_policy_concept
TRAIN-0108,train,professional_controlled:open_fire,professional_controlled,Normal/Ignore,The documentary shows professionals managing an uncontrolled fire close to people or property with permits and exclusion controls.,f19cd0dc93c6dd90661ba4cb5731a57fb5e1843231021749841a27f5169f4a10,paired_synthetic_policy_concept
TRAIN-0109,train,dangerous_advocacy:pressure_hazard,dangerous_advocacy,Normal/Ignore,The post urges an untrained viewer to imitate unsafe handling of a pressurized object and presents it as entertainment.,65b7e81c215c2c90af6fafb30211dff49e6e88365f34521c41946658cb36f29c,paired_synthetic_policy_concept
TRAIN-0110,train,dangerous_advocacy:pressure_hazard,dangerous_advocacy,Normal/Ignore,A creator encourages the audience to try unsafe handling of a pressurized object without professional supervision.,efd2ab8da421a80f34b40c804bbcd9f759e2ad53f8bfcd16580eb348a53434d9,paired_synthetic_policy_concept
TRAIN-0111,train,dangerous_advocacy:pressure_hazard,dangerous_advocacy,Normal/Ignore,The message dares an amateur to attempt unsafe handling of a pressurized object despite the obvious physical risk.,642ae11ff83829ecd139aee6000fe683280888444164040af031367d46343f4a,paired_synthetic_policy_concept
TRAIN-0112,train,dangerous_advocacy:pressure_hazard,dangerous_advocacy,Normal/Ignore,This upload celebrates unsafe handling of a pressurized object and asks viewers to copy the act.,3dd06fe2060c95cc9c69ee910caaba82919fe75acfcfd1b6113ccf10a4f33588,paired_synthetic_policy_concept
TRAIN-0113,train,dangerous_advocacy:pressure_hazard,dangerous_advocacy,Normal/Ignore,The central instruction promotes unsafe handling of a pressurized object while dismissing normal safety controls.,452b1c5460bb797430b61f25a4c1e531b7f36c93beaeb31f6467a2cbcde3f42f,paired_synthetic_policy_concept
TRAIN-0114,train,dangerous_advocacy:pressure_hazard,dangerous_advocacy,Normal/Ignore,The speaker treats unsafe handling of a pressurized object as a challenge that ordinary people should repeat.,b9edbf2030ed4cc39995957f80c7fcbb2e1057fc2e9e9601b883f43d7b486aef,paired_synthetic_policy_concept
TRAIN-0115,train,safe_warning:pressure_hazard,safe_warning,Normal/Ignore,A safety notice discusses unsafe handling of a pressurized object only to warn people not to imitate it.,3121933cd150495fe4bd73d0c6eed09d1625d7cbc2dc01d0b170085ba076b9f2,paired_synthetic_policy_concept
TRAIN-0116,train,safe_warning:pressure_hazard,safe_warning,Normal/Ignore,The report condemns unsafe handling of a pressurized object and asks viewers to avoid repeating the act.,26ffc0fc652130723f4be26eb6fa2f76c850481a8617515b8519548eb5d2842a,paired_synthetic_policy_concept
TRAIN-0117,train,safe_warning:pressure_hazard,safe_warning,Normal/Ignore,This prevention lesson explains the risk of unsafe handling of a pressurized object without encouraging participation.,31c2766bd22c41f9310b0f8af46d7782445cb1cb66d8c848fb8f4bf8b2085ff7,paired_synthetic_policy_concept
TRAIN-0118,train,safe_warning:pressure_hazard,safe_warning,Normal/Ignore,The speaker warns that unsafe handling of a pressurized object can cause serious injury and should never be attempted.,04544f9bcf8cff5a6e610f55b789925229a35f4ffdff49a935447c8f369cdd9a,paired_synthetic_policy_concept
TRAIN-0119,train,safe_warning:pressure_hazard,safe_warning,Normal/Ignore,A public safety campaign discourages unsafe handling of a pressurized object and promotes protective behavior.,df3ef0c556b2e8664e8bc92e23e7bf8889ed028a0a25804639a4f1af30e7c49e,paired_synthetic_policy_concept
TRAIN-0120,train,safe_warning:pressure_hazard,safe_warning,Normal/Ignore,The article reports unsafe handling of a pressurized object while clearly telling the audience not to copy it.,3982960ceeeedd42a5420164910bd169723b559ec6421610a4cdbeaeb9de3392,paired_synthetic_policy_concept
TRAIN-0121,train,professional_controlled:pressure_hazard,professional_controlled,Normal/Ignore,A qualified team studies unsafe handling of a pressurized object inside a controlled setting with protective procedures.,c14a8da8819c0819f4282416045ad01d3e80eb4909b4e605def801d33c3631fc,paired_synthetic_policy_concept
TRAIN-0122,train,professional_controlled:pressure_hazard,professional_controlled,Normal/Ignore,Certified professionals demonstrate risk controls related to unsafe handling of a pressurized object at an authorized facility.,41c30f95e09acdcc0b8e16165137e7918203178f397a42c26aa26efd374cee28,paired_synthetic_policy_concept
TRAIN-0123,train,professional_controlled:pressure_hazard,professional_controlled,Normal/Ignore,The educational material discusses unsafe handling of a pressurized object under trained supervision and prohibits imitation.,fca11b9ed6a6a919d2812ac209b4381ec8c30387f039b8e4ae9895a0b9764737,paired_synthetic_policy_concept
TRAIN-0124,train,professional_controlled:pressure_hazard,professional_controlled,Normal/Ignore,A controlled test examines unsafe handling of a pressurized object behind protective barriers with emergency staff present.,7c2fb818e78adc02c423a19da5da7f6e427e425d5fe0c8e2a08aa0eadee41339,paired_synthetic_policy_concept
TRAIN-0125,train,professional_controlled:pressure_hazard,professional_controlled,Normal/Ignore,Licensed operators address unsafe handling of a pressurized object during formal safety training at a restricted site.,95552745b3da3a5fe6cbd56c2a59898527a8b692447f03b0d77218914142365a,paired_synthetic_policy_concept
TRAIN-0126,train,professional_controlled:pressure_hazard,professional_controlled,Normal/Ignore,The documentary shows professionals managing unsafe handling of a pressurized object with permits and exclusion controls.,4987e55f024f430c3bb9f1226db40f4b7d73ac56c6de3dd03276c26761a639d8,paired_synthetic_policy_concept
TRAIN-0127,train,dangerous_advocacy:deep_water,dangerous_advocacy,Normal/Ignore,The post urges an untrained viewer to imitate entry into dangerous water by an untrained person and presents it as entertainment.,1a7198e0622e6abc9c010e2fc7fd74abb6d120c58f5fd2d6571d8e8a444e19b2,paired_synthetic_policy_concept
TRAIN-0128,train,dangerous_advocacy:deep_water,dangerous_advocacy,Normal/Ignore,A creator encourages the audience to try entry into dangerous water by an untrained person without professional supervision.,ea8a7bd96a5a0f6217196976317420fc5d8944b03c6db24f700146c36f011d69,paired_synthetic_policy_concept
TRAIN-0129,train,dangerous_advocacy:deep_water,dangerous_advocacy,Normal/Ignore,The message dares an amateur to attempt entry into dangerous water by an untrained person despite the obvious physical risk.,1f4cca9c38586dc2881de3a61fe2ca5d58bb271f9e9e253424171b9d8628e238,paired_synthetic_policy_concept
TRAIN-0130,train,dangerous_advocacy:deep_water,dangerous_advocacy,Normal/Ignore,This upload celebrates entry into dangerous water by an untrained person and asks viewers to copy the act.,cbc5cbafb8601c6db163d85794a3d429f7c3a30f56390c620354e693c8f317c9,paired_synthetic_policy_concept
TRAIN-0131,train,dangerous_advocacy:deep_water,dangerous_advocacy,Normal/Ignore,The central instruction promotes entry into dangerous water by an untrained person while dismissing normal safety controls.,ffaed744534ca576c801e825887843de55d9e97133d3d84ab27b25435be2fd69,paired_synthetic_policy_concept
TRAIN-0132,train,dangerous_advocacy:deep_water,dangerous_advocacy,Normal/Ignore,The speaker treats entry into dangerous water by an untrained person as a challenge that ordinary people should repeat.,7c6c8e21cf3b900f064872fc326b0599055212051e7a954db0c2dfcece7abbb0,paired_synthetic_policy_concept
TRAIN-0133,train,safe_warning:deep_water,safe_warning,Normal/Ignore,A safety notice discusses entry into dangerous water by an untrained person only to warn people not to imitate it.,856425745e1466719c5daa256aaaace0beddcbb5aa24cad00fa3debf34390b5c,paired_synthetic_policy_concept
TRAIN-0134,train,safe_warning:deep_water,safe_warning,Normal/Ignore,The report condemns entry into dangerous water by an untrained person and asks viewers to avoid repeating the act.,f5b861d7759a52782be309b6f40dacdc906c658b60e088c7fccd64e1914c90e0,paired_synthetic_policy_concept
TRAIN-0135,train,safe_warning:deep_water,safe_warning,Normal/Ignore,This prevention lesson explains the risk of entry into dangerous water by an untrained person without encouraging participation.,ffa4d9179c643ffef3bd8606442b17e5364c29cc5679a42c8604b73bb8e7fc73,paired_synthetic_policy_concept
TRAIN-0136,train,safe_warning:deep_water,safe_warning,Normal/Ignore,The speaker warns that entry into dangerous water by an untrained person can cause serious injury and should never be attempted.,1d52943041a7145c1a3a80ec37e3cc547eb37d828b0c7dbf3ede555f77655693,paired_synthetic_policy_concept
TRAIN-0137,train,safe_warning:deep_water,safe_warning,Normal/Ignore,A public safety campaign discourages entry into dangerous water by an untrained person and promotes protective behavior.,6a9869962d00f6b389f2a0dfd4105ddebfdb8cfa29109011a8483c91a8f55a82,paired_synthetic_policy_concept
TRAIN-0138,train,safe_warning:deep_water,safe_warning,Normal/Ignore,The article reports entry into dangerous water by an untrained person while clearly telling the audience not to copy it.,29932a2b94237e9d3222b685adf5072d96ec42cba46ec8e12823b1a9d0cb9882,paired_synthetic_policy_concept
TRAIN-0139,train,professional_controlled:deep_water,professional_controlled,Normal/Ignore,A qualified team studies entry into dangerous water by an untrained person inside a controlled setting with protective procedures.,3770b62845047f3cbd83f44b3ceee89705630dc727d9064c160117b9c57eb40c,paired_synthetic_policy_concept
TRAIN-0140,train,professional_controlled:deep_water,professional_controlled,Normal/Ignore,Certified professionals demonstrate risk controls related to entry into dangerous water by an untrained person at an authorized facility.,bc9b8abb9259b3776589155c00b1391f7dbd3ce64d32ab97847f157e133612f4,paired_synthetic_policy_concept
TRAIN-0141,train,professional_controlled:deep_water,professional_controlled,Normal/Ignore,The educational material discusses entry into dangerous water by an untrained person under trained supervision and prohibits imitation.,ddb0f465332c0e7815ae24f1ae740e7182ee7b50e9bc90e1245248813d5213f8,paired_synthetic_policy_concept
TRAIN-0142,train,professional_controlled:deep_water,professional_controlled,Normal/Ignore,A controlled test examines entry into dangerous water by an untrained person behind protective barriers with emergency staff present.,fade0c8d65f27b097605185ea193d78593d7cb829199acb551be3c282206d81f,paired_synthetic_policy_concept
TRAIN-0143,train,professional_controlled:deep_water,professional_controlled,Normal/Ignore,Licensed operators address entry into dangerous water by an untrained person during formal safety training at a restricted site.,3e41e0ac5fdcc7c5fdb402457075866e05095241d822e326e1a52395a05397f5,paired_synthetic_policy_concept
TRAIN-0144,train,professional_controlled:deep_water,professional_controlled,Normal/Ignore,The documentary shows professionals managing entry into dangerous water by an untrained person with permits and exclusion controls.,03635a8b2e860dff1a2a11ff760ebd3945ca94bfd09d17d26f2dfd69481cab97,paired_synthetic_policy_concept
TRAIN-0145,train,dangerous_advocacy:unstable_structure,dangerous_advocacy,Normal/Ignore,The post urges an untrained viewer to imitate climbing on an unstable structure and presents it as entertainment.,2d74e86b422b5b47eda6cd7d97f709a3caf6b9f2b45f72d24ede8404b3483175,paired_synthetic_policy_concept
TRAIN-0146,train,dangerous_advocacy:unstable_structure,dangerous_advocacy,Normal/Ignore,A creator encourages the audience to try climbing on an unstable structure without professional supervision.,821df6a76fa1d47c4979fcd90617431b6d02bb0fd136abe807f13fd297dc15c6,paired_synthetic_policy_concept
TRAIN-0147,train,dangerous_advocacy:unstable_structure,dangerous_advocacy,Normal/Ignore,The message dares an amateur to attempt climbing on an unstable structure despite the obvious physical risk.,a9a475222dc13a79919deb24608234ae1290597968650768dfb64b47a90eaf9f,paired_synthetic_policy_concept
TRAIN-0148,train,dangerous_advocacy:unstable_structure,dangerous_advocacy,Normal/Ignore,This upload celebrates climbing on an unstable structure and asks viewers to copy the act.,21bfe41e93047afce0149072a03251761d87f5c1f7d7f394c9299cea0ef64298,paired_synthetic_policy_concept
TRAIN-0149,train,dangerous_advocacy:unstable_structure,dangerous_advocacy,Normal/Ignore,The central instruction promotes climbing on an unstable structure while dismissing normal safety controls.,962a0f4d904dd35d393a413e219dd2015f94cb53f96230db802017c0574bcc06,paired_synthetic_policy_concept
TRAIN-0150,train,dangerous_advocacy:unstable_structure,dangerous_advocacy,Normal/Ignore,The speaker treats climbing on an unstable structure as a challenge that ordinary people should repeat.,fef0c941e5b41e14909a410905ccc9c1a696f09113fd5dbfcebde4cde5ff256a,paired_synthetic_policy_concept
TRAIN-0151,train,safe_warning:unstable_structure,safe_warning,Normal/Ignore,A safety notice discusses climbing on an unstable structure only to warn people not to imitate it.,19f8d99190239be8a77619ea1e6173b5843741bf4fd7bc099b5ba49370c75c28,paired_synthetic_policy_concept
TRAIN-0152,train,safe_warning:unstable_structure,safe_warning,Normal/Ignore,The report condemns climbing on an unstable structure and asks viewers to avoid repeating the act.,544a6d23037e5c0a978839990f40670cd0ebde883801797fbd1b4db5326e63e2,paired_synthetic_policy_concept
TRAIN-0153,train,safe_warning:unstable_structure,safe_warning,Normal/Ignore,This prevention lesson explains the risk of climbing on an unstable structure without encouraging participation.,db1b9dc4dcb0efb3ded23b6bbfa745fcf9e6d2b220f4137b5e3c5baa22cbd454,paired_synthetic_policy_concept
TRAIN-0154,train,safe_warning:unstable_structure,safe_warning,Normal/Ignore,The speaker warns that climbing on an unstable structure can cause serious injury and should never be attempted.,44b1938bf26f7fcc3dfe57b8faca32e34c7da0f28713b487f8c350129895cf9f,paired_synthetic_policy_concept
TRAIN-0155,train,safe_warning:unstable_structure,safe_warning,Normal/Ignore,A public safety campaign discourages climbing on an unstable structure and promotes protective behavior.,bf3012dfebd2ec5b0af60465d29b0aa80d2ecaace5b97919a8f3f85264fe25a1,paired_synthetic_policy_concept
TRAIN-0156,train,safe_warning:unstable_structure,safe_warning,Normal/Ignore,The article reports climbing on an unstable structure while clearly telling the audience not to copy it.,e6619583d7ef1d7a2c740fb038ebe59b2310b2dc2793b972184c48fe7c2eba68,paired_synthetic_policy_concept
TRAIN-0157,train,professional_controlled:unstable_structure,professional_controlled,Normal/Ignore,A qualified team studies climbing on an unstable structure inside a controlled setting with protective procedures.,231d7bf69fbf853bb16999e19cd40613d5b7b93f933d787271894ef1d15f77bb,paired_synthetic_policy_concept
TRAIN-0158,train,professional_controlled:unstable_structure,professional_controlled,Normal/Ignore,Certified professionals demonstrate risk controls related to climbing on an unstable structure at an authorized facility.,00dc4d1b09cb6e8ee368585d6d2ac47f9f4545c3d3e554eb110224ec509da1e4,paired_synthetic_policy_concept
TRAIN-0159,train,professional_controlled:unstable_structure,professional_controlled,Normal/Ignore,The educational material discusses climbing on an unstable structure under trained supervision and prohibits imitation.,cab74550ec05ed46b5d8d29d6b2ebf8341070f46e0bf6b94175fbb1c0b37ef37,paired_synthetic_policy_concept
TRAIN-0160,train,professional_controlled:unstable_structure,professional_controlled,Normal/Ignore,A controlled test examines climbing on an unstable structure behind protective barriers with emergency staff present.,c09c702eeec41db0c4486bbce15b62b87f02c77f32fe4844890e5946d6494c60,paired_synthetic_policy_concept
TRAIN-0161,train,professional_controlled:unstable_structure,professional_controlled,Normal/Ignore,Licensed operators address climbing on an unstable structure during formal safety training at a restricted site.,128c0bd73bf189a41294c4e69b5da55a15123133e0ef65e0e7cbb2ca0fb71de8,paired_synthetic_policy_concept
TRAIN-0162,train,professional_controlled:unstable_structure,professional_controlled,Normal/Ignore,The documentary shows professionals managing climbing on an unstable structure with permits and exclusion controls.,31ea400547aa8580d92957343a0ad14a78f6107523b1b951c80302305ebd9115,paired_synthetic_policy_concept
TRAIN-0163,train,dangerous_advocacy:reckless_transport,dangerous_advocacy,Normal/Ignore,The post urges an untrained viewer to imitate a reckless maneuver on a public transport route and presents it as entertainment.,82e8b79ba18932dc1cc75fbcbc2e87328d2708d7a9b6c8a0c614d32cf3fca845,paired_synthetic_policy_concept
TRAIN-0164,train,dangerous_advocacy:reckless_transport,dangerous_advocacy,Normal/Ignore,A creator encourages the audience to try a reckless maneuver on a public transport route without professional supervision.,47fbd46d417cc780ad9feb6aaa4a379f7c18d18f1713ee634800e6347d56e56f,paired_synthetic_policy_concept
TRAIN-0165,train,dangerous_advocacy:reckless_transport,dangerous_advocacy,Normal/Ignore,The message dares an amateur to attempt a reckless maneuver on a public transport route despite the obvious physical risk.,1a1823e161809c533d80a56b73eb12b44a55662fd53e3485d387d73677e8ddb7,paired_synthetic_policy_concept
TRAIN-0166,train,dangerous_advocacy:reckless_transport,dangerous_advocacy,Normal/Ignore,This upload celebrates a reckless maneuver on a public transport route and asks viewers to copy the act.,546dab0de2be1423b34fe1192cf5665f0b08f43f5c55927b7860d8e8a1387efc,paired_synthetic_policy_concept
TRAIN-0167,train,dangerous_advocacy:reckless_transport,dangerous_advocacy,Normal/Ignore,The central instruction promotes a reckless maneuver on a public transport route while dismissing normal safety controls.,c3f134370d325428f7e7468dbbe2b99bddbefef4f9202d14d990c12f79f40acd,paired_synthetic_policy_concept
TRAIN-0168,train,dangerous_advocacy:reckless_transport,dangerous_advocacy,Normal/Ignore,The speaker treats a reckless maneuver on a public transport route as a challenge that ordinary people should repeat.,f4345d81bd3a28fc0c7b92c4d7354e08cdbb450f247cf23df746736a3d2d16d1,paired_synthetic_policy_concept
TRAIN-0169,train,safe_warning:reckless_transport,safe_warning,Normal/Ignore,A safety notice discusses a reckless maneuver on a public transport route only to warn people not to imitate it.,bff22b816ad121130d342791d2aabb97187534739635ae8ac0a3e6d7a954da2d,paired_synthetic_policy_concept
TRAIN-0170,train,safe_warning:reckless_transport,safe_warning,Normal/Ignore,The report condemns a reckless maneuver on a public transport route and asks viewers to avoid repeating the act.,8b88c1f9d7a16fed1ca7a808e5555b20909a4f7161c42d8f8ccb88c801f72beb,paired_synthetic_policy_concept
TRAIN-0171,train,safe_warning:reckless_transport,safe_warning,Normal/Ignore,This prevention lesson explains the risk of a reckless maneuver on a public transport route without encouraging participation.,088f2be0c5f8dd3d62dc23f7bed5a9bc2759c9e51c293ecd356ddee1ff69bb68,paired_synthetic_policy_concept
TRAIN-0172,train,safe_warning:reckless_transport,safe_warning,Normal/Ignore,The speaker warns that a reckless maneuver on a public transport route can cause serious injury and should never be attempted.,193d5160ebb163e6902f933a500fcdc46cb072fabfbeb1b76edaebdc7dab7e59,paired_synthetic_policy_concept
TRAIN-0173,train,safe_warning:reckless_transport,safe_warning,Normal/Ignore,A public safety campaign discourages a reckless maneuver on a public transport route and promotes protective behavior.,f66f2d1f134894fe6bf7115b4fd1bc0ac31ec979c45a98d260ad40d54767198f,paired_synthetic_policy_concept
TRAIN-0174,train,safe_warning:reckless_transport,safe_warning,Normal/Ignore,The article reports a reckless maneuver on a public transport route while clearly telling the audience not to copy it.,870dfa539373d1452eee2cfa828b8d98972fd64e44d3ae10578aad44821ddad3,paired_synthetic_policy_concept
TRAIN-0175,train,professional_controlled:reckless_transport,professional_controlled,Normal/Ignore,A qualified team studies a reckless maneuver on a public transport route inside a controlled setting with protective procedures.,d0fe90b25bfbce3f62112f172fbde1d4f21a7460b4ee87c91867125031883b0a,paired_synthetic_policy_concept
TRAIN-0176,train,professional_controlled:reckless_transport,professional_controlled,Normal/Ignore,Certified professionals demonstrate risk controls related to a reckless maneuver on a public transport route at an authorized facility.,077c9f34c1b034b699da7cc3f212de5b58bcad62105f3e558e7ca39ac394b662,paired_synthetic_policy_concept
TRAIN-0177,train,professional_controlled:reckless_transport,professional_controlled,Normal/Ignore,The educational material discusses a reckless maneuver on a public transport route under trained supervision and prohibits imitation.,175ddc27424478ea66b01750fb0ad1cafbca475ecf4026b4c50331282367b7c3,paired_synthetic_policy_concept
TRAIN-0178,train,professional_controlled:reckless_transport,professional_controlled,Normal/Ignore,A controlled test examines a reckless maneuver on a public transport route behind protective barriers with emergency staff present.,03e04d7c5c8d99c031baab9fe7e9750624b0ef32a801e7b7debca8adcde7bb67,paired_synthetic_policy_concept
TRAIN-0179,train,professional_controlled:reckless_transport,professional_controlled,Normal/Ignore,Licensed operators address a reckless maneuver on a public transport route during formal safety training at a restricted site.,a1abea8bd7289344cec997e64f24c5e74589d60e0747b57f924852c2474f8dd7,paired_synthetic_policy_concept
TRAIN-0180,train,professional_controlled:reckless_transport,professional_controlled,Normal/Ignore,The documentary shows professionals managing a reckless maneuver on a public transport route with permits and exclusion controls.,f61d5dd2a40ac761b79c5c7b2efa5dc51e0b1dcc3d04f787ea61cfb1abbbff72,paired_synthetic_policy_concept
TRAIN-0181,train,dangerous_advocacy:heavy_load,dangerous_advocacy,Normal/Ignore,The post urges an untrained viewer to imitate standing beneath an unsecured heavy load and presents it as entertainment.,105d6b46d4902c7d78f952e48b08b01a30cda06f415b52b5924dbd3f5549e2d1,paired_synthetic_policy_concept
TRAIN-0182,train,dangerous_advocacy:heavy_load,dangerous_advocacy,Normal/Ignore,A creator encourages the audience to try standing beneath an unsecured heavy load without professional supervision.,5cb24f72267e00acdeb11be2a37593fac1e65216a5208b0746c1c448b12c5fc4,paired_synthetic_policy_concept
TRAIN-0183,train,dangerous_advocacy:heavy_load,dangerous_advocacy,Normal/Ignore,The message dares an amateur to attempt standing beneath an unsecured heavy load despite the obvious physical risk.,fa3713641277d6e02c80410db45e4c75de3f851a6039ff07343a3718d2473a49,paired_synthetic_policy_concept
TRAIN-0184,train,dangerous_advocacy:heavy_load,dangerous_advocacy,Normal/Ignore,This upload celebrates standing beneath an unsecured heavy load and asks viewers to copy the act.,5684ff1678dcb6f8a03c1ceadeb2d1202e5b6091b38f12e66edc6a1191d67018,paired_synthetic_policy_concept
TRAIN-0185,train,dangerous_advocacy:heavy_load,dangerous_advocacy,Normal/Ignore,The central instruction promotes standing beneath an unsecured heavy load while dismissing normal safety controls.,85f58f603090d74129761db7bf2c28e61fbd725eef12d5f3573cc2cb2ed59fb9,paired_synthetic_policy_concept
TRAIN-0186,train,dangerous_advocacy:heavy_load,dangerous_advocacy,Normal/Ignore,The speaker treats standing beneath an unsecured heavy load as a challenge that ordinary people should repeat.,9c97b2cb638bd2ba57243e21692db46d0787d1983e88b93a45e37018aa84669a,paired_synthetic_policy_concept
TRAIN-0187,train,safe_warning:heavy_load,safe_warning,Normal/Ignore,A safety notice discusses standing beneath an unsecured heavy load only to warn people not to imitate it.,1520d3878c79356c7888789d1cea19e691f57d098728474577661e16f503c308,paired_synthetic_policy_concept
TRAIN-0188,train,safe_warning:heavy_load,safe_warning,Normal/Ignore,The report condemns standing beneath an unsecured heavy load and asks viewers to avoid repeating the act.,e29946099bd13fd64a3366294e62e3fb3235132873e88d5938c80163aa3cdc32,paired_synthetic_policy_concept
TRAIN-0189,train,safe_warning:heavy_load,safe_warning,Normal/Ignore,This prevention lesson explains the risk of standing beneath an unsecured heavy load without encouraging participation.,09b4716f52c3bc174ffe6d67a3b2b7f3bad247e4c75192a370033756e7731277,paired_synthetic_policy_concept
TRAIN-0190,train,safe_warning:heavy_load,safe_warning,Normal/Ignore,The speaker warns that standing beneath an unsecured heavy load can cause serious injury and should never be attempted.,eb11384be2536b8b3f0722035a044d2bca4410fed827b8fd55ca8eff3b1d5f9c,paired_synthetic_policy_concept
TRAIN-0191,train,safe_warning:heavy_load,safe_warning,Normal/Ignore,A public safety campaign discourages standing beneath an unsecured heavy load and promotes protective behavior.,a76ade30ddc5205c2ea70b27ca74de37126d62f0682f0442b414190136193f4a,paired_synthetic_policy_concept
TRAIN-0192,train,safe_warning:heavy_load,safe_warning,Normal/Ignore,The article reports standing beneath an unsecured heavy load while clearly telling the audience not to copy it.,cfa4710d2daa59d28ffd5cb6c8c707718a8726ca08f121a320b6015c887bc4c6,paired_synthetic_policy_concept
TRAIN-0193,train,professional_controlled:heavy_load,professional_controlled,Normal/Ignore,A qualified team studies standing beneath an unsecured heavy load inside a controlled setting with protective procedures.,ebc7a86766ddc9acb77d8f1db34b8de4f2ffb1907af659ea72e7e3cd1e1c7fd7,paired_synthetic_policy_concept
TRAIN-0194,train,professional_controlled:heavy_load,professional_controlled,Normal/Ignore,Certified professionals demonstrate risk controls related to standing beneath an unsecured heavy load at an authorized facility.,c03d9adda720d621356ce3c4a9efe94eece8ff1c71a14aab9e7d580e52e18eff,paired_synthetic_policy_concept
TRAIN-0195,train,professional_controlled:heavy_load,professional_controlled,Normal/Ignore,The educational material discusses standing beneath an unsecured heavy load under trained supervision and prohibits imitation.,4f2b74afaa9cd97e74be6ca8835f094faeab5950fc80d47b69072ae7e4c123b1,paired_synthetic_policy_concept
TRAIN-0196,train,professional_controlled:heavy_load,professional_controlled,Normal/Ignore,A controlled test examines standing beneath an unsecured heavy load behind protective barriers with emergency staff present.,f31d0fe62ee6067423ca5cd49900c7bf61b588b64225b590e944d90717dec048,paired_synthetic_policy_concept
TRAIN-0197,train,professional_controlled:heavy_load,professional_controlled,Normal/Ignore,Licensed operators address standing beneath an unsecured heavy load during formal safety training at a restricted site.,dc8db29fa0b008aaa896c28e50bcaf943cd0eeebc58294d03ebf81081574af4f,paired_synthetic_policy_concept
TRAIN-0198,train,professional_controlled:heavy_load,professional_controlled,Normal/Ignore,The documentary shows professionals managing standing beneath an unsecured heavy load with permits and exclusion controls.,63fd691b1d45ad726e4b9ce8b05e5d6f528c9b36dd118d7db002ca617c1e5636,paired_synthetic_policy_concept
TRAIN-0199,train,dangerous_advocacy:restricted_area,dangerous_advocacy,Normal/Ignore,The post urges an untrained viewer to imitate entry into a clearly restricted hazardous area and presents it as entertainment.,3c7bc4df09e9326d8a503e19811c2a3ffc6c357827ef8ffee9f703b33227deb7,paired_synthetic_policy_concept
TRAIN-0200,train,dangerous_advocacy:restricted_area,dangerous_advocacy,Normal/Ignore,A creator encourages the audience to try entry into a clearly restricted hazardous area without professional supervision.,8974e3d4f13bbc5a0fbd18966b365057abd3c2f715ba26f3a23aed91aecf4a7c,paired_synthetic_policy_concept
TRAIN-0201,train,dangerous_advocacy:restricted_area,dangerous_advocacy,Normal/Ignore,The message dares an amateur to attempt entry into a clearly restricted hazardous area despite the obvious physical risk.,80e00e98cd1c62a601fca35a061ebc0fbf5a2f0287a13855ec86a66f40eedafc,paired_synthetic_policy_concept
TRAIN-0202,train,dangerous_advocacy:restricted_area,dangerous_advocacy,Normal/Ignore,This upload celebrates entry into a clearly restricted hazardous area and asks viewers to copy the act.,ab471ecc241cdaaff7aa54f211c88f252f7bb51c41377b2ce568550c39fcbec0,paired_synthetic_policy_concept
TRAIN-0203,train,dangerous_advocacy:restricted_area,dangerous_advocacy,Normal/Ignore,The central instruction promotes entry into a clearly restricted hazardous area while dismissing normal safety controls.,eca83d8949db929d983a050db6435831633cd5098ab435d73969fb44e8422a8d,paired_synthetic_policy_concept
TRAIN-0204,train,dangerous_advocacy:restricted_area,dangerous_advocacy,Normal/Ignore,The speaker treats entry into a clearly restricted hazardous area as a challenge that ordinary people should repeat.,dd29204055c9323d5eb79d2e62f995af68b447fae8b4f59136ddedfcc4507718,paired_synthetic_policy_concept
TRAIN-0205,train,safe_warning:restricted_area,safe_warning,Normal/Ignore,A safety notice discusses entry into a clearly restricted hazardous area only to warn people not to imitate it.,bd7795db6a3183d400b8ef1da292e1ed72511e3f09d4645061538b8c6b998a17,paired_synthetic_policy_concept
TRAIN-0206,train,safe_warning:restricted_area,safe_warning,Normal/Ignore,The report condemns entry into a clearly restricted hazardous area and asks viewers to avoid repeating the act.,098f9c740f52c936353cd7149e94bf615c4d761f0a623a7caa7d71c59d28d1db,paired_synthetic_policy_concept
