record_id,group,text,expected_category,existing_category,existing_action,existing_review
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-016,prohibited_services_and_symbol_facilitation,A commercial listing offers a prostitution service; reserve a slot by direct message. RC2 case 16.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-017,prohibited_services_and_symbol_facilitation,A commercial listing offers a paid sexual service; reserve a slot by direct message. RC2 case 17.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-018,prohibited_services_and_symbol_facilitation,A commercial listing offers a commercial sexual service; reserve a slot by direct message. RC2 case 18.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-019,prohibited_services_and_symbol_facilitation,A commercial listing offers a fake government emblem; reserve a slot by direct message. RC2 case 19.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-020,prohibited_services_and_symbol_facilitation,A commercial listing offers a counterfeit government seal; reserve a slot by direct message. RC2 case 20.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-021,prohibited_services_and_symbol_facilitation,The supplier promotes the sale of a prostitution service to customers. RC2 case 21.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-022,prohibited_services_and_symbol_facilitation,The supplier promotes the sale of a paid sexual service to customers. RC2 case 22.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-023,prohibited_services_and_symbol_facilitation,The supplier promotes the sale of a commercial sexual service to customers. RC2 case 23.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-024,prohibited_services_and_symbol_facilitation,The supplier promotes the sale of a fake government emblem to customers. RC2 case 24.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-025,prohibited_services_and_symbol_facilitation,The supplier promotes the sale of a counterfeit government seal to customers. RC2 case 25.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-026,prohibited_services_and_symbol_facilitation,A seller provides access to a prostitution service after payment. RC2 case 26.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-027,prohibited_services_and_symbol_facilitation,A seller provides access to a paid sexual service after payment. RC2 case 27.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-028,prohibited_services_and_symbol_facilitation,A seller provides access to a commercial sexual service after payment. RC2 case 28.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-029,prohibited_services_and_symbol_facilitation,A seller provides access to a fake government emblem after payment. RC2 case 29.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-030,prohibited_services_and_symbol_facilitation,A seller provides access to a counterfeit government seal after payment. RC2 case 30.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-031,prohibited_services_and_symbol_facilitation,The marketplace listing advertises a prostitution service and says contact me. RC2 case 31.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-032,prohibited_services_and_symbol_facilitation,The marketplace listing advertises a paid sexual service and says contact me. RC2 case 32.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-033,prohibited_services_and_symbol_facilitation,The marketplace listing advertises a commercial sexual service and says contact me. RC2 case 33.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-034,prohibited_services_and_symbol_facilitation,The marketplace listing advertises a fake government emblem and says contact me. RC2 case 34.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-035,prohibited_services_and_symbol_facilitation,The marketplace listing advertises a counterfeit government seal and says contact me. RC2 case 35.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-036,prohibited_services_and_symbol_facilitation,This current offer lists a prostitution service with delivery available. RC2 case 36.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-037,prohibited_services_and_symbol_facilitation,This current offer lists a paid sexual service with delivery available. RC2 case 37.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-038,prohibited_services_and_symbol_facilitation,This current offer lists a commercial sexual service with delivery available. RC2 case 38.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-039,prohibited_services_and_symbol_facilitation,This current offer lists a fake government emblem with delivery available. RC2 case 39.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-040,prohibited_services_and_symbol_facilitation,This current offer lists a counterfeit government seal with delivery available. RC2 case 40.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-001,passive_and_mixed_order_transaction_evidence,Available to buyers is controlled substances; the marketplace requests payment. RC2 case 1.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-002,passive_and_mixed_order_transaction_evidence,Available to buyers is an unlicensed firearm; the marketplace requests payment. RC2 case 2.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-003,passive_and_mixed_order_transaction_evidence,Available to buyers is illegal betting; the marketplace requests payment. RC2 case 3.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-004,passive_and_mixed_order_transaction_evidence,Available to buyers is a forged passport; the marketplace requests payment. RC2 case 4.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-005,passive_and_mixed_order_transaction_evidence,Available to buyers is a paid sexual service; the marketplace requests payment. RC2 case 5.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-006,passive_and_mixed_order_transaction_evidence,Courier delivery can be arranged for controlled substances by the supplier. RC2 case 6.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-007,passive_and_mixed_order_transaction_evidence,Courier delivery can be arranged for an unlicensed firearm by the supplier. RC2 case 7.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-008,passive_and_mixed_order_transaction_evidence,Courier delivery can be arranged for illegal betting by the supplier. RC2 case 8.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-009,passive_and_mixed_order_transaction_evidence,Courier delivery can be arranged for a forged passport by the supplier. RC2 case 9.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-010,passive_and_mixed_order_transaction_evidence,Courier delivery can be arranged for a paid sexual service by the supplier. RC2 case 10.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-011,passive_and_mixed_order_transaction_evidence,"For customers seeking it, the seller offers controlled substances. RC2 case 11.",Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-012,passive_and_mixed_order_transaction_evidence,"For customers seeking it, the seller offers an unlicensed firearm. RC2 case 12.",Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-013,passive_and_mixed_order_transaction_evidence,"For customers seeking it, the seller offers illegal betting. RC2 case 13.",Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-014,passive_and_mixed_order_transaction_evidence,"For customers seeking it, the seller offers a forged passport. RC2 case 14.",Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-015,passive_and_mixed_order_transaction_evidence,"For customers seeking it, the seller offers a paid sexual service. RC2 case 15.",Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-016,passive_and_mixed_order_transaction_evidence,Payment is required before the account provides access to controlled substances. RC2 case 16.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-017,passive_and_mixed_order_transaction_evidence,Payment is required before the account provides access to an unlicensed firearm. RC2 case 17.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-018,passive_and_mixed_order_transaction_evidence,Payment is required before the account provides access to illegal betting. RC2 case 18.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-019,passive_and_mixed_order_transaction_evidence,Payment is required before the account provides access to a forged passport. RC2 case 19.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-020,passive_and_mixed_order_transaction_evidence,Payment is required before the account provides access to a paid sexual service. RC2 case 20.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-021,passive_and_mixed_order_transaction_evidence,A price per item appears beside controlled substances in this commercial listing. RC2 case 21.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-022,passive_and_mixed_order_transaction_evidence,A price per item appears beside an unlicensed firearm in this commercial listing. RC2 case 22.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-023,passive_and_mixed_order_transaction_evidence,A price per item appears beside illegal betting in this commercial listing. RC2 case 23.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-024,passive_and_mixed_order_transaction_evidence,A price per item appears beside a forged passport in this commercial listing. RC2 case 24.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-025,passive_and_mixed_order_transaction_evidence,A price per item appears beside a paid sexual service in this commercial listing. RC2 case 25.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-026,passive_and_mixed_order_transaction_evidence,Direct message is requested by the seller offering controlled substances. RC2 case 26.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-027,passive_and_mixed_order_transaction_evidence,Direct message is requested by the seller offering an unlicensed firearm. RC2 case 27.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-028,passive_and_mixed_order_transaction_evidence,Direct message is requested by the seller offering illegal betting. RC2 case 28.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-029,passive_and_mixed_order_transaction_evidence,Direct message is requested by the seller offering a forged passport. RC2 case 29.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-030,passive_and_mixed_order_transaction_evidence,Direct message is requested by the seller offering a paid sexual service. RC2 case 30.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-031,passive_and_mixed_order_transaction_evidence,The sale being promoted by this post concerns controlled substances. RC2 case 31.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-032,passive_and_mixed_order_transaction_evidence,The sale being promoted by this post concerns an unlicensed firearm. RC2 case 32.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-033,passive_and_mixed_order_transaction_evidence,The sale being promoted by this post concerns illegal betting. RC2 case 33.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-034,passive_and_mixed_order_transaction_evidence,The sale being promoted by this post concerns a forged passport. RC2 case 34.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-035,passive_and_mixed_order_transaction_evidence,The sale being promoted by this post concerns a paid sexual service. RC2 case 35.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-036,passive_and_mixed_order_transaction_evidence,Shipment is available from the supplier for controlled substances. RC2 case 36.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-037,passive_and_mixed_order_transaction_evidence,Shipment is available from the supplier for an unlicensed firearm. RC2 case 37.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-038,passive_and_mixed_order_transaction_evidence,Shipment is available from the supplier for illegal betting. RC2 case 38.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-039,passive_and_mixed_order_transaction_evidence,Shipment is available from the supplier for a forged passport. RC2 case 39.,Illegal Activities,Normal/Ignore,Allow,False
PASSIVE_AND_MIXED_ORDER_TRANSACTION_EVIDENCE-040,passive_and_mixed_order_transaction_evidence,Shipment is available from the supplier for a paid sexual service. RC2 case 40.,Illegal Activities,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-001,reporting_warning_and_prevention,A news report discusses illegal drugs and warns viewers not to buy. RC2 case 1.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-002,reporting_warning_and_prevention,A news report discusses controlled substances and warns viewers not to buy. RC2 case 2.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-003,reporting_warning_and_prevention,A news report discusses controlled pills and warns viewers not to buy. RC2 case 3.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-004,reporting_warning_and_prevention,A news report discusses unapproved medicine and warns viewers not to buy. RC2 case 4.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-005,reporting_warning_and_prevention,A news report discusses prohibited narcotics and warns viewers not to buy. RC2 case 5.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-006,reporting_warning_and_prevention,A news report discusses an unlicensed firearm and warns viewers not to buy. RC2 case 6.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-007,reporting_warning_and_prevention,A news report discusses a prohibited weapon and warns viewers not to buy. RC2 case 7.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-008,reporting_warning_and_prevention,A news report discusses a forged passport and warns viewers not to buy. RC2 case 8.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-009,reporting_warning_and_prevention,A news report discusses a fake identity document and warns viewers not to buy. RC2 case 9.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-010,reporting_warning_and_prevention,A news report discusses counterfeit currency and warns viewers not to buy. RC2 case 10.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-011,reporting_warning_and_prevention,A prevention campaign covers illegal drugs; it contains no transaction. RC2 case 11.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-012,reporting_warning_and_prevention,A prevention campaign covers controlled substances; it contains no transaction. RC2 case 12.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-013,reporting_warning_and_prevention,A prevention campaign covers controlled pills; it contains no transaction. RC2 case 13.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-014,reporting_warning_and_prevention,A prevention campaign covers unapproved medicine; it contains no transaction. RC2 case 14.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-015,reporting_warning_and_prevention,A prevention campaign covers prohibited narcotics; it contains no transaction. RC2 case 15.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-016,reporting_warning_and_prevention,A prevention campaign covers an unlicensed firearm; it contains no transaction. RC2 case 16.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-017,reporting_warning_and_prevention,A prevention campaign covers a prohibited weapon; it contains no transaction. RC2 case 17.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-018,reporting_warning_and_prevention,A prevention campaign covers a forged passport; it contains no transaction. RC2 case 18.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-019,reporting_warning_and_prevention,A prevention campaign covers a fake identity document; it contains no transaction. RC2 case 19.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-020,reporting_warning_and_prevention,A prevention campaign covers counterfeit currency; it contains no transaction. RC2 case 20.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-021,reporting_warning_and_prevention,A law-enforcement notice reports illegal drugs to authorities and does not facilitate it. RC2 case 21.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-022,reporting_warning_and_prevention,A law-enforcement notice reports controlled substances to authorities and does not facilitate it. RC2 case 22.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-023,reporting_warning_and_prevention,A law-enforcement notice reports controlled pills to authorities and does not facilitate it. RC2 case 23.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-024,reporting_warning_and_prevention,A law-enforcement notice reports unapproved medicine to authorities and does not facilitate it. RC2 case 24.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-025,reporting_warning_and_prevention,A law-enforcement notice reports prohibited narcotics to authorities and does not facilitate it. RC2 case 25.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-026,reporting_warning_and_prevention,A law-enforcement notice reports an unlicensed firearm to authorities and does not facilitate it. RC2 case 26.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-027,reporting_warning_and_prevention,A law-enforcement notice reports a prohibited weapon to authorities and does not facilitate it. RC2 case 27.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-028,reporting_warning_and_prevention,A law-enforcement notice reports a forged passport to authorities and does not facilitate it. RC2 case 28.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-029,reporting_warning_and_prevention,A law-enforcement notice reports a fake identity document to authorities and does not facilitate it. RC2 case 29.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-030,reporting_warning_and_prevention,A law-enforcement notice reports counterfeit currency to authorities and does not facilitate it. RC2 case 30.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-031,reporting_warning_and_prevention,Public awareness material condemns illegal drugs and is not a live offer. RC2 case 31.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-032,reporting_warning_and_prevention,Public awareness material condemns controlled substances and is not a live offer. RC2 case 32.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-033,reporting_warning_and_prevention,Public awareness material condemns controlled pills and is not a live offer. RC2 case 33.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-034,reporting_warning_and_prevention,Public awareness material condemns unapproved medicine and is not a live offer. RC2 case 34.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-035,reporting_warning_and_prevention,Public awareness material condemns prohibited narcotics and is not a live offer. RC2 case 35.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-036,reporting_warning_and_prevention,Public awareness material condemns an unlicensed firearm and is not a live offer. RC2 case 36.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-037,reporting_warning_and_prevention,Public awareness material condemns a prohibited weapon and is not a live offer. RC2 case 37.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-038,reporting_warning_and_prevention,Public awareness material condemns a forged passport and is not a live offer. RC2 case 38.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-039,reporting_warning_and_prevention,Public awareness material condemns a fake identity document and is not a live offer. RC2 case 39.,Normal/Ignore,Normal/Ignore,Allow,False
REPORTING_WARNING_AND_PREVENTION-040,reporting_warning_and_prevention,Public awareness material condemns counterfeit currency and is not a live offer. RC2 case 40.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-001,fiction_history_research_and_quotation,A fictional scene mentions controlled substances; it is fictional and not real. RC2 case 1.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-002,fiction_history_research_and_quotation,A fictional scene mentions an unlicensed firearm; it is fictional and not real. RC2 case 2.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-003,fiction_history_research_and_quotation,A fictional scene mentions illegal betting; it is fictional and not real. RC2 case 3.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-004,fiction_history_research_and_quotation,A fictional scene mentions a forged passport; it is fictional and not real. RC2 case 4.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-005,fiction_history_research_and_quotation,A fictional scene mentions a paid sexual service; it is fictional and not real. RC2 case 5.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-006,fiction_history_research_and_quotation,A research paper examines controlled substances for research only. RC2 case 6.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-007,fiction_history_research_and_quotation,A research paper examines an unlicensed firearm for research only. RC2 case 7.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-008,fiction_history_research_and_quotation,A research paper examines illegal betting for research only. RC2 case 8.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-009,fiction_history_research_and_quotation,A research paper examines a forged passport for research only. RC2 case 9.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-010,fiction_history_research_and_quotation,A research paper examines a paid sexual service for research only. RC2 case 10.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-011,fiction_history_research_and_quotation,A historical archive preserves a quoted advertisement for controlled substances; it is not a live offer. RC2 case 11.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-012,fiction_history_research_and_quotation,A historical archive preserves a quoted advertisement for an unlicensed firearm; it is not a live offer. RC2 case 12.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-013,fiction_history_research_and_quotation,A historical archive preserves a quoted advertisement for illegal betting; it is not a live offer. RC2 case 13.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-014,fiction_history_research_and_quotation,A historical archive preserves a quoted advertisement for a forged passport; it is not a live offer. RC2 case 14.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-015,fiction_history_research_and_quotation,A historical archive preserves a quoted advertisement for a paid sexual service; it is not a live offer. RC2 case 15.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-016,fiction_history_research_and_quotation,"An academic discussion quotes 'buy now' beside controlled substances, quoted for analysis and without facilitating it. RC2 case 16.",Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-017,fiction_history_research_and_quotation,"An academic discussion quotes 'buy now' beside an unlicensed firearm, quoted for analysis and without facilitating it. RC2 case 17.",Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-018,fiction_history_research_and_quotation,"An academic discussion quotes 'buy now' beside illegal betting, quoted for analysis and without facilitating it. RC2 case 18.",Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-019,fiction_history_research_and_quotation,"An academic discussion quotes 'buy now' beside a forged passport, quoted for analysis and without facilitating it. RC2 case 19.",Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-020,fiction_history_research_and_quotation,"An academic discussion quotes 'buy now' beside a paid sexual service, quoted for analysis and without facilitating it. RC2 case 20.",Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-021,fiction_history_research_and_quotation,A novel excerpt contains quoted dialogue about controlled substances and no live transaction. RC2 case 21.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-022,fiction_history_research_and_quotation,A novel excerpt contains quoted dialogue about an unlicensed firearm and no live transaction. RC2 case 22.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-023,fiction_history_research_and_quotation,A novel excerpt contains quoted dialogue about illegal betting and no live transaction. RC2 case 23.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-024,fiction_history_research_and_quotation,A novel excerpt contains quoted dialogue about a forged passport and no live transaction. RC2 case 24.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-025,fiction_history_research_and_quotation,A novel excerpt contains quoted dialogue about a paid sexual service and no live transaction. RC2 case 25.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-026,fiction_history_research_and_quotation,A documentary studies controlled substances as a case study and contains no transaction. RC2 case 26.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-027,fiction_history_research_and_quotation,A documentary studies an unlicensed firearm as a case study and contains no transaction. RC2 case 27.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-028,fiction_history_research_and_quotation,A documentary studies illegal betting as a case study and contains no transaction. RC2 case 28.,Normal/Ignore,Normal/Ignore,Allow,False
FICTION_HISTORY_RESEARCH_AND_QUOTATION-029,fiction_history_research_and_quotation,A documentary studies a forged passport as a case study and contains no transaction. RC2 case 29.,Normal/Ignore,Normal/Ignore,Allow,False
