record_id,group,text,expected_category,existing_category,existing_action,existing_review
REORDERED_RANSOMWARE_AND_WIPER_ACTIONS-001,reordered_ransomware_and_wiper_actions,A hostile account installs ransomware on unrelated endpoints; RC2 development 1.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-020,separated_action_and_capability_evidence,The user deploys an attachment across endpoints. It is a remote access trojan; RC2 development 20.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-021,separated_action_and_capability_evidence,The account uploads an attachment for victims. Evidence identifies the attachment as malware; RC2 development 21.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-022,separated_action_and_capability_evidence,The campaign delivers a program to targets. The program is ransomware; RC2 development 22.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-023,separated_action_and_capability_evidence,The post hosts a binary for installation. Analysis identifies a credential stealer; RC2 development 23.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-024,separated_action_and_capability_evidence,The user deploys an attachment across endpoints. It is a remote access trojan; RC2 development 24.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-025,separated_action_and_capability_evidence,The account uploads an attachment for victims. Evidence identifies the attachment as malware; RC2 development 25.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-026,separated_action_and_capability_evidence,The campaign delivers a program to targets. The program is ransomware; RC2 development 26.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-027,separated_action_and_capability_evidence,The post hosts a binary for installation. Analysis identifies a credential stealer; RC2 development 27.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-028,separated_action_and_capability_evidence,The user deploys an attachment across endpoints. It is a remote access trojan; RC2 development 28.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-029,separated_action_and_capability_evidence,The account uploads an attachment for victims. Evidence identifies the attachment as malware; RC2 development 29.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-030,separated_action_and_capability_evidence,The campaign delivers a program to targets. The program is ransomware; RC2 development 30.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-031,separated_action_and_capability_evidence,The post hosts a binary for installation. Analysis identifies a credential stealer; RC2 development 31.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-032,separated_action_and_capability_evidence,The user deploys an attachment across endpoints. It is a remote access trojan; RC2 development 32.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-033,separated_action_and_capability_evidence,The account uploads an attachment for victims. Evidence identifies the attachment as malware; RC2 development 33.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-034,separated_action_and_capability_evidence,The campaign delivers a program to targets. The program is ransomware; RC2 development 34.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-035,separated_action_and_capability_evidence,The post hosts a binary for installation. Analysis identifies a credential stealer; RC2 development 35.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-036,separated_action_and_capability_evidence,The user deploys an attachment across endpoints. It is a remote access trojan; RC2 development 36.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-037,separated_action_and_capability_evidence,The account uploads an attachment for victims. Evidence identifies the attachment as malware; RC2 development 37.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-038,separated_action_and_capability_evidence,The campaign delivers a program to targets. The program is ransomware; RC2 development 38.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-039,separated_action_and_capability_evidence,The post hosts a binary for installation. Analysis identifies a credential stealer; RC2 development 39.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-040,separated_action_and_capability_evidence,The user deploys an attachment across endpoints. It is a remote access trojan; RC2 development 40.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-041,separated_action_and_capability_evidence,The account uploads an attachment for victims. Evidence identifies the attachment as malware; RC2 development 41.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-042,separated_action_and_capability_evidence,The campaign delivers a program to targets. The program is ransomware; RC2 development 42.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-043,separated_action_and_capability_evidence,The post hosts a binary for installation. Analysis identifies a credential stealer; RC2 development 43.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-044,separated_action_and_capability_evidence,The user deploys an attachment across endpoints. It is a remote access trojan; RC2 development 44.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-045,separated_action_and_capability_evidence,The account uploads an attachment for victims. Evidence identifies the attachment as malware; RC2 development 45.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-046,separated_action_and_capability_evidence,The campaign delivers a program to targets. The program is ransomware; RC2 development 46.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-047,separated_action_and_capability_evidence,The post hosts a binary for installation. Analysis identifies a credential stealer; RC2 development 47.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-048,separated_action_and_capability_evidence,The user deploys an attachment across endpoints. It is a remote access trojan; RC2 development 48.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-049,separated_action_and_capability_evidence,The account uploads an attachment for victims. Evidence identifies the attachment as malware; RC2 development 49.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-050,separated_action_and_capability_evidence,The campaign delivers a program to targets. The program is ransomware; RC2 development 50.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-051,separated_action_and_capability_evidence,The post hosts a binary for installation. Analysis identifies a credential stealer; RC2 development 51.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-052,separated_action_and_capability_evidence,The user deploys an attachment across endpoints. It is a remote access trojan; RC2 development 52.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-053,separated_action_and_capability_evidence,The account uploads an attachment for victims. Evidence identifies the attachment as malware; RC2 development 53.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-054,separated_action_and_capability_evidence,The campaign delivers a program to targets. The program is ransomware; RC2 development 54.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-055,separated_action_and_capability_evidence,The post hosts a binary for installation. Analysis identifies a credential stealer; RC2 development 55.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-056,separated_action_and_capability_evidence,The user deploys an attachment across endpoints. It is a remote access trojan; RC2 development 56.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-057,separated_action_and_capability_evidence,The account uploads an attachment for victims. Evidence identifies the attachment as malware; RC2 development 57.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-058,separated_action_and_capability_evidence,The campaign delivers a program to targets. The program is ransomware; RC2 development 58.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-059,separated_action_and_capability_evidence,The post hosts a binary for installation. Analysis identifies a credential stealer; RC2 development 59.,Malicious Programs,Normal/Ignore,Allow,False
SEPARATED_ACTION_AND_CAPABILITY_EVIDENCE-060,separated_action_and_capability_evidence,The user deploys an attachment across endpoints. It is a remote access trojan; RC2 development 60.,Malicious Programs,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-001,safe_defensive_action_word_context,A defensive malware analysis reports that attackers installed ransomware; it contains no executable payload; RC2 development 1.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-002,safe_defensive_action_word_context,An incident response report says a wiper was deployed; indicators are redacted; RC2 development 2.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-003,safe_defensive_action_word_context,A threat intelligence summary explains that spyware was distributed and contains no downloadable program; RC2 development 3.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-004,safe_defensive_action_word_context,Security awareness training says a trojan was uploaded and describes prevention only; RC2 development 4.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-005,safe_defensive_action_word_context,A defensive malware analysis reports that attackers installed ransomware; it contains no executable payload; RC2 development 5.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-006,safe_defensive_action_word_context,An incident response report says a wiper was deployed; indicators are redacted; RC2 development 6.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-007,safe_defensive_action_word_context,A threat intelligence summary explains that spyware was distributed and contains no downloadable program; RC2 development 7.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-008,safe_defensive_action_word_context,Security awareness training says a trojan was uploaded and describes prevention only; RC2 development 8.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-009,safe_defensive_action_word_context,A defensive malware analysis reports that attackers installed ransomware; it contains no executable payload; RC2 development 9.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-010,safe_defensive_action_word_context,An incident response report says a wiper was deployed; indicators are redacted; RC2 development 10.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-011,safe_defensive_action_word_context,A threat intelligence summary explains that spyware was distributed and contains no downloadable program; RC2 development 11.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-012,safe_defensive_action_word_context,Security awareness training says a trojan was uploaded and describes prevention only; RC2 development 12.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-013,safe_defensive_action_word_context,A defensive malware analysis reports that attackers installed ransomware; it contains no executable payload; RC2 development 13.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-014,safe_defensive_action_word_context,An incident response report says a wiper was deployed; indicators are redacted; RC2 development 14.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-015,safe_defensive_action_word_context,A threat intelligence summary explains that spyware was distributed and contains no downloadable program; RC2 development 15.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-016,safe_defensive_action_word_context,Security awareness training says a trojan was uploaded and describes prevention only; RC2 development 16.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-017,safe_defensive_action_word_context,A defensive malware analysis reports that attackers installed ransomware; it contains no executable payload; RC2 development 17.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-018,safe_defensive_action_word_context,An incident response report says a wiper was deployed; indicators are redacted; RC2 development 18.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-019,safe_defensive_action_word_context,A threat intelligence summary explains that spyware was distributed and contains no downloadable program; RC2 development 19.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-020,safe_defensive_action_word_context,Security awareness training says a trojan was uploaded and describes prevention only; RC2 development 20.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-021,safe_defensive_action_word_context,A defensive malware analysis reports that attackers installed ransomware; it contains no executable payload; RC2 development 21.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-022,safe_defensive_action_word_context,An incident response report says a wiper was deployed; indicators are redacted; RC2 development 22.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-023,safe_defensive_action_word_context,A threat intelligence summary explains that spyware was distributed and contains no downloadable program; RC2 development 23.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-024,safe_defensive_action_word_context,Security awareness training says a trojan was uploaded and describes prevention only; RC2 development 24.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-025,safe_defensive_action_word_context,A defensive malware analysis reports that attackers installed ransomware; it contains no executable payload; RC2 development 25.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-026,safe_defensive_action_word_context,An incident response report says a wiper was deployed; indicators are redacted; RC2 development 26.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-027,safe_defensive_action_word_context,A threat intelligence summary explains that spyware was distributed and contains no downloadable program; RC2 development 27.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-028,safe_defensive_action_word_context,Security awareness training says a trojan was uploaded and describes prevention only; RC2 development 28.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-029,safe_defensive_action_word_context,A defensive malware analysis reports that attackers installed ransomware; it contains no executable payload; RC2 development 29.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-030,safe_defensive_action_word_context,An incident response report says a wiper was deployed; indicators are redacted; RC2 development 30.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-031,safe_defensive_action_word_context,A threat intelligence summary explains that spyware was distributed and contains no downloadable program; RC2 development 31.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-032,safe_defensive_action_word_context,Security awareness training says a trojan was uploaded and describes prevention only; RC2 development 32.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-033,safe_defensive_action_word_context,A defensive malware analysis reports that attackers installed ransomware; it contains no executable payload; RC2 development 33.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-034,safe_defensive_action_word_context,An incident response report says a wiper was deployed; indicators are redacted; RC2 development 34.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-035,safe_defensive_action_word_context,A threat intelligence summary explains that spyware was distributed and contains no downloadable program; RC2 development 35.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-036,safe_defensive_action_word_context,Security awareness training says a trojan was uploaded and describes prevention only; RC2 development 36.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-037,safe_defensive_action_word_context,A defensive malware analysis reports that attackers installed ransomware; it contains no executable payload; RC2 development 37.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-038,safe_defensive_action_word_context,An incident response report says a wiper was deployed; indicators are redacted; RC2 development 38.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-039,safe_defensive_action_word_context,A threat intelligence summary explains that spyware was distributed and contains no downloadable program; RC2 development 39.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-040,safe_defensive_action_word_context,Security awareness training says a trojan was uploaded and describes prevention only; RC2 development 40.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-041,safe_defensive_action_word_context,A defensive malware analysis reports that attackers installed ransomware; it contains no executable payload; RC2 development 41.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-042,safe_defensive_action_word_context,An incident response report says a wiper was deployed; indicators are redacted; RC2 development 42.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-043,safe_defensive_action_word_context,A threat intelligence summary explains that spyware was distributed and contains no downloadable program; RC2 development 43.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-044,safe_defensive_action_word_context,Security awareness training says a trojan was uploaded and describes prevention only; RC2 development 44.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-045,safe_defensive_action_word_context,A defensive malware analysis reports that attackers installed ransomware; it contains no executable payload; RC2 development 45.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-046,safe_defensive_action_word_context,An incident response report says a wiper was deployed; indicators are redacted; RC2 development 46.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-047,safe_defensive_action_word_context,A threat intelligence summary explains that spyware was distributed and contains no downloadable program; RC2 development 47.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-048,safe_defensive_action_word_context,Security awareness training says a trojan was uploaded and describes prevention only; RC2 development 48.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-049,safe_defensive_action_word_context,A defensive malware analysis reports that attackers installed ransomware; it contains no executable payload; RC2 development 49.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-050,safe_defensive_action_word_context,An incident response report says a wiper was deployed; indicators are redacted; RC2 development 50.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-051,safe_defensive_action_word_context,A threat intelligence summary explains that spyware was distributed and contains no downloadable program; RC2 development 51.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-052,safe_defensive_action_word_context,Security awareness training says a trojan was uploaded and describes prevention only; RC2 development 52.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-053,safe_defensive_action_word_context,A defensive malware analysis reports that attackers installed ransomware; it contains no executable payload; RC2 development 53.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-054,safe_defensive_action_word_context,An incident response report says a wiper was deployed; indicators are redacted; RC2 development 54.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-055,safe_defensive_action_word_context,A threat intelligence summary explains that spyware was distributed and contains no downloadable program; RC2 development 55.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-056,safe_defensive_action_word_context,Security awareness training says a trojan was uploaded and describes prevention only; RC2 development 56.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-057,safe_defensive_action_word_context,A defensive malware analysis reports that attackers installed ransomware; it contains no executable payload; RC2 development 57.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-058,safe_defensive_action_word_context,An incident response report says a wiper was deployed; indicators are redacted; RC2 development 58.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-059,safe_defensive_action_word_context,A threat intelligence summary explains that spyware was distributed and contains no downloadable program; RC2 development 59.,Normal/Ignore,Normal/Ignore,Allow,False
SAFE_DEFENSIVE_ACTION_WORD_CONTEXT-060,safe_defensive_action_word_context,Security awareness training says a trojan was uploaded and describes prevention only; RC2 development 60.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-001,benign_deployment_and_encryption,Software deployment by administrators installs an operating system update; RC2 development 1.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-002,benign_deployment_and_encryption,Approved backup encryption protects authorized archives; RC2 development 2.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-003,benign_deployment_and_encryption,A package manager installation loads an approved library; RC2 development 3.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-004,benign_deployment_and_encryption,A device management agent deploys a signed configuration; RC2 development 4.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-005,benign_deployment_and_encryption,Software deployment by administrators installs an operating system update; RC2 development 5.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-006,benign_deployment_and_encryption,Approved backup encryption protects authorized archives; RC2 development 6.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-007,benign_deployment_and_encryption,A package manager installation loads an approved library; RC2 development 7.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-008,benign_deployment_and_encryption,A device management agent deploys a signed configuration; RC2 development 8.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-009,benign_deployment_and_encryption,Software deployment by administrators installs an operating system update; RC2 development 9.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-010,benign_deployment_and_encryption,Approved backup encryption protects authorized archives; RC2 development 10.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-011,benign_deployment_and_encryption,A package manager installation loads an approved library; RC2 development 11.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-012,benign_deployment_and_encryption,A device management agent deploys a signed configuration; RC2 development 12.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-013,benign_deployment_and_encryption,Software deployment by administrators installs an operating system update; RC2 development 13.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-014,benign_deployment_and_encryption,Approved backup encryption protects authorized archives; RC2 development 14.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-015,benign_deployment_and_encryption,A package manager installation loads an approved library; RC2 development 15.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-016,benign_deployment_and_encryption,A device management agent deploys a signed configuration; RC2 development 16.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-017,benign_deployment_and_encryption,Software deployment by administrators installs an operating system update; RC2 development 17.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-018,benign_deployment_and_encryption,Approved backup encryption protects authorized archives; RC2 development 18.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-019,benign_deployment_and_encryption,A package manager installation loads an approved library; RC2 development 19.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-020,benign_deployment_and_encryption,A device management agent deploys a signed configuration; RC2 development 20.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-021,benign_deployment_and_encryption,Software deployment by administrators installs an operating system update; RC2 development 21.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-022,benign_deployment_and_encryption,Approved backup encryption protects authorized archives; RC2 development 22.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-023,benign_deployment_and_encryption,A package manager installation loads an approved library; RC2 development 23.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-024,benign_deployment_and_encryption,A device management agent deploys a signed configuration; RC2 development 24.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-025,benign_deployment_and_encryption,Software deployment by administrators installs an operating system update; RC2 development 25.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-026,benign_deployment_and_encryption,Approved backup encryption protects authorized archives; RC2 development 26.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-027,benign_deployment_and_encryption,A package manager installation loads an approved library; RC2 development 27.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-028,benign_deployment_and_encryption,A device management agent deploys a signed configuration; RC2 development 28.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-029,benign_deployment_and_encryption,Software deployment by administrators installs an operating system update; RC2 development 29.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-030,benign_deployment_and_encryption,Approved backup encryption protects authorized archives; RC2 development 30.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-031,benign_deployment_and_encryption,A package manager installation loads an approved library; RC2 development 31.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-032,benign_deployment_and_encryption,A device management agent deploys a signed configuration; RC2 development 32.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-033,benign_deployment_and_encryption,Software deployment by administrators installs an operating system update; RC2 development 33.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-034,benign_deployment_and_encryption,Approved backup encryption protects authorized archives; RC2 development 34.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-035,benign_deployment_and_encryption,A package manager installation loads an approved library; RC2 development 35.,Normal/Ignore,Normal/Ignore,Allow,False
BENIGN_DEPLOYMENT_AND_ENCRYPTION-036,benign_deployment_and_encryption,A device management agent deploys a signed configuration; RC2 development 36.,Normal/Ignore,Normal/Ignore,Allow,False
