id,content_type,file_name,file_type,document_title,extracted_text,embedded_image_description,category,severity,action,human_review_required,grey_case,reason,policy_version
DOC-0109,document,sample_document_0109.pdf,pdf,"Synthetic Spam, Scam & Phishing document",A fake banking message asks the recipient to share their password.,A safe synthetic illustration associated with the labeled policy example.,"Spam, Scam & Phishing",High,"Block, warn, or limit distribution",False,False,"The content matches the configured conditions for Spam, Scam & Phishing.",2026.08
DOC-0110,document,sample_document_0110.docx,docx,Synthetic Intellectual Property Infringement document,The content offers counterfeit products using a protected trademark.,No embedded image.,Intellectual Property Infringement,Medium,Flag and send for human review,True,False,The content matches the configured conditions for Intellectual Property Infringement.,2026.08
DOC-0111,document,sample_document_0111.txt,txt,Synthetic Malicious Programs document,The content distributes a ransomware payload intended to compromise devices.,No embedded image.,Malicious Programs,Critical,Block and send for security review,True,False,The content matches the configured conditions for Malicious Programs.,2026.08
DOC-0112,document,sample_document_0112.pdf,pdf,Synthetic Abusive Words document,The message calls a targeted person a stupid loser and piece of trash.,A safe synthetic illustration associated with the labeled policy example.,Abusive Words,Medium,Remove or limit distribution,False,False,The content matches the configured conditions for Abusive Words.,2026.08
DOC-0113,document,sample_document_0113.docx,docx,Synthetic Child Exploitation document,An account asks a child to send private personal images.,No embedded image.,Child Exploitation,Critical,Block and immediately escalate,True,False,The content matches the configured conditions for Child Exploitation.,2026.08
DOC-0114,document,sample_document_0114.txt,txt,Synthetic Normal/Ignore document,A verified report corrects a previously circulated false claim.,No embedded image.,Normal/Ignore,None,Allow,False,False,"The content is safe, generic, educational, corrective, or otherwise does not meet a restrictive moderation condition.",2026.08
DOC-0115,document,sample_document_0115.pdf,pdf,Synthetic Religiously Offensive Content document,A user posts denigrating abuse directed at a religious prophet.,A safe synthetic illustration associated with the labeled policy example.,Religiously Offensive Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Religiously Offensive Content.,2026.08
DOC-0116,document,sample_document_0116.docx,docx,Synthetic Hate Speech & Discrimination document,A user attacks people because of their race and nationality.,No embedded image.,Hate Speech & Discrimination,High,Remove and escalate,True,False,The content matches the configured conditions for Hate Speech & Discrimination.,2026.08
DOC-0117,document,sample_document_0117.txt,txt,Synthetic Terrorism & Extremism document,The content distributes extremist recruitment propaganda.,No embedded image.,Terrorism & Extremism,Critical,Block and escalate,True,False,The content matches the configured conditions for Terrorism & Extremism.,2026.08
DOC-0118,document,sample_document_0118.pdf,pdf,Synthetic Violent Content document,The image description contains visible internal organs after an attack.,A safe synthetic illustration associated with the labeled policy example.,Violent Content,High,Block or apply a sensitive-content warning,True,False,The content matches the configured conditions for Violent Content.,2026.08
DOC-0119,document,sample_document_0119.docx,docx,Synthetic Dangerous Content document,The content gives instructions to cause an explosion at home.,No embedded image.,Dangerous Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Dangerous Content.,2026.08
DOC-0120,document,sample_document_0120.txt,txt,"Synthetic Graphic, Obscene & Sexual Content document",A post promotes a website selling explicit pornographic material.,No embedded image.,"Graphic, Obscene & Sexual Content",High,Flag and send for human review,True,True,"The content contains indicators of Graphic, Obscene & Sexual Content, but the final enforcement decision requires human review.",2026.08
DOC-0121,document,sample_document_0121.pdf,pdf,Synthetic Sexual Harassment document,A person sends sexually explicit messages after being asked to stop.,A safe synthetic illustration associated with the labeled policy example.,Sexual Harassment,High,Remove and escalate,True,False,The content matches the configured conditions for Sexual Harassment.,2026.08
DOC-0122,document,sample_document_0122.docx,docx,Synthetic Cyberbullying & Harassment document,A person threatens to share private messages to embarrass someone.,No embedded image.,Cyberbullying & Harassment,Medium,"Limit, flag, and send for human review",True,False,The content matches the configured conditions for Cyberbullying & Harassment.,2026.08
DOC-0123,document,sample_document_0123.txt,txt,Synthetic Invasion of Privacy document,A hidden-camera recording shows a person's private moment.,No embedded image.,Invasion of Privacy,High,Restrict and send for human review,True,False,The content matches the configured conditions for Invasion of Privacy.,2026.08
DOC-0124,document,sample_document_0124.pdf,pdf,Synthetic Illegal Activities document,A user advertises a gun for sale without a license.,A safe synthetic illustration associated with the labeled policy example.,Illegal Activities,High,Restrict and send for human review,True,False,The content matches the configured conditions for Illegal Activities.,2026.08
DOC-0125,document,sample_document_0125.docx,docx,Synthetic Publishing Private Information document,A user leaks another person's private email address and phone number.,No embedded image.,Publishing Private Information,High,Remove exposed information and send for human review,True,False,The content matches the configured conditions for Publishing Private Information.,2026.08
DOC-0126,document,sample_document_0126.txt,txt,Synthetic Identity Theft & Impersonation document,A user operates an account using another person's stolen identity.,No embedded image.,Identity Theft & Impersonation,High,Flag and send for human review,True,False,The content matches the configured conditions for Identity Theft & Impersonation.,2026.08
DOC-0127,document,sample_document_0127.pdf,pdf,Synthetic Misinformation & Fake News document,The post promotes a false medical claim as a confirmed cure.,A safe synthetic illustration associated with the labeled policy example.,Misinformation & Fake News,Medium,Flag and send for human review,True,False,The content matches the configured conditions for Misinformation & Fake News.,2026.08
DOC-0128,document,sample_document_0128.docx,docx,"Synthetic Spam, Scam & Phishing document",An unsolicited promotion promises guaranteed income and requests a fee.,No embedded image.,"Spam, Scam & Phishing",High,"Block, warn, or limit distribution",False,False,"The content matches the configured conditions for Spam, Scam & Phishing.",2026.08
DOC-0129,document,sample_document_0129.txt,txt,Synthetic Intellectual Property Infringement document,A user sells unauthorized copies of copyrighted software.,No embedded image.,Intellectual Property Infringement,Medium,Flag and send for human review,True,False,The content matches the configured conditions for Intellectual Property Infringement.,2026.08
DOC-0130,document,sample_document_0130.pdf,pdf,Synthetic Malicious Programs document,A user shares a phishing kit for stealing account credentials.,A safe synthetic illustration associated with the labeled policy example.,Malicious Programs,Critical,Block and send for security review,True,False,The content matches the configured conditions for Malicious Programs.,2026.08
DOC-0131,document,sample_document_0131.docx,docx,Synthetic Abusive Words document,A user repeatedly describes another person as worthless and pathetic.,No embedded image.,Abusive Words,Medium,Remove or limit distribution,False,False,The content matches the configured conditions for Abusive Words.,2026.08
DOC-0132,document,sample_document_0132.txt,txt,Synthetic Child Exploitation document,A user asks a minor to move to a private app and not tell their parents.,No embedded image.,Child Exploitation,Critical,Block and immediately escalate,True,False,The content matches the configured conditions for Child Exploitation.,2026.08
DOC-0133,document,sample_document_0133.pdf,pdf,Synthetic Normal/Ignore document,A museum description discusses a classical nude sculpture.,A safe synthetic illustration associated with the labeled policy example.,Normal/Ignore,None,Allow,False,False,"The content is safe, generic, educational, corrective, or otherwise does not meet a restrictive moderation condition.",2026.08
DOC-0134,document,sample_document_0134.docx,docx,Synthetic Religiously Offensive Content document,The content celebrates damage to a place of worship.,No embedded image.,Religiously Offensive Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Religiously Offensive Content.,2026.08
DOC-0135,document,sample_document_0135.txt,txt,Synthetic Hate Speech & Discrimination document,The content describes an ethnic group as not human.,No embedded image.,Hate Speech & Discrimination,High,Remove and escalate,True,False,The content matches the configured conditions for Hate Speech & Discrimination.,2026.08
DOC-0136,document,sample_document_0136.pdf,pdf,Synthetic Terrorism & Extremism document,A user provides instructions intended to support a terrorist attack.,A safe synthetic illustration associated with the labeled policy example.,Terrorism & Extremism,Critical,Block and escalate,True,False,The content matches the configured conditions for Terrorism & Extremism.,2026.08
DOC-0137,document,sample_document_0137.docx,docx,Synthetic Violent Content document,A user says they are going to stab a specific person.,No embedded image.,Violent Content,High,Flag and send for human review,True,True,"The content contains indicators of Violent Content, but the final enforcement decision requires human review.",2026.08
DOC-0138,document,sample_document_0138.txt,txt,Synthetic Dangerous Content document,A user encourages another person to physically harm themselves.,No embedded image.,Dangerous Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Dangerous Content.,2026.08
DOC-0139,document,sample_document_0139.pdf,pdf,"Synthetic Graphic, Obscene & Sexual Content document",The content contains a morphed sexual image of an adult.,A safe synthetic illustration associated with the labeled policy example.,"Graphic, Obscene & Sexual Content",High,Block or age-restrict,True,False,"The content matches the configured conditions for Graphic, Obscene & Sexual Content.",2026.08
DOC-0140,document,sample_document_0140.docx,docx,Synthetic Sexual Harassment document,The content threatens consequences unless a person agrees to sexual activity.,No embedded image.,Sexual Harassment,High,Remove and escalate,True,False,The content matches the configured conditions for Sexual Harassment.,2026.08
DOC-0141,document,sample_document_0141.txt,txt,Synthetic Cyberbullying & Harassment document,A user repeatedly pressures someone to provide their phone number.,No embedded image.,Cyberbullying & Harassment,Medium,"Limit, flag, and send for human review",True,False,The content matches the configured conditions for Cyberbullying & Harassment.,2026.08
DOC-0142,document,sample_document_0142.pdf,pdf,Synthetic Invasion of Privacy document,A person reports that their private photograph was uploaded without consent.,A safe synthetic illustration associated with the labeled policy example.,Invasion of Privacy,High,Restrict and send for human review,True,False,The content matches the configured conditions for Invasion of Privacy.,2026.08
DOC-0143,document,sample_document_0143.docx,docx,Synthetic Illegal Activities document,The content promotes an illegal foreign gambling website.,No embedded image.,Illegal Activities,High,Restrict and send for human review,True,False,The content matches the configured conditions for Illegal Activities.,2026.08
DOC-0144,document,sample_document_0144.txt,txt,Synthetic Publishing Private Information document,The image contains an unredacted bank account statement.,No embedded image.,Publishing Private Information,High,Remove exposed information and send for human review,True,False,The content matches the configured conditions for Publishing Private Information.,2026.08
DOC-0145,document,sample_document_0145.pdf,pdf,Synthetic Identity Theft & Impersonation document,The profile impersonates a public figure without a parody label.,A safe synthetic illustration associated with the labeled policy example.,Identity Theft & Impersonation,High,Flag and send for human review,True,False,The content matches the configured conditions for Identity Theft & Impersonation.,2026.08
DOC-0146,document,sample_document_0146.docx,docx,Synthetic Misinformation & Fake News document,A fake election result is presented as an official announcement.,No embedded image.,Misinformation & Fake News,Medium,Flag and send for human review,True,False,The content matches the configured conditions for Misinformation & Fake News.,2026.08
DOC-0147,document,sample_document_0147.txt,txt,"Synthetic Spam, Scam & Phishing document",A repeated message tells users to click a suspicious payment link.,No embedded image.,"Spam, Scam & Phishing",High,"Block, warn, or limit distribution",False,False,"The content matches the configured conditions for Spam, Scam & Phishing.",2026.08
DOC-0148,document,sample_document_0148.pdf,pdf,Synthetic Intellectual Property Infringement document,The message provides an illegal download of copyrighted material.,A safe synthetic illustration associated with the labeled policy example.,Intellectual Property Infringement,Medium,Flag and send for human review,True,False,The content matches the configured conditions for Intellectual Property Infringement.,2026.08
DOC-0149,document,sample_document_0149.docx,docx,Synthetic Malicious Programs document,The instructions tell users to disable antivirus and install a trojan.,No embedded image.,Malicious Programs,Critical,Block and send for security review,True,False,The content matches the configured conditions for Malicious Programs.,2026.08
DOC-0150,document,sample_document_0150.txt,txt,Synthetic Abusive Words document,The comment contains obfuscated abusive words directed at an individual.,No embedded image.,Abusive Words,Medium,Remove or limit distribution,False,False,The content matches the configured conditions for Abusive Words.,2026.08
DOC-0151,document,sample_document_0151.pdf,pdf,Synthetic Child Exploitation document,The content describes physical harm being directed at a child.,A safe synthetic illustration associated with the labeled policy example.,Child Exploitation,Critical,Block and immediately escalate,True,False,The content matches the configured conditions for Child Exploitation.,2026.08
DOC-0152,document,sample_document_0152.docx,docx,Synthetic Normal/Ignore document,A medical lesson contains a non-explicit anatomy illustration.,No embedded image.,Normal/Ignore,None,Allow,False,False,"The content is safe, generic, educational, corrective, or otherwise does not meet a restrictive moderation condition.",2026.08
DOC-0153,document,sample_document_0153.txt,txt,Synthetic Religiously Offensive Content document,A post tells users to burn another community's religious book.,No embedded image.,Religiously Offensive Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Religiously Offensive Content.,2026.08
DOC-0154,document,sample_document_0154.pdf,pdf,Synthetic Hate Speech & Discrimination document,A post says that a protected group is inferior.,A safe synthetic illustration associated with the labeled policy example.,Hate Speech & Discrimination,High,Flag and send for human review,True,True,"The content contains indicators of Hate Speech & Discrimination, but the final enforcement decision requires human review.",2026.08
DOC-0155,document,sample_document_0155.docx,docx,Synthetic Terrorism & Extremism document,A post praises a banned terrorist organization and asks users to join.,No embedded image.,Terrorism & Extremism,Critical,Block and escalate,True,False,The content matches the configured conditions for Terrorism & Extremism.,2026.08
DOC-0156,document,sample_document_0156.txt,txt,Synthetic Violent Content document,A person sends the direct threat: I will kill you tonight.,No embedded image.,Violent Content,High,Block or apply a sensitive-content warning,True,False,The content matches the configured conditions for Violent Content.,2026.08
DOC-0157,document,sample_document_0157.pdf,pdf,Synthetic Dangerous Content document,The video tells viewers to try a dangerous stunt without safety equipment.,A safe synthetic illustration associated with the labeled policy example.,Dangerous Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Dangerous Content.,2026.08
DOC-0158,document,sample_document_0158.docx,docx,"Synthetic Graphic, Obscene & Sexual Content document",The content contains explicit adult sexual imagery.,No embedded image.,"Graphic, Obscene & Sexual Content",High,Block or age-restrict,True,False,"The content matches the configured conditions for Graphic, Obscene & Sexual Content.",2026.08
DOC-0159,document,sample_document_0159.txt,txt,Synthetic Sexual Harassment document,A user repeatedly demands that another person send nude pictures.,No embedded image.,Sexual Harassment,High,Remove and escalate,True,False,The content matches the configured conditions for Sexual Harassment.,2026.08
DOC-0160,document,sample_document_0160.pdf,pdf,Synthetic Cyberbullying & Harassment document,A user repeatedly tells another person that they are worthless.,A safe synthetic illustration associated with the labeled policy example.,Cyberbullying & Harassment,Medium,"Limit, flag, and send for human review",True,False,The content matches the configured conditions for Cyberbullying & Harassment.,2026.08
DOC-0161,document,sample_document_0161.docx,docx,Synthetic Invasion of Privacy document,A private video was secretly recorded and shared without consent.,No embedded image.,Invasion of Privacy,High,Restrict and send for human review,True,False,The content matches the configured conditions for Invasion of Privacy.,2026.08
DOC-0162,document,sample_document_0162.txt,txt,Synthetic Illegal Activities document,A post offers illegal drugs for sale.,No embedded image.,Illegal Activities,High,Restrict and send for human review,True,False,The content matches the configured conditions for Illegal Activities.,2026.08
DOC-0163,document,sample_document_0163.pdf,pdf,Synthetic Publishing Private Information document,A post exposes another person's Aadhaar card number without permission.,A safe synthetic illustration associated with the labeled policy example.,Publishing Private Information,High,Remove exposed information and send for human review,True,False,The content matches the configured conditions for Publishing Private Information.,2026.08
DOC-0164,document,sample_document_0164.docx,docx,Synthetic Identity Theft & Impersonation document,An account impersonates a bank representative to deceive customers.,No embedded image.,Identity Theft & Impersonation,High,Flag and send for human review,True,False,The content matches the configured conditions for Identity Theft & Impersonation.,2026.08
DOC-0165,document,sample_document_0165.txt,txt,Synthetic Misinformation & Fake News document,A fabricated report presents a made-up public event as fact.,No embedded image.,Misinformation & Fake News,Medium,Flag and send for human review,True,False,The content matches the configured conditions for Misinformation & Fake News.,2026.08
DOC-0166,document,sample_document_0166.pdf,pdf,"Synthetic Spam, Scam & Phishing document",URGENT! Claim your prize now by sending your OTP on WhatsApp.,A safe synthetic illustration associated with the labeled policy example.,"Spam, Scam & Phishing",High,"Block, warn, or limit distribution",False,False,"The content matches the configured conditions for Spam, Scam & Phishing.",2026.08
DOC-0167,document,sample_document_0167.docx,docx,Synthetic Intellectual Property Infringement document,A post distributes a pirated movie download without authorization.,No embedded image.,Intellectual Property Infringement,Medium,Flag and send for human review,True,False,The content matches the configured conditions for Intellectual Property Infringement.,2026.08
DOC-0168,document,sample_document_0168.txt,txt,Synthetic Malicious Programs document,A post provides a link to download credential-stealing malware.,No embedded image.,Malicious Programs,Critical,Block and send for security review,True,False,The content matches the configured conditions for Malicious Programs.,2026.08
DOC-0169,document,sample_document_0169.pdf,pdf,Synthetic Abusive Words document,A user directly tells another person: you are a disgusting idiot.,A safe synthetic illustration associated with the labeled policy example.,Abusive Words,Medium,Remove or limit distribution,False,False,The content matches the configured conditions for Abusive Words.,2026.08
DOC-0170,document,sample_document_0170.docx,docx,Synthetic Child Exploitation document,An adult asks a minor to keep their private conversation secret.,No embedded image.,Child Exploitation,Critical,Block and immediately escalate,True,False,The content matches the configured conditions for Child Exploitation.,2026.08
DOC-0171,document,sample_document_0171.txt,txt,Synthetic Normal/Ignore document,A news report discusses violence without showing graphic imagery.,No embedded image.,Normal/Ignore,None,Allow,False,False,"The content is safe, generic, educational, corrective, or otherwise does not meet a restrictive moderation condition.",2026.08
DOC-0172,document,sample_document_0172.pdf,pdf,Synthetic Religiously Offensive Content document,The message encourages people to destroy a religious symbol.,A safe synthetic illustration associated with the labeled policy example.,Religiously Offensive Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Religiously Offensive Content.,2026.08
DOC-0173,document,sample_document_0173.docx,docx,Synthetic Hate Speech & Discrimination document,The message calls for a religious group to be excluded from society.,No embedded image.,Hate Speech & Discrimination,High,Remove and escalate,True,False,The content matches the configured conditions for Hate Speech & Discrimination.,2026.08
DOC-0174,document,sample_document_0174.txt,txt,Synthetic Terrorism & Extremism document,The message requests donations for a terrorist organization.,No embedded image.,Terrorism & Extremism,Critical,Block and escalate,True,False,The content matches the configured conditions for Terrorism & Extremism.,2026.08
DOC-0175,document,sample_document_0175.pdf,pdf,Synthetic Violent Content document,The content graphically depicts a person being tortured.,A safe synthetic illustration associated with the labeled policy example.,Violent Content,High,Block or apply a sensitive-content warning,True,False,The content matches the configured conditions for Violent Content.,2026.08
DOC-0176,document,sample_document_0176.docx,docx,Synthetic Dangerous Content document,A post encourages users to jump from a roof as part of a challenge.,No embedded image.,Dangerous Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Dangerous Content.,2026.08
DOC-0177,document,sample_document_0177.txt,txt,"Synthetic Graphic, Obscene & Sexual Content document",The image description indicates visible genitalia outside an allowed context.,No embedded image.,"Graphic, Obscene & Sexual Content",High,Block or age-restrict,True,False,"The content matches the configured conditions for Graphic, Obscene & Sexual Content.",2026.08
DOC-0178,document,sample_document_0178.pdf,pdf,Synthetic Sexual Harassment document,The message contains an unwanted request for a sexual favour.,A safe synthetic illustration associated with the labeled policy example.,Sexual Harassment,High,Remove and escalate,True,False,The content matches the configured conditions for Sexual Harassment.,2026.08
DOC-0179,document,sample_document_0179.docx,docx,Synthetic Cyberbullying & Harassment document,Several accounts coordinate to publicly humiliate one individual.,No embedded image.,Cyberbullying & Harassment,Medium,"Limit, flag, and send for human review",True,False,The content matches the configured conditions for Cyberbullying & Harassment.,2026.08
DOC-0180,document,sample_document_0180.txt,txt,Synthetic Invasion of Privacy document,The content contains a leaked intimate video posted without consent.,No embedded image.,Invasion of Privacy,High,Restrict and send for human review,True,False,The content matches the configured conditions for Invasion of Privacy.,2026.08
DOC-0181,document,sample_document_0181.pdf,pdf,Synthetic Illegal Activities document,The message advertises an unapproved medicine as a guaranteed cure.,A safe synthetic illustration associated with the labeled policy example.,Illegal Activities,High,Restrict and send for human review,True,False,The content matches the configured conditions for Illegal Activities.,2026.08
DOC-0182,document,sample_document_0182.docx,docx,Synthetic Publishing Private Information document,The content publishes someone's credit card number and contact details.,No embedded image.,Publishing Private Information,High,Remove exposed information and send for human review,True,False,The content matches the configured conditions for Publishing Private Information.,2026.08
DOC-0183,document,sample_document_0183.txt,txt,Synthetic Identity Theft & Impersonation document,A fake customer-support profile pretends to represent a company.,No embedded image.,Identity Theft & Impersonation,High,Flag and send for human review,True,False,The content matches the configured conditions for Identity Theft & Impersonation.,2026.08
DOC-0184,document,sample_document_0184.pdf,pdf,Synthetic Misinformation & Fake News document,A manipulated headline makes a claim unsupported by the article.,A safe synthetic illustration associated with the labeled policy example.,Misinformation & Fake News,Medium,Flag and send for human review,True,False,The content matches the configured conditions for Misinformation & Fake News.,2026.08
DOC-0185,document,sample_document_0185.docx,docx,"Synthetic Spam, Scam & Phishing document",A fake banking message asks the recipient to share their password.,No embedded image.,"Spam, Scam & Phishing",High,"Block, warn, or limit distribution",False,False,"The content matches the configured conditions for Spam, Scam & Phishing.",2026.08
DOC-0186,document,sample_document_0186.txt,txt,Synthetic Intellectual Property Infringement document,The content offers counterfeit products using a protected trademark.,No embedded image.,Intellectual Property Infringement,Medium,Flag and send for human review,True,False,The content matches the configured conditions for Intellectual Property Infringement.,2026.08
DOC-0187,document,sample_document_0187.pdf,pdf,Synthetic Malicious Programs document,The content distributes a ransomware payload intended to compromise devices.,A safe synthetic illustration associated with the labeled policy example.,Malicious Programs,Critical,Block and send for security review,True,False,The content matches the configured conditions for Malicious Programs.,2026.08
DOC-0188,document,sample_document_0188.docx,docx,Synthetic Abusive Words document,The message calls a targeted person a stupid loser and piece of trash.,No embedded image.,Abusive Words,Medium,Flag and send for human review,True,True,"The content contains indicators of Abusive Words, but the final enforcement decision requires human review.",2026.08
DOC-0189,document,sample_document_0189.txt,txt,Synthetic Child Exploitation document,An account asks a child to send private personal images.,No embedded image.,Child Exploitation,Critical,Block and immediately escalate,True,False,The content matches the configured conditions for Child Exploitation.,2026.08
DOC-0190,document,sample_document_0190.pdf,pdf,Synthetic Normal/Ignore document,A video shows a person demonstrating a harmless hobby.,A safe synthetic illustration associated with the labeled policy example.,Normal/Ignore,None,Allow,False,False,"The content is safe, generic, educational, corrective, or otherwise does not meet a restrictive moderation condition.",2026.08
DOC-0191,document,sample_document_0191.docx,docx,Synthetic Religiously Offensive Content document,A user posts denigrating abuse directed at a religious prophet.,No embedded image.,Religiously Offensive Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Religiously Offensive Content.,2026.08
DOC-0192,document,sample_document_0192.txt,txt,Synthetic Hate Speech & Discrimination document,A user attacks people because of their race and nationality.,No embedded image.,Hate Speech & Discrimination,High,Remove and escalate,True,False,The content matches the configured conditions for Hate Speech & Discrimination.,2026.08
DOC-0193,document,sample_document_0193.pdf,pdf,Synthetic Terrorism & Extremism document,The content distributes extremist recruitment propaganda.,A safe synthetic illustration associated with the labeled policy example.,Terrorism & Extremism,Critical,Block and escalate,True,False,The content matches the configured conditions for Terrorism & Extremism.,2026.08
DOC-0194,document,sample_document_0194.docx,docx,Synthetic Violent Content document,The image description contains visible internal organs after an attack.,No embedded image.,Violent Content,High,Block or apply a sensitive-content warning,True,False,The content matches the configured conditions for Violent Content.,2026.08
DOC-0195,document,sample_document_0195.txt,txt,Synthetic Dangerous Content document,The content gives instructions to cause an explosion at home.,No embedded image.,Dangerous Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Dangerous Content.,2026.08
DOC-0196,document,sample_document_0196.pdf,pdf,"Synthetic Graphic, Obscene & Sexual Content document",A post promotes a website selling explicit pornographic material.,A safe synthetic illustration associated with the labeled policy example.,"Graphic, Obscene & Sexual Content",High,Block or age-restrict,True,False,"The content matches the configured conditions for Graphic, Obscene & Sexual Content.",2026.08
DOC-0197,document,sample_document_0197.docx,docx,Synthetic Sexual Harassment document,A person sends sexually explicit messages after being asked to stop.,No embedded image.,Sexual Harassment,High,Remove and escalate,True,False,The content matches the configured conditions for Sexual Harassment.,2026.08
DOC-0198,document,sample_document_0198.txt,txt,Synthetic Cyberbullying & Harassment document,A person threatens to share private messages to embarrass someone.,No embedded image.,Cyberbullying & Harassment,Medium,"Limit, flag, and send for human review",True,False,The content matches the configured conditions for Cyberbullying & Harassment.,2026.08
DOC-0199,document,sample_document_0199.pdf,pdf,Synthetic Invasion of Privacy document,A hidden-camera recording shows a person's private moment.,A safe synthetic illustration associated with the labeled policy example.,Invasion of Privacy,High,Restrict and send for human review,True,False,The content matches the configured conditions for Invasion of Privacy.,2026.08
DOC-0200,document,sample_document_0200.docx,docx,Synthetic Illegal Activities document,A user advertises a gun for sale without a license.,No embedded image.,Illegal Activities,High,Restrict and send for human review,True,False,The content matches the configured conditions for Illegal Activities.,2026.08
