id,content_type,file_name,duration_seconds,transcript,frame_descriptions,ocr_text,audio_description,category,severity,action,human_review_required,grey_case,reason,policy_version
VID-0079,video,sample_video_0079.mp4,43,A post praises a banned terrorist organization and asks users to join.,Sampled frames contain a safe synthetic description associated with the Terrorism & Extremism policy category.,,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Terrorism & Extremism,Critical,Block and escalate,True,False,The content matches the configured conditions for Terrorism & Extremism.,2026.08
VID-0080,video,sample_video_0080.mp4,50,A person sends the direct threat: I will kill you tonight.,Sampled frames contain a safe synthetic description associated with the Violent Content policy category.,A person sends the direct threat: I will kill you tonight.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Violent Content,High,Block or apply a sensitive-content warning,True,False,The content matches the configured conditions for Violent Content.,2026.08
VID-0081,video,sample_video_0081.mp4,57,The video tells viewers to try a dangerous stunt without safety equipment.,Sampled frames contain a safe synthetic description associated with the Dangerous Content policy category.,The video tells viewers to try a dangerous stunt without safety equipment.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Dangerous Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Dangerous Content.,2026.08
VID-0082,video,sample_video_0082.mp4,64,The content contains explicit adult sexual imagery.,"Sampled frames contain a safe synthetic description associated with the Graphic, Obscene & Sexual Content policy category.",,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,"Graphic, Obscene & Sexual Content",High,Block or age-restrict,True,False,"The content matches the configured conditions for Graphic, Obscene & Sexual Content.",2026.08
VID-0083,video,sample_video_0083.mp4,71,A user repeatedly demands that another person send nude pictures.,Sampled frames contain a safe synthetic description associated with the Sexual Harassment policy category.,A user repeatedly demands that another person send nude pictures.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Sexual Harassment,High,Remove and escalate,True,False,The content matches the configured conditions for Sexual Harassment.,2026.08
VID-0084,video,sample_video_0084.mp4,78,A user repeatedly tells another person that they are worthless.,Sampled frames contain a safe synthetic description associated with the Cyberbullying & Harassment policy category.,A user repeatedly tells another person that they are worthless.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Cyberbullying & Harassment,Medium,"Limit, flag, and send for human review",True,False,The content matches the configured conditions for Cyberbullying & Harassment.,2026.08
VID-0085,video,sample_video_0085.mp4,85,A private video was secretly recorded and shared without consent.,Sampled frames contain a safe synthetic description associated with the Invasion of Privacy policy category.,,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Invasion of Privacy,High,Restrict and send for human review,True,False,The content matches the configured conditions for Invasion of Privacy.,2026.08
VID-0086,video,sample_video_0086.mp4,92,A post offers illegal drugs for sale.,Sampled frames contain a safe synthetic description associated with the Illegal Activities policy category.,A post offers illegal drugs for sale.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Illegal Activities,High,Flag and send for human review,True,True,"The content contains indicators of Illegal Activities, but the final enforcement decision requires human review.",2026.08
VID-0087,video,sample_video_0087.mp4,99,A post exposes another person's Aadhaar card number without permission.,Sampled frames contain a safe synthetic description associated with the Publishing Private Information policy category.,A post exposes another person's Aadhaar card number without permission.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Publishing Private Information,High,Remove exposed information and send for human review,True,False,The content matches the configured conditions for Publishing Private Information.,2026.08
VID-0088,video,sample_video_0088.mp4,106,An account impersonates a bank representative to deceive customers.,Sampled frames contain a safe synthetic description associated with the Identity Theft & Impersonation policy category.,,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Identity Theft & Impersonation,High,Flag and send for human review,True,False,The content matches the configured conditions for Identity Theft & Impersonation.,2026.08
VID-0089,video,sample_video_0089.mp4,113,A fabricated report presents a made-up public event as fact.,Sampled frames contain a safe synthetic description associated with the Misinformation & Fake News policy category.,A fabricated report presents a made-up public event as fact.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Misinformation & Fake News,Medium,Flag and send for human review,True,False,The content matches the configured conditions for Misinformation & Fake News.,2026.08
VID-0090,video,sample_video_0090.mp4,120,URGENT! Claim your prize now by sending your OTP on WhatsApp.,"Sampled frames contain a safe synthetic description associated with the Spam, Scam & Phishing policy category.",URGENT! Claim your prize now by sending your OTP on WhatsApp.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,"Spam, Scam & Phishing",High,"Block, warn, or limit distribution",False,False,"The content matches the configured conditions for Spam, Scam & Phishing.",2026.08
VID-0091,video,sample_video_0091.mp4,127,A post distributes a pirated movie download without authorization.,Sampled frames contain a safe synthetic description associated with the Intellectual Property Infringement policy category.,,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Intellectual Property Infringement,Medium,Flag and send for human review,True,False,The content matches the configured conditions for Intellectual Property Infringement.,2026.08
VID-0092,video,sample_video_0092.mp4,134,A post provides a link to download credential-stealing malware.,Sampled frames contain a safe synthetic description associated with the Malicious Programs policy category.,A post provides a link to download credential-stealing malware.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Malicious Programs,Critical,Block and send for security review,True,False,The content matches the configured conditions for Malicious Programs.,2026.08
VID-0093,video,sample_video_0093.mp4,141,A user directly tells another person: you are a disgusting idiot.,Sampled frames contain a safe synthetic description associated with the Abusive Words policy category.,A user directly tells another person: you are a disgusting idiot.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Abusive Words,Medium,Remove or limit distribution,False,False,The content matches the configured conditions for Abusive Words.,2026.08
VID-0094,video,sample_video_0094.mp4,148,An adult asks a minor to keep their private conversation secret.,Sampled frames contain a safe synthetic description associated with the Child Exploitation policy category.,,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Child Exploitation,Critical,Block and immediately escalate,True,False,The content matches the configured conditions for Child Exploitation.,2026.08
VID-0095,video,sample_video_0095.mp4,155,A cybersecurity lesson says never to share an OTP or password.,Sampled frames contain a safe synthetic description associated with the Normal/Ignore policy category.,A cybersecurity lesson says never to share an OTP or password.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Normal/Ignore,None,Allow,False,False,"The content is safe, generic, educational, corrective, or otherwise does not meet a restrictive moderation condition.",2026.08
VID-0096,video,sample_video_0096.mp4,162,The message encourages people to destroy a religious symbol.,Sampled frames contain a safe synthetic description associated with the Religiously Offensive Content policy category.,The message encourages people to destroy a religious symbol.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Religiously Offensive Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Religiously Offensive Content.,2026.08
VID-0097,video,sample_video_0097.mp4,169,The message calls for a religious group to be excluded from society.,Sampled frames contain a safe synthetic description associated with the Hate Speech & Discrimination policy category.,,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Hate Speech & Discrimination,High,Remove and escalate,True,False,The content matches the configured conditions for Hate Speech & Discrimination.,2026.08
VID-0098,video,sample_video_0098.mp4,176,The message requests donations for a terrorist organization.,Sampled frames contain a safe synthetic description associated with the Terrorism & Extremism policy category.,The message requests donations for a terrorist organization.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Terrorism & Extremism,Critical,Block and escalate,True,False,The content matches the configured conditions for Terrorism & Extremism.,2026.08
VID-0099,video,sample_video_0099.mp4,12,The content graphically depicts a person being tortured.,Sampled frames contain a safe synthetic description associated with the Violent Content policy category.,The content graphically depicts a person being tortured.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Violent Content,High,Block or apply a sensitive-content warning,True,False,The content matches the configured conditions for Violent Content.,2026.08
VID-0100,video,sample_video_0100.mp4,19,A post encourages users to jump from a roof as part of a challenge.,Sampled frames contain a safe synthetic description associated with the Dangerous Content policy category.,,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Dangerous Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Dangerous Content.,2026.08
VID-0101,video,sample_video_0101.mp4,26,The image description indicates visible genitalia outside an allowed context.,"Sampled frames contain a safe synthetic description associated with the Graphic, Obscene & Sexual Content policy category.",The image description indicates visible genitalia outside an allowed context.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,"Graphic, Obscene & Sexual Content",High,Block or age-restrict,True,False,"The content matches the configured conditions for Graphic, Obscene & Sexual Content.",2026.08
VID-0102,video,sample_video_0102.mp4,33,The message contains an unwanted request for a sexual favour.,Sampled frames contain a safe synthetic description associated with the Sexual Harassment policy category.,The message contains an unwanted request for a sexual favour.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Sexual Harassment,High,Remove and escalate,True,False,The content matches the configured conditions for Sexual Harassment.,2026.08
VID-0103,video,sample_video_0103.mp4,40,Several accounts coordinate to publicly humiliate one individual.,Sampled frames contain a safe synthetic description associated with the Cyberbullying & Harassment policy category.,,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Cyberbullying & Harassment,Medium,Flag and send for human review,True,True,"The content contains indicators of Cyberbullying & Harassment, but the final enforcement decision requires human review.",2026.08
VID-0104,video,sample_video_0104.mp4,47,The content contains a leaked intimate video posted without consent.,Sampled frames contain a safe synthetic description associated with the Invasion of Privacy policy category.,The content contains a leaked intimate video posted without consent.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Invasion of Privacy,High,Restrict and send for human review,True,False,The content matches the configured conditions for Invasion of Privacy.,2026.08
VID-0105,video,sample_video_0105.mp4,54,The message advertises an unapproved medicine as a guaranteed cure.,Sampled frames contain a safe synthetic description associated with the Illegal Activities policy category.,The message advertises an unapproved medicine as a guaranteed cure.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Illegal Activities,High,Restrict and send for human review,True,False,The content matches the configured conditions for Illegal Activities.,2026.08
VID-0106,video,sample_video_0106.mp4,61,The content publishes someone's credit card number and contact details.,Sampled frames contain a safe synthetic description associated with the Publishing Private Information policy category.,,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Publishing Private Information,High,Remove exposed information and send for human review,True,False,The content matches the configured conditions for Publishing Private Information.,2026.08
VID-0107,video,sample_video_0107.mp4,68,A fake customer-support profile pretends to represent a company.,Sampled frames contain a safe synthetic description associated with the Identity Theft & Impersonation policy category.,A fake customer-support profile pretends to represent a company.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Identity Theft & Impersonation,High,Flag and send for human review,True,False,The content matches the configured conditions for Identity Theft & Impersonation.,2026.08
VID-0108,video,sample_video_0108.mp4,75,A manipulated headline makes a claim unsupported by the article.,Sampled frames contain a safe synthetic description associated with the Misinformation & Fake News policy category.,A manipulated headline makes a claim unsupported by the article.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Misinformation & Fake News,Medium,Flag and send for human review,True,False,The content matches the configured conditions for Misinformation & Fake News.,2026.08
VID-0109,video,sample_video_0109.mp4,82,A fake banking message asks the recipient to share their password.,"Sampled frames contain a safe synthetic description associated with the Spam, Scam & Phishing policy category.",,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,"Spam, Scam & Phishing",High,"Block, warn, or limit distribution",False,False,"The content matches the configured conditions for Spam, Scam & Phishing.",2026.08
VID-0110,video,sample_video_0110.mp4,89,The content offers counterfeit products using a protected trademark.,Sampled frames contain a safe synthetic description associated with the Intellectual Property Infringement policy category.,The content offers counterfeit products using a protected trademark.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Intellectual Property Infringement,Medium,Flag and send for human review,True,False,The content matches the configured conditions for Intellectual Property Infringement.,2026.08
VID-0111,video,sample_video_0111.mp4,96,The content distributes a ransomware payload intended to compromise devices.,Sampled frames contain a safe synthetic description associated with the Malicious Programs policy category.,The content distributes a ransomware payload intended to compromise devices.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Malicious Programs,Critical,Block and send for security review,True,False,The content matches the configured conditions for Malicious Programs.,2026.08
VID-0112,video,sample_video_0112.mp4,103,The message calls a targeted person a stupid loser and piece of trash.,Sampled frames contain a safe synthetic description associated with the Abusive Words policy category.,,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Abusive Words,Medium,Remove or limit distribution,False,False,The content matches the configured conditions for Abusive Words.,2026.08
VID-0113,video,sample_video_0113.mp4,110,An account asks a child to send private personal images.,Sampled frames contain a safe synthetic description associated with the Child Exploitation policy category.,An account asks a child to send private personal images.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Child Exploitation,Critical,Block and immediately escalate,True,False,The content matches the configured conditions for Child Exploitation.,2026.08
VID-0114,video,sample_video_0114.mp4,117,A verified report corrects a previously circulated false claim.,Sampled frames contain a safe synthetic description associated with the Normal/Ignore policy category.,A verified report corrects a previously circulated false claim.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Normal/Ignore,None,Allow,False,False,"The content is safe, generic, educational, corrective, or otherwise does not meet a restrictive moderation condition.",2026.08
VID-0115,video,sample_video_0115.mp4,124,A user posts denigrating abuse directed at a religious prophet.,Sampled frames contain a safe synthetic description associated with the Religiously Offensive Content policy category.,,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Religiously Offensive Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Religiously Offensive Content.,2026.08
VID-0116,video,sample_video_0116.mp4,131,A user attacks people because of their race and nationality.,Sampled frames contain a safe synthetic description associated with the Hate Speech & Discrimination policy category.,A user attacks people because of their race and nationality.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Hate Speech & Discrimination,High,Remove and escalate,True,False,The content matches the configured conditions for Hate Speech & Discrimination.,2026.08
VID-0117,video,sample_video_0117.mp4,138,The content distributes extremist recruitment propaganda.,Sampled frames contain a safe synthetic description associated with the Terrorism & Extremism policy category.,The content distributes extremist recruitment propaganda.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Terrorism & Extremism,Critical,Block and escalate,True,False,The content matches the configured conditions for Terrorism & Extremism.,2026.08
VID-0118,video,sample_video_0118.mp4,145,The image description contains visible internal organs after an attack.,Sampled frames contain a safe synthetic description associated with the Violent Content policy category.,,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Violent Content,High,Block or apply a sensitive-content warning,True,False,The content matches the configured conditions for Violent Content.,2026.08
VID-0119,video,sample_video_0119.mp4,152,The content gives instructions to cause an explosion at home.,Sampled frames contain a safe synthetic description associated with the Dangerous Content policy category.,The content gives instructions to cause an explosion at home.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Dangerous Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Dangerous Content.,2026.08
VID-0120,video,sample_video_0120.mp4,159,A post promotes a website selling explicit pornographic material.,"Sampled frames contain a safe synthetic description associated with the Graphic, Obscene & Sexual Content policy category.",A post promotes a website selling explicit pornographic material.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,"Graphic, Obscene & Sexual Content",High,Flag and send for human review,True,True,"The content contains indicators of Graphic, Obscene & Sexual Content, but the final enforcement decision requires human review.",2026.08
VID-0121,video,sample_video_0121.mp4,166,A person sends sexually explicit messages after being asked to stop.,Sampled frames contain a safe synthetic description associated with the Sexual Harassment policy category.,,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Sexual Harassment,High,Remove and escalate,True,False,The content matches the configured conditions for Sexual Harassment.,2026.08
VID-0122,video,sample_video_0122.mp4,173,A person threatens to share private messages to embarrass someone.,Sampled frames contain a safe synthetic description associated with the Cyberbullying & Harassment policy category.,A person threatens to share private messages to embarrass someone.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Cyberbullying & Harassment,Medium,"Limit, flag, and send for human review",True,False,The content matches the configured conditions for Cyberbullying & Harassment.,2026.08
VID-0123,video,sample_video_0123.mp4,180,A hidden-camera recording shows a person's private moment.,Sampled frames contain a safe synthetic description associated with the Invasion of Privacy policy category.,A hidden-camera recording shows a person's private moment.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Invasion of Privacy,High,Restrict and send for human review,True,False,The content matches the configured conditions for Invasion of Privacy.,2026.08
VID-0124,video,sample_video_0124.mp4,16,A user advertises a gun for sale without a license.,Sampled frames contain a safe synthetic description associated with the Illegal Activities policy category.,,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Illegal Activities,High,Restrict and send for human review,True,False,The content matches the configured conditions for Illegal Activities.,2026.08
VID-0125,video,sample_video_0125.mp4,23,A user leaks another person's private email address and phone number.,Sampled frames contain a safe synthetic description associated with the Publishing Private Information policy category.,A user leaks another person's private email address and phone number.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Publishing Private Information,High,Remove exposed information and send for human review,True,False,The content matches the configured conditions for Publishing Private Information.,2026.08
VID-0126,video,sample_video_0126.mp4,30,A user operates an account using another person's stolen identity.,Sampled frames contain a safe synthetic description associated with the Identity Theft & Impersonation policy category.,A user operates an account using another person's stolen identity.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Identity Theft & Impersonation,High,Flag and send for human review,True,False,The content matches the configured conditions for Identity Theft & Impersonation.,2026.08
VID-0127,video,sample_video_0127.mp4,37,The post promotes a false medical claim as a confirmed cure.,Sampled frames contain a safe synthetic description associated with the Misinformation & Fake News policy category.,,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Misinformation & Fake News,Medium,Flag and send for human review,True,False,The content matches the configured conditions for Misinformation & Fake News.,2026.08
VID-0128,video,sample_video_0128.mp4,44,An unsolicited promotion promises guaranteed income and requests a fee.,"Sampled frames contain a safe synthetic description associated with the Spam, Scam & Phishing policy category.",An unsolicited promotion promises guaranteed income and requests a fee.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,"Spam, Scam & Phishing",High,"Block, warn, or limit distribution",False,False,"The content matches the configured conditions for Spam, Scam & Phishing.",2026.08
VID-0129,video,sample_video_0129.mp4,51,A user sells unauthorized copies of copyrighted software.,Sampled frames contain a safe synthetic description associated with the Intellectual Property Infringement policy category.,A user sells unauthorized copies of copyrighted software.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Intellectual Property Infringement,Medium,Flag and send for human review,True,False,The content matches the configured conditions for Intellectual Property Infringement.,2026.08
VID-0130,video,sample_video_0130.mp4,58,A user shares a phishing kit for stealing account credentials.,Sampled frames contain a safe synthetic description associated with the Malicious Programs policy category.,,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Malicious Programs,Critical,Block and send for security review,True,False,The content matches the configured conditions for Malicious Programs.,2026.08
VID-0131,video,sample_video_0131.mp4,65,A user repeatedly describes another person as worthless and pathetic.,Sampled frames contain a safe synthetic description associated with the Abusive Words policy category.,A user repeatedly describes another person as worthless and pathetic.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Abusive Words,Medium,Remove or limit distribution,False,False,The content matches the configured conditions for Abusive Words.,2026.08
VID-0132,video,sample_video_0132.mp4,72,A user asks a minor to move to a private app and not tell their parents.,Sampled frames contain a safe synthetic description associated with the Child Exploitation policy category.,A user asks a minor to move to a private app and not tell their parents.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Child Exploitation,Critical,Block and immediately escalate,True,False,The content matches the configured conditions for Child Exploitation.,2026.08
VID-0133,video,sample_video_0133.mp4,79,A museum description discusses a classical nude sculpture.,Sampled frames contain a safe synthetic description associated with the Normal/Ignore policy category.,,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Normal/Ignore,None,Allow,False,False,"The content is safe, generic, educational, corrective, or otherwise does not meet a restrictive moderation condition.",2026.08
VID-0134,video,sample_video_0134.mp4,86,The content celebrates damage to a place of worship.,Sampled frames contain a safe synthetic description associated with the Religiously Offensive Content policy category.,The content celebrates damage to a place of worship.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Religiously Offensive Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Religiously Offensive Content.,2026.08
VID-0135,video,sample_video_0135.mp4,93,The content describes an ethnic group as not human.,Sampled frames contain a safe synthetic description associated with the Hate Speech & Discrimination policy category.,The content describes an ethnic group as not human.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Hate Speech & Discrimination,High,Remove and escalate,True,False,The content matches the configured conditions for Hate Speech & Discrimination.,2026.08
VID-0136,video,sample_video_0136.mp4,100,A user provides instructions intended to support a terrorist attack.,Sampled frames contain a safe synthetic description associated with the Terrorism & Extremism policy category.,,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Terrorism & Extremism,Critical,Block and escalate,True,False,The content matches the configured conditions for Terrorism & Extremism.,2026.08
VID-0137,video,sample_video_0137.mp4,107,A user says they are going to stab a specific person.,Sampled frames contain a safe synthetic description associated with the Violent Content policy category.,A user says they are going to stab a specific person.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Violent Content,High,Flag and send for human review,True,True,"The content contains indicators of Violent Content, but the final enforcement decision requires human review.",2026.08
VID-0138,video,sample_video_0138.mp4,114,A user encourages another person to physically harm themselves.,Sampled frames contain a safe synthetic description associated with the Dangerous Content policy category.,A user encourages another person to physically harm themselves.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Dangerous Content,High,Remove and send for human review,True,False,The content matches the configured conditions for Dangerous Content.,2026.08
VID-0139,video,sample_video_0139.mp4,121,The content contains a morphed sexual image of an adult.,"Sampled frames contain a safe synthetic description associated with the Graphic, Obscene & Sexual Content policy category.",,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,"Graphic, Obscene & Sexual Content",High,Block or age-restrict,True,False,"The content matches the configured conditions for Graphic, Obscene & Sexual Content.",2026.08
VID-0140,video,sample_video_0140.mp4,128,The content threatens consequences unless a person agrees to sexual activity.,Sampled frames contain a safe synthetic description associated with the Sexual Harassment policy category.,The content threatens consequences unless a person agrees to sexual activity.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Sexual Harassment,High,Remove and escalate,True,False,The content matches the configured conditions for Sexual Harassment.,2026.08
VID-0141,video,sample_video_0141.mp4,135,A user repeatedly pressures someone to provide their phone number.,Sampled frames contain a safe synthetic description associated with the Cyberbullying & Harassment policy category.,A user repeatedly pressures someone to provide their phone number.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Cyberbullying & Harassment,Medium,"Limit, flag, and send for human review",True,False,The content matches the configured conditions for Cyberbullying & Harassment.,2026.08
VID-0142,video,sample_video_0142.mp4,142,A person reports that their private photograph was uploaded without consent.,Sampled frames contain a safe synthetic description associated with the Invasion of Privacy policy category.,,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Invasion of Privacy,High,Restrict and send for human review,True,False,The content matches the configured conditions for Invasion of Privacy.,2026.08
VID-0143,video,sample_video_0143.mp4,149,The content promotes an illegal foreign gambling website.,Sampled frames contain a safe synthetic description associated with the Illegal Activities policy category.,The content promotes an illegal foreign gambling website.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Illegal Activities,High,Restrict and send for human review,True,False,The content matches the configured conditions for Illegal Activities.,2026.08
VID-0144,video,sample_video_0144.mp4,156,The image contains an unredacted bank account statement.,Sampled frames contain a safe synthetic description associated with the Publishing Private Information policy category.,The image contains an unredacted bank account statement.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Publishing Private Information,High,Remove exposed information and send for human review,True,False,The content matches the configured conditions for Publishing Private Information.,2026.08
VID-0145,video,sample_video_0145.mp4,163,The profile impersonates a public figure without a parody label.,Sampled frames contain a safe synthetic description associated with the Identity Theft & Impersonation policy category.,,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Identity Theft & Impersonation,High,Flag and send for human review,True,False,The content matches the configured conditions for Identity Theft & Impersonation.,2026.08
VID-0146,video,sample_video_0146.mp4,170,A fake election result is presented as an official announcement.,Sampled frames contain a safe synthetic description associated with the Misinformation & Fake News policy category.,A fake election result is presented as an official announcement.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Misinformation & Fake News,Medium,Flag and send for human review,True,False,The content matches the configured conditions for Misinformation & Fake News.,2026.08
VID-0147,video,sample_video_0147.mp4,177,A repeated message tells users to click a suspicious payment link.,"Sampled frames contain a safe synthetic description associated with the Spam, Scam & Phishing policy category.",A repeated message tells users to click a suspicious payment link.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,"Spam, Scam & Phishing",High,"Block, warn, or limit distribution",False,False,"The content matches the configured conditions for Spam, Scam & Phishing.",2026.08
VID-0148,video,sample_video_0148.mp4,13,The message provides an illegal download of copyrighted material.,Sampled frames contain a safe synthetic description associated with the Intellectual Property Infringement policy category.,,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Intellectual Property Infringement,Medium,Flag and send for human review,True,False,The content matches the configured conditions for Intellectual Property Infringement.,2026.08
VID-0149,video,sample_video_0149.mp4,20,The instructions tell users to disable antivirus and install a trojan.,Sampled frames contain a safe synthetic description associated with the Malicious Programs policy category.,The instructions tell users to disable antivirus and install a trojan.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Malicious Programs,Critical,Block and send for security review,True,False,The content matches the configured conditions for Malicious Programs.,2026.08
VID-0150,video,sample_video_0150.mp4,27,The comment contains obfuscated abusive words directed at an individual.,Sampled frames contain a safe synthetic description associated with the Abusive Words policy category.,The comment contains obfuscated abusive words directed at an individual.,Synthetic speech and ordinary background audio. No raw harmful media is stored in the dataset.,Abusive Words,Medium,Remove or limit distribution,False,False,The content matches the configured conditions for Abusive Words.,2026.08
