split,label,family,text
train,religiously_offensive,religious_place_train_frame_1,A public account tells supporters they should smash fixtures inside a monastery.
train,religiously_offensive,religious_place_train_frame_1,A public account tells supporters they should burn a prayer hall.
train,religiously_offensive,religious_place_train_frame_1,A public account tells supporters they should torch a worship building.
train,religiously_offensive,religious_place_train_frame_1,A public account tells supporters they should destroy a devotional sanctuary.
train,religiously_offensive,religious_place_train_frame_1,A public account tells supporters they should damage a church.
train,religiously_offensive,religious_place_train_frame_1,A public account tells supporters they should demolish a gurdwara.
train,religiously_offensive,religious_place_train_frame_2,The creator encourages viewers to destroy that mosque as an insult.
train,religiously_offensive,religious_place_train_frame_2,The creator encourages viewers to damage that shrine as an insult.
train,religiously_offensive,religious_place_train_frame_2,The creator encourages viewers to demolish that sanctuary as an insult.
train,religiously_offensive,religious_place_train_frame_2,The creator encourages viewers to raze that prayer space as an insult.
train,religiously_offensive,religious_place_train_frame_2,The creator encourages viewers to level that religious building as an insult.
train,religiously_offensive,religious_place_train_frame_2,The creator encourages viewers to wreck that consecrated worship centre as an insult.
train,religiously_offensive,religious_place_train_frame_2,The creator encourages viewers to vandalize that mosque as an insult.
train,religiously_offensive,religious_place_train_frame_2,The creator encourages viewers to deface that shrine as an insult.
train,religiously_offensive,religious_place_train_frame_2,The creator encourages viewers to desecrate that sanctuary as an insult.
train,religiously_offensive,religious_place_train_frame_2,The creator encourages viewers to profane that prayer space as an insult.
train,religiously_offensive,religious_place_train_frame_2,The creator encourages viewers to tear down that religious building as an insult.
train,religiously_offensive,religious_place_train_frame_2,The creator encourages viewers to dismantle that consecrated worship centre as an insult.
train,religiously_offensive,religious_place_train_frame_2,The creator encourages viewers to cover with obscene messages that mosque as an insult.
train,religiously_offensive,religious_place_train_frame_2,The creator encourages viewers to smash fixtures inside that shrine as an insult.
train,religiously_offensive,religious_place_train_frame_2,The creator encourages viewers to burn that sanctuary as an insult.
train,religiously_offensive,religious_place_train_frame_2,The creator encourages viewers to torch that prayer space as an insult.
train,religiously_offensive,religious_place_train_frame_2,The creator encourages viewers to destroy that religious building as an insult.
train,religiously_offensive,religious_place_train_frame_2,The creator encourages viewers to damage that consecrated worship centre as an insult.
train,religiously_offensive,religious_place_train_frame_2,The creator encourages viewers to demolish that mosque as an insult.
train,religiously_offensive,religious_place_train_frame_2,The creator encourages viewers to raze that shrine as an insult.
train,religiously_offensive,religious_place_train_frame_3,A message celebrates a plan to damage the community's gurudwara.
train,religiously_offensive,religious_place_train_frame_3,A message celebrates a plan to demolish the community's chapel.
train,religiously_offensive,religious_place_train_frame_3,A message celebrates a plan to raze the community's altar.
train,religiously_offensive,religious_place_train_frame_3,A message celebrates a plan to level the community's place of worship.
train,religiously_offensive,religious_place_train_frame_3,A message celebrates a plan to wreck the community's sacred site.
train,religiously_offensive,religious_place_train_frame_3,A message celebrates a plan to vandalize the community's temple.
train,religiously_offensive,religious_place_train_frame_3,A message celebrates a plan to deface the community's gurudwara.
train,religiously_offensive,religious_place_train_frame_3,A message celebrates a plan to desecrate the community's chapel.
train,religiously_offensive,religious_place_train_frame_3,A message celebrates a plan to profane the community's altar.
train,religiously_offensive,religious_place_train_frame_3,A message celebrates a plan to tear down the community's place of worship.
train,religiously_offensive,religious_place_train_frame_3,A message celebrates a plan to dismantle the community's sacred site.
train,religiously_offensive,religious_place_train_frame_3,A message celebrates a plan to cover with obscene messages the community's temple.
train,religiously_offensive,religious_place_train_frame_3,A message celebrates a plan to smash fixtures inside the community's gurudwara.
train,religiously_offensive,religious_place_train_frame_3,A message celebrates a plan to burn the community's chapel.
train,religiously_offensive,religious_place_train_frame_3,A message celebrates a plan to torch the community's altar.
train,religiously_offensive,religious_place_train_frame_3,A message celebrates a plan to destroy the community's place of worship.
train,religiously_offensive,religious_place_train_frame_3,A message celebrates a plan to damage the community's sacred site.
train,religiously_offensive,religious_place_train_frame_3,A message celebrates a plan to demolish the community's temple.
train,religiously_offensive,religious_place_train_frame_3,A message celebrates a plan to raze the community's gurudwara.
train,religiously_offensive,religious_place_train_frame_3,A message celebrates a plan to level the community's chapel.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says religious followers are inferior.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says followers of the faith are criminals by nature.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says adherents of that religion must be excluded from society.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says people of that faith should be denied employment.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says religious believers must lose their civil rights.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says worshippers should be harmed.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says members of the faith community are not human.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says religious community should not exist.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says members of the religious group must be forced to leave.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says families of that faith should be denied education.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says workers of that religion must be attacked.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says students of that faith are parasites.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says members of the sect are inherently dangerous.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says people because of their religion should be expelled.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says religious followers must be denied housing.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says followers of the faith should be segregated.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says adherents of that religion are inferior.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says people of that faith are criminals by nature.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says religious believers must be excluded from society.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says worshippers should be denied employment.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says members of the faith community must lose their civil rights.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says religious community should be harmed.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says members of the religious group are not human.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says families of that faith should not exist.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says workers of that religion must be forced to leave.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says students of that faith should be denied education.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says members of the sect must be attacked.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says people because of their religion are parasites.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says religious followers are inherently dangerous.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says followers of the faith should be expelled.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says adherents of that religion must be denied housing.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says people of that faith should be segregated.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says religious believers are inferior.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says worshippers are criminals by nature.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says members of the faith community must be excluded from society.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says religious community should be denied employment.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says members of the religious group must lose their civil rights.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says families of that faith should be harmed.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says workers of that religion are not human.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says students of that faith should not exist.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says members of the sect must be forced to leave.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says people because of their religion should be denied education.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says religious followers must be attacked.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says followers of the faith are parasites.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says adherents of that religion are inherently dangerous.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says people of that faith should be expelled.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says religious believers must be denied housing.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says worshippers should be segregated.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says members of the faith community are inferior.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says religious community are criminals by nature.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says members of the religious group must be excluded from society.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says families of that faith should be denied employment.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says workers of that religion must lose their civil rights.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says students of that faith should be harmed.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says members of the sect are not human.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says people because of their religion should not exist.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says religious followers must be forced to leave.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says followers of the faith should be denied education.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says adherents of that religion must be attacked.
train,protected_followers_hate_boundary,followers_train_frame_0,The message says people of that faith are parasites.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims followers of the faith are parasites.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims adherents of that religion are inherently dangerous.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims people of that faith should be expelled.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims religious believers must be denied housing.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims worshippers should be segregated.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims members of the faith community are inferior.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims religious community are criminals by nature.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims members of the religious group must be excluded from society.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims families of that faith should be denied employment.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims workers of that religion must lose their civil rights.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims students of that faith should be harmed.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims members of the sect are not human.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims people because of their religion should not exist.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims religious followers must be forced to leave.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims followers of the faith should be denied education.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims adherents of that religion must be attacked.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims people of that faith are parasites.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims religious believers are inherently dangerous.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims worshippers should be expelled.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims members of the faith community must be denied housing.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims religious community should be segregated.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims members of the religious group are inferior.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims families of that faith are criminals by nature.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims workers of that religion must be excluded from society.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims students of that faith should be denied employment.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims members of the sect must lose their civil rights.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims people because of their religion should be harmed.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims religious followers are not human.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims followers of the faith should not exist.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims adherents of that religion must be forced to leave.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims people of that faith should be denied education.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims religious believers must be attacked.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims worshippers are parasites.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims members of the faith community are inherently dangerous.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims religious community should be expelled.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims members of the religious group must be denied housing.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims families of that faith should be segregated.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims workers of that religion are inferior.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims students of that faith are criminals by nature.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims members of the sect must be excluded from society.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims people because of their religion should be denied employment.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims religious followers must lose their civil rights.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims followers of the faith should be harmed.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims adherents of that religion are not human.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims people of that faith should not exist.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims religious believers must be forced to leave.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims worshippers should be denied education.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims members of the faith community must be attacked.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims religious community are parasites.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims members of the religious group are inherently dangerous.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims families of that faith should be expelled.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims workers of that religion must be denied housing.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims students of that faith should be segregated.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims members of the sect are inferior.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims people because of their religion are criminals by nature.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims religious followers must be excluded from society.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims followers of the faith should be denied employment.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims adherents of that religion must lose their civil rights.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims people of that faith should be harmed.
train,protected_followers_hate_boundary,followers_train_frame_1,An account publicly claims religious believers are not human.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that adherents of that religion be treated this way: they are not human.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that people of that faith be treated this way: they should not exist.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that religious believers be treated this way: they must be forced to leave.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that worshippers be treated this way: they should be denied education.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that members of the faith community be treated this way: they must be attacked.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that religious community be treated this way: they are parasites.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that members of the religious group be treated this way: they are inherently dangerous.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that families of that faith be treated this way: they should be expelled.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that workers of that religion be treated this way: they must be denied housing.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that students of that faith be treated this way: they should be segregated.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that members of the sect be treated this way: they are inferior.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that people because of their religion be treated this way: they are criminals by nature.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that religious followers be treated this way: they must be excluded from society.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that followers of the faith be treated this way: they should be denied employment.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that adherents of that religion be treated this way: they must lose their civil rights.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that people of that faith be treated this way: they should be harmed.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that religious believers be treated this way: they are not human.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that worshippers be treated this way: they should not exist.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that members of the faith community be treated this way: they must be forced to leave.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that religious community be treated this way: they should be denied education.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that members of the religious group be treated this way: they must be attacked.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that families of that faith be treated this way: they are parasites.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that workers of that religion be treated this way: they are inherently dangerous.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that students of that faith be treated this way: they should be expelled.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that members of the sect be treated this way: they must be denied housing.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that people because of their religion be treated this way: they should be segregated.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that religious followers be treated this way: they are inferior.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that followers of the faith be treated this way: they are criminals by nature.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that adherents of that religion be treated this way: they must be excluded from society.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that people of that faith be treated this way: they should be denied employment.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that religious believers be treated this way: they must lose their civil rights.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that worshippers be treated this way: they should be harmed.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that members of the faith community be treated this way: they are not human.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that religious community be treated this way: they should not exist.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that members of the religious group be treated this way: they must be forced to leave.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that families of that faith be treated this way: they should be denied education.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that workers of that religion be treated this way: they must be attacked.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that students of that faith be treated this way: they are parasites.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that members of the sect be treated this way: they are inherently dangerous.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that people because of their religion be treated this way: they should be expelled.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that religious followers be treated this way: they must be denied housing.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that followers of the faith be treated this way: they should be segregated.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that adherents of that religion be treated this way: they are inferior.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that people of that faith be treated this way: they are criminals by nature.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that religious believers be treated this way: they must be excluded from society.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that worshippers be treated this way: they should be denied employment.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that members of the faith community be treated this way: they must lose their civil rights.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that religious community be treated this way: they should be harmed.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that members of the religious group be treated this way: they are not human.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that families of that faith be treated this way: they should not exist.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that workers of that religion be treated this way: they must be forced to leave.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that students of that faith be treated this way: they should be denied education.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that members of the sect be treated this way: they must be attacked.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that people because of their religion be treated this way: they are parasites.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that religious followers be treated this way: they are inherently dangerous.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that followers of the faith be treated this way: they should be expelled.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that adherents of that religion be treated this way: they must be denied housing.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that people of that faith be treated this way: they should be segregated.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that religious believers be treated this way: they are inferior.
train,protected_followers_hate_boundary,followers_train_frame_2,The speaker demands that worshippers be treated this way: they are criminals by nature.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets people of that faith and says they are criminals by nature.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets religious believers and says they must be excluded from society.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets worshippers and says they should be denied employment.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets members of the faith community and says they must lose their civil rights.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets religious community and says they should be harmed.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets members of the religious group and says they are not human.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets families of that faith and says they should not exist.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets workers of that religion and says they must be forced to leave.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets students of that faith and says they should be denied education.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets members of the sect and says they must be attacked.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets people because of their religion and says they are parasites.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets religious followers and says they are inherently dangerous.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets followers of the faith and says they should be expelled.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets adherents of that religion and says they must be denied housing.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets people of that faith and says they should be segregated.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets religious believers and says they are inferior.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets worshippers and says they are criminals by nature.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets members of the faith community and says they must be excluded from society.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets religious community and says they should be denied employment.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets members of the religious group and says they must lose their civil rights.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets families of that faith and says they should be harmed.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets workers of that religion and says they are not human.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets students of that faith and says they should not exist.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets members of the sect and says they must be forced to leave.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets people because of their religion and says they should be denied education.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets religious followers and says they must be attacked.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets followers of the faith and says they are parasites.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets adherents of that religion and says they are inherently dangerous.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets people of that faith and says they should be expelled.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets religious believers and says they must be denied housing.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets worshippers and says they should be segregated.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets members of the faith community and says they are inferior.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets religious community and says they are criminals by nature.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets members of the religious group and says they must be excluded from society.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets families of that faith and says they should be denied employment.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets workers of that religion and says they must lose their civil rights.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets students of that faith and says they should be harmed.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets members of the sect and says they are not human.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets people because of their religion and says they should not exist.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets religious followers and says they must be forced to leave.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets followers of the faith and says they should be denied education.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets adherents of that religion and says they must be attacked.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets people of that faith and says they are parasites.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets religious believers and says they are inherently dangerous.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets worshippers and says they should be expelled.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets members of the faith community and says they must be denied housing.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets religious community and says they should be segregated.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets members of the religious group and says they are inferior.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets families of that faith and says they are criminals by nature.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets workers of that religion and says they must be excluded from society.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets students of that faith and says they should be denied employment.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets members of the sect and says they must lose their civil rights.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets people because of their religion and says they should be harmed.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets religious followers and says they are not human.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets followers of the faith and says they should not exist.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets adherents of that religion and says they must be forced to leave.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets people of that faith and says they should be denied education.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets religious believers and says they must be attacked.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets worshippers and says they are parasites.
train,protected_followers_hate_boundary,followers_train_frame_3,A post targets members of the faith community and says they are inherently dangerous.
train,safe_reporting_or_criticism,safe_train_frame_0,A news report explains that documented incident 1: vandals burned a holy book and condemns the incident.
train,safe_reporting_or_criticism,safe_train_frame_0,A news report explains that documented incident 2: someone defaced a sacred symbol and condemns the incident.
train,safe_reporting_or_criticism,safe_train_frame_0,A news report explains that documented incident 3: an attacker damaged a prayer hall and condemns the incident.
train,safe_reporting_or_criticism,safe_train_frame_0,A news report explains that documented incident 4: a group mocked a prophet and condemns the incident.
train,safe_reporting_or_criticism,safe_train_frame_0,A news report explains that documented incident 5: a person smashed a religious statue and condemns the incident.
train,safe_reporting_or_criticism,safe_train_frame_0,A news report explains that documented incident 6: a crowd vandalized a place of worship and condemns the incident.
train,safe_reporting_or_criticism,safe_train_frame_0,A news report explains that documented incident 7: an account posted an obscene caricature of a deity and condemns the incident.
train,safe_reporting_or_criticism,safe_train_frame_0,A news report explains that documented incident 8: a visitor tore a religious scripture and condemns the incident.
train,safe_reporting_or_criticism,safe_train_frame_0,A news report explains that documented incident 9: someone covered a shrine with abusive graffiti and condemns the incident.
train,safe_reporting_or_criticism,safe_train_frame_0,A news report explains that documented incident 10: an individual trampled a sacred banner and condemns the incident.
train,safe_reporting_or_criticism,safe_train_frame_0,A news report explains that documented incident 11: a fire damaged a temple and condemns the incident.
train,safe_reporting_or_criticism,safe_train_frame_0,A news report explains that documented incident 12: a user circulated a degrading image of a religious leader and condemns the incident.
train,safe_reporting_or_criticism,safe_train_frame_0,A news report explains that documented incident 13: vandals burned a holy book and condemns the incident.
train,safe_reporting_or_criticism,safe_train_frame_0,A news report explains that documented incident 14: someone defaced a sacred symbol and condemns the incident.
train,safe_reporting_or_criticism,safe_train_frame_0,A news report explains that documented incident 15: an attacker damaged a prayer hall and condemns the incident.
train,safe_reporting_or_criticism,safe_train_frame_0,A news report explains that documented incident 16: a group mocked a prophet and condemns the incident.
train,safe_reporting_or_criticism,safe_train_frame_0,A news report explains that documented incident 17: a person smashed a religious statue and condemns the incident.
