qid,primary_name,aliases_json,matchable_aliases_json,primary_name_match_allowed,wikidata_class_qids_json,wikidata_class_labels_json,community_status,confirmed_legal_designation,eligible_for_review_routing,eligible_for_automatic_category,automatic_enforcement_allowed,neutral_mention_is_violation,exact_match_only,behavior_context_required,source_url,source_modified_utc,source_revision,retrieved_utc,license,license_url
Q300279,AZF,"[""AZF (Terrorist group)""]","[""AZF (Terrorist group)""]",False,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q300279,2026-06-22T16:22:11Z,2509270328,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q16484845,Ação Revolucionária Armada,"[""ARA""]",[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q16484845,2025-11-13T08:36:27Z,2428998419,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q797601,Babbar Khalsa,"[""Babbar Khalsa International""]","[""Babbar Khalsa International""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q797601,2025-11-13T17:11:57Z,2429145488,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q133810196,Balata Brigades,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q133810196,2025-04-04T08:31:43Z,2334468116,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q2995616,Balochistan Liberation Army,"[""Baloch Liberation Army""]","[""Baloch Liberation Army""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q2995616,2026-07-23T10:37:14Z,2521573446,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q2891066,Batallón Vasco Español,"[""BBE"",""Spanish Basque Battalion""]","[""Spanish Basque Battalion""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q2891066,2024-07-19T12:27:12Z,2208045718,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q28868108,Bethnahrain Women's Protection Forces,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q28868108,2025-01-14T05:32:35Z,2298006130,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q940855,Black Hundreds,"[""black-hundredists""]","[""black-hundredists""]",True,"[""Q4456236""]","[""terrorist group""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q940855,2026-04-21T11:16:31Z,2483642469,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q538454,Black Legion,"[""Black Guard""]","[""Black Guard""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q538454,2026-06-13T21:08:50Z,2505631610,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q4294340,Black Star,"[""Mavro Asteri""]","[""Mavro Asteri""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q4294340,2023-06-27T01:24:41Z,1924509465,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q12956681,Black Troikas,"[""Black Threes""]","[""Black Threes""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q12956681,2025-05-13T21:13:03Z,2348282027,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q110387087,Black Wolf Hubertus,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q110387087,2025-11-09T11:43:50Z,2427516525,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q607100,Blood & Honour,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q607100,2026-04-25T06:02:14Z,2484508127,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q113638170,Bohran,"[""Crisis""]","[""Crisis""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q113638170,2025-05-03T19:39:59Z,2344305016,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q212372,Boko Haram,"[""Jama'atu Ahlis Sunna Lidda'Awati Wal-Jihad"",""People Committed to the Prophet's Teachings for Propagation and Jihad"",""Wilayat Gharb Afriqiyya""]","[""Jama'atu Ahlis Sunna Lidda'Awati Wal-Jihad"",""People Committed to the Prophet's Teachings for Propagation and Jihad"",""Wilayat Gharb Afriqiyya""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q212372,2026-07-31T19:56:56Z,2525300940,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q1117835,Boricua Popular Army,"[""Ejercito Popular Boricua"",""Ejército Popular Boricua"",""EPB"",""EPB-Macheteros"",""Los Macheteros"",""Macheteros""]","[""Ejercito Popular Boricua"",""Ejército Popular Boricua"",""EPB-Macheteros"",""Los Macheteros"",""Macheteros""]",True,"[""Q4456236""]","[""terrorist group""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q1117835,2026-04-14T21:23:16Z,2481568599,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q20050200,Brazilian Anti-Communist Alliance,"[""AAB"",""Aliança Anticomunista Brasileira""]","[""Aliança Anticomunista Brasileira""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q20050200,2023-03-26T22:22:45Z,1862115654,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q60839042,Bresci Circle,"[""Bresci Group"",""Gruppo Gaetano Bresci""]","[""Bresci Group"",""Gruppo Gaetano Bresci""]",True,"[""Q4456236""]","[""terrorist group""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q60839042,2025-04-07T08:38:13Z,2335383803,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q2587029,Breton Liberation Front,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q2587029,2026-06-15T16:25:56Z,2506357620,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q2048118,Breton Revolutionary Army,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q2048118,2026-08-08T09:01:53Z,2528724269,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q3644649,Brigata XXVIII marzo,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q3644649,2024-09-21T23:48:01Z,2251319429,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q3437508,Bugojno group,[],[],True,"[""Q4456236""]","[""terrorist group""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q3437508,2024-02-02T12:29:10Z,2067156140,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q18745185,Buttes-Chaumont network,[],[],True,"[""Q4456236""]","[""terrorist group""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q18745185,2024-09-16T07:44:49Z,2248781294,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q23831081,Bürgerwehr Freital,"[""Bürgerwehr FTL/360"",""FTL/360"",""Gruppe Freital""]","[""Bürgerwehr FTL/360"",""FTL/360"",""Gruppe Freital""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q23831081,2025-02-13T20:50:18Z,2311054463,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q895710,Caliphate State,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q895710,2025-06-05T12:53:26Z,2357203230,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q2838267,Caribbean Revolutionary Alliance,"[""Alliance Révolutionnaire Caraïbe"",""ARC""]","[""Alliance Révolutionnaire Caraïbe""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q2838267,2023-11-25T03:30:58Z,2017349651,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q58826,Caucasus Emirate,"[""Imarat Kavkaz""]","[""Imarat Kavkaz""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q58826,2026-07-13T02:18:52Z,2516867615,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q132360,Charles Martel Group,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q132360,2026-07-14T15:39:48Z,2517433115,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q118255777,Chicano Liberation Front,"[""CLF""]",[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q118255777,2025-02-22T17:35:39Z,2315380543,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q11366210,chūkaku jieitai,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q11366210,2025-03-07T11:45:51Z,2321193038,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q16550462,civilian commandos,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q16550462,2023-09-23T03:04:59Z,1979846122,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q9024212,Clan del Golfo,"[""AGC"",""Autodefensas Gaitanistas de Colombia"",""Clan del Golfo de Uraba"",""Clan Úsuga"",""Los Urabeños""]","[""Autodefensas Gaitanistas de Colombia"",""Clan del Golfo de Uraba"",""Clan Úsuga"",""Los Urabeños""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q9024212,2026-05-19T19:55:17Z,2494456450,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q2985607,CLODO,"[""Comité liquidant ou détournant les ordinateurs""]","[""Comité liquidant ou détournant les ordinateurs""]",False,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q2985607,2024-01-07T17:11:29Z,2047994551,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q18465735,CODECO,"[""Comandos Operacionais de Defesa da Civilização Ocidental""]","[""Comandos Operacionais de Defesa da Civilização Ocidental""]",False,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q18465735,2024-12-11T18:41:48Z,2286127748,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q131480671,Comandos F-4,"[""F-4 Commandos""]","[""F-4 Commandos""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q131480671,2024-12-19T22:16:39Z,2289624111,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q937662,Combat 18,"[""318"",""C18"",""Combat 18 Deutschland""]","[""Combat 18 Deutschland""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q937662,2026-06-13T21:25:57Z,2505638543,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q135093674,Combat 18 Deutschland,"[""C18 Deutschland""]","[""C18 Deutschland""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q135093674,2025-06-26T14:40:13Z,2368191444,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q2985639,Comité Régional d'Action Viticole,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q2985639,2025-07-23T19:12:37Z,2383234471,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q30108373,Committee for Solidarity With Arab and Middle Eastern Political Prisoners,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q30108373,2024-10-10T15:40:44Z,2258781223,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q371995,Communist Combatant Units,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q371995,2023-05-21T06:27:39Z,1900364346,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q11392746,Communist League Red Army Faction (Proletarian Revolutionary Faction),"[""Red Army Faction""]","[""Red Army Faction""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q11392746,2024-11-17T15:39:30Z,2276078342,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q1128945,Continuity Irish Republican Army,"[""CIRA"",""Continuity Army Council"",""Continuity IRA"",""Irish Continuity Army Council""]","[""Continuity Army Council"",""Continuity IRA"",""Irish Continuity Army Council""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q1128945,2025-11-13T17:34:54Z,2429150026,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q258294,Coordinadora Arauco-Malleco,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q258294,2026-06-02T23:00:19Z,2501240398,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q2619504,Croatian National Resistance,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q2619504,2026-06-26T07:38:39Z,2510647710,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q5187156,Croatian Revolutionary Brotherhood,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q5187156,2026-06-26T04:29:47Z,2510622075,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q3442566,Crusaders,"[""Križari""]","[""Križari""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q3442566,2024-12-23T04:14:20Z,2290626924,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q131143938,Cuban Nationalist Association,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q131143938,2026-06-26T02:41:38Z,2510607370,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q10332801,Democratic Movement for the Liberation of Portugal,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q10332801,2025-10-11T22:32:25Z,2415265629,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q785078,Democratic Party of Iranian Kurdistan,"[""DPIK"",""HDK-I"",""HDKA"",""HDKI"",""KDP-I"",""KDPI"",""Kurdish Democratic Party of Iran"",""PDKI"",""PKDI""]","[""HDK-I"",""KDP-I"",""Kurdish Democratic Party of Iran""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q785078,2026-07-13T18:18:42Z,2517137443,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q2061320,East Asia Anti-Japan Armed Front,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q2061320,2026-06-02T23:02:50Z,2501240938,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q310214,Egyptian Islamic Jihad,"[""EIJ"",""Islamic Jihad"",""The Jihad Group"",""The Jihad Organization""]","[""Islamic Jihad"",""The Jihad Group"",""The Jihad Organization""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q310214,2026-07-14T16:41:35Z,2517452535,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q1305273,Ein Tirol,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q1305273,2022-11-02T03:46:01Z,1762658147,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q388577,Ergenekon,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q388577,2026-02-18T11:46:39Z,2464417785,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q5820643,ERPAC,[],[],False,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q5820643,2025-08-09T16:12:17Z,2389775654,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q93451279,ETApm (VIII),[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q93451279,2021-10-24T21:29:33Z,1516788848,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q42814,Euskadi Ta Askatasuna,"[""Basque Country and Freedom"",""Basque Fatherland and Freedom (ETA)"",""Basque Homeland and Liberty"",""ETA""]","[""Basque Country and Freedom"",""Basque Fatherland and Freedom (ETA)"",""Basque Homeland and Liberty""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q42814,2026-08-01T13:02:51Z,2525669881,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q17154482,Falange Armata,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q17154482,2024-08-22T14:23:35Z,2233843842,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q658247,Fatah al-Islam,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q658247,2025-04-09T08:35:23Z,2336189179,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q17005783,FEAR,[],[],False,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q17005783,2025-11-10T06:10:43Z,2427780195,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q1399863,Fedayeen of Islam,"[""Fada'iyan-e Islam"",""Islam's Fedayeen""]","[""Fada'iyan-e Islam"",""Islam's Fedayeen""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q1399863,2026-05-11T18:28:54Z,2489897380,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q23927020,Fethullahist Terrorist Organization,"[""Fethullah Terrorist Organisation"",""FETO""]","[""Fethullah Terrorist Organisation""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q23927020,2026-05-06T14:02:45Z,2488174604,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q132735789,Feuerkrieg Division,"[""FKD""]",[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q132735789,2026-06-13T23:25:34Z,2505676448,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q3321425,Fianna Éireann,"[""FE"",""Fianna Eireann""]","[""Fianna Eireann""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q3321425,2026-05-06T09:33:36Z,2488089799,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q3063300,FLNC-Canal Historique,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q3063300,2026-01-15T19:39:53Z,2455210258,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q3080280,FNAR,[],[],False,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q3080280,2023-11-10T19:45:25Z,2008322161,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q5959504,Forghan group,"[""Forqan Group""]","[""Forqan Group""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q5959504,2026-06-26T07:02:23Z,2510641592,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q858819,Free Syrian Army,"[""Free syria""]","[""Free syria""]",True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q858819,2026-04-26T15:38:36Z,2484873079,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q105979818,Frente Anarquista Revolucionario,"[""FAR""]",[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q105979818,2026-06-23T13:33:28Z,2509583651,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q30108405,Front d'action nouvelle contre l'indépendance et l'autonomie,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q30108405,2026-07-11T10:50:40Z,2516231541,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q2862960,fuerzas armadas de lieberacion DE ZEDU,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q2862960,2025-04-29T15:09:46Z,2343150026,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
Q14540829,Gang de Roubaix,[],[],True,"[""Q17127659""]","[""terrorist organization""]",UNVERIFIED_COMMUNITY_CANDIDATE,False,True,False,False,False,True,True,https://www.wikidata.org/wiki/Q14540829,2026-04-21T12:00:48Z,2483654942,2026-08-12T15:23:50Z,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/
