record_id,group,text,expected_category,existing_category,existing_action,existing_review
UNAUTHORIZED_SOFTWARE_AND_ASSETS-035,unauthorized_software_and_assets,Evidence indicates this upload removes the watermark and sells a video game as an unauthorized copy; development case 35.,Intellectual Property Infringement,Normal/Ignore,Allow,False
UNAUTHORIZED_SOFTWARE_AND_ASSETS-036,unauthorized_software_and_assets,This site provides unauthorized downloads of stock photograph; the licence expressly forbids redistribution; development case 36.,Intellectual Property Infringement,Normal/Ignore,Allow,False
UNAUTHORIZED_SOFTWARE_AND_ASSETS-037,unauthorized_software_and_assets,This account redistributes the package for commercial software without permission; development case 37.,Intellectual Property Infringement,Normal/Ignore,Allow,False
UNAUTHORIZED_SOFTWARE_AND_ASSETS-038,unauthorized_software_and_assets,This user publishes the source code from source code without authorization; development case 38.,Intellectual Property Infringement,Normal/Ignore,Allow,False
UNAUTHORIZED_SOFTWARE_AND_ASSETS-039,unauthorized_software_and_assets,Evidence indicates this upload removes the watermark and sells a video game as an unauthorized copy; development case 39.,Intellectual Property Infringement,Normal/Ignore,Allow,False
UNAUTHORIZED_SOFTWARE_AND_ASSETS-040,unauthorized_software_and_assets,This site provides unauthorized downloads of stock photograph; the licence expressly forbids redistribution; development case 40.,Intellectual Property Infringement,Normal/Ignore,Allow,False
UNAUTHORIZED_SOFTWARE_AND_ASSETS-041,unauthorized_software_and_assets,This account redistributes the package for commercial software without permission; development case 41.,Intellectual Property Infringement,Normal/Ignore,Allow,False
UNAUTHORIZED_SOFTWARE_AND_ASSETS-042,unauthorized_software_and_assets,This user publishes the source code from source code without authorization; development case 42.,Intellectual Property Infringement,Normal/Ignore,Allow,False
UNAUTHORIZED_SOFTWARE_AND_ASSETS-043,unauthorized_software_and_assets,Evidence indicates this upload removes the watermark and sells a video game as an unauthorized copy; development case 43.,Intellectual Property Infringement,Normal/Ignore,Allow,False
UNAUTHORIZED_SOFTWARE_AND_ASSETS-044,unauthorized_software_and_assets,This site provides unauthorized downloads of stock photograph; the licence expressly forbids redistribution; development case 44.,Intellectual Property Infringement,Normal/Ignore,Allow,False
UNAUTHORIZED_SOFTWARE_AND_ASSETS-045,unauthorized_software_and_assets,This account redistributes the package for commercial software without permission; development case 45.,Intellectual Property Infringement,Normal/Ignore,Allow,False
UNAUTHORIZED_SOFTWARE_AND_ASSETS-046,unauthorized_software_and_assets,This user publishes the source code from source code without authorization; development case 46.,Intellectual Property Infringement,Normal/Ignore,Allow,False
UNAUTHORIZED_SOFTWARE_AND_ASSETS-047,unauthorized_software_and_assets,Evidence indicates this upload removes the watermark and sells a video game as an unauthorized copy; development case 47.,Intellectual Property Infringement,Normal/Ignore,Allow,False
UNAUTHORIZED_SOFTWARE_AND_ASSETS-048,unauthorized_software_and_assets,This site provides unauthorized downloads of stock photograph; the licence expressly forbids redistribution; development case 48.,Intellectual Property Infringement,Normal/Ignore,Allow,False
UNAUTHORIZED_SOFTWARE_AND_ASSETS-049,unauthorized_software_and_assets,This account redistributes the package for commercial software without permission; development case 49.,Intellectual Property Infringement,Normal/Ignore,Allow,False
UNAUTHORIZED_SOFTWARE_AND_ASSETS-050,unauthorized_software_and_assets,This user publishes the source code from source code without authorization; development case 50.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-001,counterfeit_trademark_sales,This seller lists counterfeit trademarked product and falsely presents it as genuine; development case 1.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-002,counterfeit_trademark_sales,Evidence indicates this listing sells counterfeit branded goods without authorization; development case 2.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-003,counterfeit_trademark_sales,This account applies a fake logo to registered trademark and offers copies for sale without permission; development case 3.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-004,counterfeit_trademark_sales,A credible rights-holder report says this user imports counterfeit protected design; development case 4.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-005,counterfeit_trademark_sales,This seller lists counterfeit trademarked product and falsely presents it as genuine; development case 5.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-006,counterfeit_trademark_sales,Evidence indicates this listing sells counterfeit branded goods without authorization; development case 6.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-007,counterfeit_trademark_sales,This account applies a fake logo to registered trademark and offers copies for sale without permission; development case 7.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-008,counterfeit_trademark_sales,A credible rights-holder report says this user imports counterfeit protected design; development case 8.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-009,counterfeit_trademark_sales,This seller lists counterfeit trademarked product and falsely presents it as genuine; development case 9.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-010,counterfeit_trademark_sales,Evidence indicates this listing sells counterfeit branded goods without authorization; development case 10.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-011,counterfeit_trademark_sales,This account applies a fake logo to registered trademark and offers copies for sale without permission; development case 11.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-012,counterfeit_trademark_sales,A credible rights-holder report says this user imports counterfeit protected design; development case 12.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-013,counterfeit_trademark_sales,This seller lists counterfeit trademarked product and falsely presents it as genuine; development case 13.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-014,counterfeit_trademark_sales,Evidence indicates this listing sells counterfeit branded goods without authorization; development case 14.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-015,counterfeit_trademark_sales,This account applies a fake logo to registered trademark and offers copies for sale without permission; development case 15.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-016,counterfeit_trademark_sales,A credible rights-holder report says this user imports counterfeit protected design; development case 16.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-017,counterfeit_trademark_sales,This seller lists counterfeit trademarked product and falsely presents it as genuine; development case 17.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-018,counterfeit_trademark_sales,Evidence indicates this listing sells counterfeit branded goods without authorization; development case 18.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-019,counterfeit_trademark_sales,This account applies a fake logo to registered trademark and offers copies for sale without permission; development case 19.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-020,counterfeit_trademark_sales,A credible rights-holder report says this user imports counterfeit protected design; development case 20.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-021,counterfeit_trademark_sales,This seller lists counterfeit trademarked product and falsely presents it as genuine; development case 21.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-022,counterfeit_trademark_sales,Evidence indicates this listing sells counterfeit branded goods without authorization; development case 22.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-023,counterfeit_trademark_sales,This account applies a fake logo to registered trademark and offers copies for sale without permission; development case 23.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-024,counterfeit_trademark_sales,A credible rights-holder report says this user imports counterfeit protected design; development case 24.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-025,counterfeit_trademark_sales,This seller lists counterfeit trademarked product and falsely presents it as genuine; development case 25.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-026,counterfeit_trademark_sales,Evidence indicates this listing sells counterfeit branded goods without authorization; development case 26.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-027,counterfeit_trademark_sales,This account applies a fake logo to registered trademark and offers copies for sale without permission; development case 27.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-028,counterfeit_trademark_sales,A credible rights-holder report says this user imports counterfeit protected design; development case 28.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-029,counterfeit_trademark_sales,This seller lists counterfeit trademarked product and falsely presents it as genuine; development case 29.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-030,counterfeit_trademark_sales,Evidence indicates this listing sells counterfeit branded goods without authorization; development case 30.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-031,counterfeit_trademark_sales,This account applies a fake logo to registered trademark and offers copies for sale without permission; development case 31.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-032,counterfeit_trademark_sales,A credible rights-holder report says this user imports counterfeit protected design; development case 32.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-033,counterfeit_trademark_sales,This seller lists counterfeit trademarked product and falsely presents it as genuine; development case 33.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-034,counterfeit_trademark_sales,Evidence indicates this listing sells counterfeit branded goods without authorization; development case 34.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-035,counterfeit_trademark_sales,This account applies a fake logo to registered trademark and offers copies for sale without permission; development case 35.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-036,counterfeit_trademark_sales,A credible rights-holder report says this user imports counterfeit protected design; development case 36.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-037,counterfeit_trademark_sales,This seller lists counterfeit trademarked product and falsely presents it as genuine; development case 37.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-038,counterfeit_trademark_sales,Evidence indicates this listing sells counterfeit branded goods without authorization; development case 38.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-039,counterfeit_trademark_sales,This account applies a fake logo to registered trademark and offers copies for sale without permission; development case 39.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-040,counterfeit_trademark_sales,A credible rights-holder report says this user imports counterfeit protected design; development case 40.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-041,counterfeit_trademark_sales,This seller lists counterfeit trademarked product and falsely presents it as genuine; development case 41.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-042,counterfeit_trademark_sales,Evidence indicates this listing sells counterfeit branded goods without authorization; development case 42.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-043,counterfeit_trademark_sales,This account applies a fake logo to registered trademark and offers copies for sale without permission; development case 43.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-044,counterfeit_trademark_sales,A credible rights-holder report says this user imports counterfeit protected design; development case 44.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-045,counterfeit_trademark_sales,This seller lists counterfeit trademarked product and falsely presents it as genuine; development case 45.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-046,counterfeit_trademark_sales,Evidence indicates this listing sells counterfeit branded goods without authorization; development case 46.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-047,counterfeit_trademark_sales,This account applies a fake logo to registered trademark and offers copies for sale without permission; development case 47.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-048,counterfeit_trademark_sales,A credible rights-holder report says this user imports counterfeit protected design; development case 48.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-049,counterfeit_trademark_sales,This seller lists counterfeit trademarked product and falsely presents it as genuine; development case 49.,Intellectual Property Infringement,Normal/Ignore,Allow,False
COUNTERFEIT_TRADEMARK_SALES-050,counterfeit_trademark_sales,Evidence indicates this listing sells counterfeit branded goods without authorization; development case 50.,Intellectual Property Infringement,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-001,uncertain_rights_licence_or_evidence,"This upload shares full copies of copyrighted film, but authorization is unclear; development case 1.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-002,uncertain_rights_licence_or_evidence,"This account distributes full copies of source code, while ownership is disputed; development case 2.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-003,uncertain_rights_licence_or_evidence,Evidence is incomplete while this site provides unauthorized downloads of branded goods; development case 3.,Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-004,uncertain_rights_licence_or_evidence,"Only a thumbnail is available for a listing of counterfeit ebook, and the rights-holder claim is unverified; development case 4.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-005,uncertain_rights_licence_or_evidence,"This upload shares full copies of copyrighted film, but authorization is unclear; development case 5.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-006,uncertain_rights_licence_or_evidence,"This account distributes full copies of source code, while ownership is disputed; development case 6.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-007,uncertain_rights_licence_or_evidence,Evidence is incomplete while this site provides unauthorized downloads of branded goods; development case 7.,Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-008,uncertain_rights_licence_or_evidence,"Only a thumbnail is available for a listing of counterfeit ebook, and the rights-holder claim is unverified; development case 8.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-009,uncertain_rights_licence_or_evidence,"This upload shares full copies of copyrighted film, but authorization is unclear; development case 9.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-010,uncertain_rights_licence_or_evidence,"This account distributes full copies of source code, while ownership is disputed; development case 10.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-011,uncertain_rights_licence_or_evidence,Evidence is incomplete while this site provides unauthorized downloads of branded goods; development case 11.,Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-012,uncertain_rights_licence_or_evidence,"Only a thumbnail is available for a listing of counterfeit ebook, and the rights-holder claim is unverified; development case 12.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-013,uncertain_rights_licence_or_evidence,"This upload shares full copies of copyrighted film, but authorization is unclear; development case 13.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-014,uncertain_rights_licence_or_evidence,"This account distributes full copies of source code, while ownership is disputed; development case 14.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-015,uncertain_rights_licence_or_evidence,Evidence is incomplete while this site provides unauthorized downloads of branded goods; development case 15.,Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-016,uncertain_rights_licence_or_evidence,"Only a thumbnail is available for a listing of counterfeit ebook, and the rights-holder claim is unverified; development case 16.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-017,uncertain_rights_licence_or_evidence,"This upload shares full copies of copyrighted film, but authorization is unclear; development case 17.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-018,uncertain_rights_licence_or_evidence,"This account distributes full copies of source code, while ownership is disputed; development case 18.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-019,uncertain_rights_licence_or_evidence,Evidence is incomplete while this site provides unauthorized downloads of branded goods; development case 19.,Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-020,uncertain_rights_licence_or_evidence,"Only a thumbnail is available for a listing of counterfeit ebook, and the rights-holder claim is unverified; development case 20.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-021,uncertain_rights_licence_or_evidence,"This upload shares full copies of copyrighted film, but authorization is unclear; development case 21.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-022,uncertain_rights_licence_or_evidence,"This account distributes full copies of source code, while ownership is disputed; development case 22.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-023,uncertain_rights_licence_or_evidence,Evidence is incomplete while this site provides unauthorized downloads of branded goods; development case 23.,Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-024,uncertain_rights_licence_or_evidence,"Only a thumbnail is available for a listing of counterfeit ebook, and the rights-holder claim is unverified; development case 24.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-025,uncertain_rights_licence_or_evidence,"This upload shares full copies of copyrighted film, but authorization is unclear; development case 25.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-026,uncertain_rights_licence_or_evidence,"This account distributes full copies of source code, while ownership is disputed; development case 26.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-027,uncertain_rights_licence_or_evidence,Evidence is incomplete while this site provides unauthorized downloads of branded goods; development case 27.,Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-028,uncertain_rights_licence_or_evidence,"Only a thumbnail is available for a listing of counterfeit ebook, and the rights-holder claim is unverified; development case 28.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-029,uncertain_rights_licence_or_evidence,"This upload shares full copies of copyrighted film, but authorization is unclear; development case 29.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-030,uncertain_rights_licence_or_evidence,"This account distributes full copies of source code, while ownership is disputed; development case 30.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-031,uncertain_rights_licence_or_evidence,Evidence is incomplete while this site provides unauthorized downloads of branded goods; development case 31.,Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-032,uncertain_rights_licence_or_evidence,"Only a thumbnail is available for a listing of counterfeit ebook, and the rights-holder claim is unverified; development case 32.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-033,uncertain_rights_licence_or_evidence,"This upload shares full copies of copyrighted film, but authorization is unclear; development case 33.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-034,uncertain_rights_licence_or_evidence,"This account distributes full copies of source code, while ownership is disputed; development case 34.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-035,uncertain_rights_licence_or_evidence,Evidence is incomplete while this site provides unauthorized downloads of branded goods; development case 35.,Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-036,uncertain_rights_licence_or_evidence,"Only a thumbnail is available for a listing of counterfeit ebook, and the rights-holder claim is unverified; development case 36.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-037,uncertain_rights_licence_or_evidence,"This upload shares full copies of copyrighted film, but authorization is unclear; development case 37.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-038,uncertain_rights_licence_or_evidence,"This account distributes full copies of source code, while ownership is disputed; development case 38.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-039,uncertain_rights_licence_or_evidence,Evidence is incomplete while this site provides unauthorized downloads of branded goods; development case 39.,Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-040,uncertain_rights_licence_or_evidence,"Only a thumbnail is available for a listing of counterfeit ebook, and the rights-holder claim is unverified; development case 40.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-041,uncertain_rights_licence_or_evidence,"This upload shares full copies of copyrighted film, but authorization is unclear; development case 41.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-042,uncertain_rights_licence_or_evidence,"This account distributes full copies of source code, while ownership is disputed; development case 42.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-043,uncertain_rights_licence_or_evidence,Evidence is incomplete while this site provides unauthorized downloads of branded goods; development case 43.,Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-044,uncertain_rights_licence_or_evidence,"Only a thumbnail is available for a listing of counterfeit ebook, and the rights-holder claim is unverified; development case 44.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-045,uncertain_rights_licence_or_evidence,"This upload shares full copies of copyrighted film, but authorization is unclear; development case 45.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-046,uncertain_rights_licence_or_evidence,"This account distributes full copies of source code, while ownership is disputed; development case 46.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-047,uncertain_rights_licence_or_evidence,Evidence is incomplete while this site provides unauthorized downloads of branded goods; development case 47.,Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-048,uncertain_rights_licence_or_evidence,"Only a thumbnail is available for a listing of counterfeit ebook, and the rights-holder claim is unverified; development case 48.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-049,uncertain_rights_licence_or_evidence,"This upload shares full copies of copyrighted film, but authorization is unclear; development case 49.",Uncertain,Normal/Ignore,Allow,False
UNCERTAIN_RIGHTS_LICENCE_OR_EVIDENCE-050,uncertain_rights_licence_or_evidence,"This account distributes full copies of source code, while ownership is disputed; development case 50.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-001,legal_exception_scope_uncertain,"This post reproduces the entire copyrighted movie without permission for criticism, but fair use is unclear; development case 1.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-002,legal_exception_scope_uncertain,"This upload shares full copies of copyrighted book without authorization for teaching, and exception scope is unresolved; development case 2.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-003,legal_exception_scope_uncertain,"This account streams the full copyrighted song without permission as parody, while jurisdiction is unknown; development case 3.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-004,legal_exception_scope_uncertain,This user distributes full copies of copyrighted photograph without authorization for academic research; fair dealing is unclear; development case 4.,Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-005,legal_exception_scope_uncertain,"This post reproduces the entire copyrighted movie without permission for criticism, but fair use is unclear; development case 5.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-006,legal_exception_scope_uncertain,"This upload shares full copies of copyrighted book without authorization for teaching, and exception scope is unresolved; development case 6.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-007,legal_exception_scope_uncertain,"This account streams the full copyrighted song without permission as parody, while jurisdiction is unknown; development case 7.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-008,legal_exception_scope_uncertain,This user distributes full copies of copyrighted photograph without authorization for academic research; fair dealing is unclear; development case 8.,Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-009,legal_exception_scope_uncertain,"This post reproduces the entire copyrighted movie without permission for criticism, but fair use is unclear; development case 9.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-010,legal_exception_scope_uncertain,"This upload shares full copies of copyrighted book without authorization for teaching, and exception scope is unresolved; development case 10.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-011,legal_exception_scope_uncertain,"This account streams the full copyrighted song without permission as parody, while jurisdiction is unknown; development case 11.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-012,legal_exception_scope_uncertain,This user distributes full copies of copyrighted photograph without authorization for academic research; fair dealing is unclear; development case 12.,Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-013,legal_exception_scope_uncertain,"This post reproduces the entire copyrighted movie without permission for criticism, but fair use is unclear; development case 13.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-014,legal_exception_scope_uncertain,"This upload shares full copies of copyrighted book without authorization for teaching, and exception scope is unresolved; development case 14.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-015,legal_exception_scope_uncertain,"This account streams the full copyrighted song without permission as parody, while jurisdiction is unknown; development case 15.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-016,legal_exception_scope_uncertain,This user distributes full copies of copyrighted photograph without authorization for academic research; fair dealing is unclear; development case 16.,Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-017,legal_exception_scope_uncertain,"This post reproduces the entire copyrighted movie without permission for criticism, but fair use is unclear; development case 17.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-018,legal_exception_scope_uncertain,"This upload shares full copies of copyrighted book without authorization for teaching, and exception scope is unresolved; development case 18.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-019,legal_exception_scope_uncertain,"This account streams the full copyrighted song without permission as parody, while jurisdiction is unknown; development case 19.",Uncertain,Normal/Ignore,Allow,False
LEGAL_EXCEPTION_SCOPE_UNCERTAIN-020,legal_exception_scope_uncertain,This user distributes full copies of copyrighted photograph without authorization for academic research; fair dealing is unclear; development case 20.,Uncertain,Normal/Ignore,Allow,False
