record_id,group,expected_dangerous,existing_category,text,text_sha256
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-04-02,indirect_glorification_and_recommendation,True,Normal/Ignore,A post glorifies a reckless stunt beside deep water and recommends its recreation by followers.,e5c621b303c1e21c4110dfa8bd323f3142be7cbc4c5d7457481b5a0465ae051d
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-04-03,indirect_glorification_and_recommendation,True,Normal/Ignore,The channel celebrates a reckless stunt beside deep water as a challenge the audience should perform.,cefdb3777ed6a92731339d49fcedf3644b57694895910d9b9aa2d9391eb8e49e
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-04-04,indirect_glorification_and_recommendation,True,Normal/Ignore,The uploader promotes a reckless stunt beside deep water and appeals to ordinary users to imitate it.,a65505476e06db625fe919d31fc179f736ede4b1941586dc7af8bb5ed3ae68e8
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-04-05,indirect_glorification_and_recommendation,True,Normal/Ignore,The message frames a reckless stunt beside deep water as an example to copy despite the warning.,d3dbf6e662246ce5079bb46c7131f7b04e80c4bfd2469eb159076d58433aff60
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-04-06,indirect_glorification_and_recommendation,True,Normal/Ignore,Viewers are told that participation in a reckless stunt beside deep water deserves endorsement.,9733711a68979ec8109d5a5b188755c8045dfbbddd785036a84e005cbb25db4d
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-04-07,indirect_glorification_and_recommendation,True,Normal/Ignore,The public is pushed to replicate a reckless stunt beside deep water outside professional control.,556f5831495c13c6b0cb0045f3593d5775b2a20ba8424d78631d2246b1cf6a8c
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-04-08,indirect_glorification_and_recommendation,True,Normal/Ignore,The author calls on amateurs to undertake a reckless stunt beside deep water for entertainment.,6305cfb37d147d1d0af2ce8dbc9130f19fdcd4895c1b21a9c3370f8161e8ea8b
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-05-01,indirect_glorification_and_recommendation,True,Normal/Ignore,The creator endorses attempts at an act exposing another person to physical harm for attention and asks others to take part.,2556ed8dd5b7d998d7748172e71fff6203734250ffbdcd5a2bbb5792295f66a0
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-05-02,indirect_glorification_and_recommendation,True,Normal/Ignore,A post glorifies an act exposing another person to physical harm and recommends its recreation by followers.,67b4ab7b9643fb500be18b248b6cf54ab989a245f83905f88179f55e67a51035
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-05-03,indirect_glorification_and_recommendation,True,Normal/Ignore,The channel celebrates an act exposing another person to physical harm as a challenge the audience should perform.,6b75509e02734adabb081eb80a2b57bc34e9df31ad175d9939b6bd15bbe68a47
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-05-04,indirect_glorification_and_recommendation,True,Normal/Ignore,The uploader promotes an act exposing another person to physical harm and appeals to ordinary users to imitate it.,1cdb1780ced925f5218e82b8b6514c737c6f1e2916e882cc0a3371ffde7bc739
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-05-05,indirect_glorification_and_recommendation,True,Normal/Ignore,The message frames an act exposing another person to physical harm as an example to copy despite the warning.,08029c601d60cc3b37011035b3c92147524dc649a79272668ca76c50a4df17a7
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-05-06,indirect_glorification_and_recommendation,True,Normal/Ignore,Viewers are told that participation in an act exposing another person to physical harm deserves endorsement.,b1169720762bc2e357d9d241adf4c9962cb38ca562dcc9fadea9355aefe691f1
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-05-07,indirect_glorification_and_recommendation,True,Normal/Ignore,The public is pushed to replicate an act exposing another person to physical harm outside professional control.,53c31cf507661fef6feb39fbd040b7a05cb675becd77121a3f6cb16ee48b6959
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-05-08,indirect_glorification_and_recommendation,True,Normal/Ignore,The author calls on amateurs to undertake an act exposing another person to physical harm for entertainment.,beaa6dd9a73554678fa7927f0c513fd758d611186dbdf13dade6f27da5cdb6ca
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-01-01,explicit_bystander_and_property_endangerment,True,Normal/Ignore,"Despite the danger, an activity that exposes bystanders to falling objects is promoted and viewers are told to imitate it.",72ab60aacede0aa9e51d13ec42afdd56578c81d025cd04dda6e905d5ad454812
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-01-02,explicit_bystander_and_property_endangerment,True,Normal/Ignore,The post presents an activity that exposes bystanders to falling objects; ordinary people are then called on to recreate it.,cfd00b566fdde4f853f28591c209eafe0a1cd95327fa2493d56e5c47b0e57174
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-01-03,explicit_bystander_and_property_endangerment,True,Normal/Ignore,Followers see an activity that exposes bystanders to falling objects celebrated before being encouraged to participate.,7dd339c9999f79dceb2453282628a5c3363c5c60ebfc886af0d484a692c19422
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-01-04,explicit_bystander_and_property_endangerment,True,Normal/Ignore,"After showing an activity that exposes bystanders to falling objects, the message recommends that the audience attempt it.",c658875cbe51e4d51182961ab842421126c04396d6e182a619eb3998b8417e34
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-01-05,explicit_bystander_and_property_endangerment,True,Normal/Ignore,The physical risk of an activity that exposes bystanders to falling objects is dismissed while users are pressed to copy it.,6404a54d937999507bdeed21cb9411be05479e51aa46ff9e7475b53b1743c2c6
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-01-06,explicit_bystander_and_property_endangerment,True,Normal/Ignore,A creator describes an activity that exposes bystanders to falling objects and then challenges amateurs to follow the example.,3c93c6f0d9a0da5198f206200618b4a941d92002617f97f2cfaff98849786447
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-01-07,explicit_bystander_and_property_endangerment,True,Normal/Ignore,Public participation is requested after an activity that exposes bystanders to falling objects is framed as entertainment.,98bac49596ff174aaf3520d65eccfd39be386c19676267e8e82f9f2534d372b9
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-01-08,explicit_bystander_and_property_endangerment,True,Normal/Ignore,The message first praises an activity that exposes bystanders to falling objects and later appeals to viewers to undertake it.,cd28e102839d5883b8a7026a13e0633d5046f34f0f2b49cd18b51542ab225b7d
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-02-01,explicit_bystander_and_property_endangerment,True,Normal/Ignore,"Despite the danger, an act that endangers people beside powered machinery is promoted and viewers are told to imitate it.",7f18b52999e13ef87653df94be73123675334a3a7b3fa202ae5ec53890ea618f
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-02-02,explicit_bystander_and_property_endangerment,True,Normal/Ignore,The post presents an act that endangers people beside powered machinery; ordinary people are then called on to recreate it.,f9faba7cd0cbae792c809a2db8e5ea1c3203e04283f83b03cf18adf1105c778e
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-02-03,explicit_bystander_and_property_endangerment,True,Normal/Ignore,Followers see an act that endangers people beside powered machinery celebrated before being encouraged to participate.,88f32652e1fcc419bcbecff5b439ac5f08863d57a22c0c16f34b6a6cfc7bc270
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-02-04,explicit_bystander_and_property_endangerment,True,Normal/Ignore,"After showing an act that endangers people beside powered machinery, the message recommends that the audience attempt it.",4cb8f3ab8ee2eead9394495b310d0c9d5e456cf6952fe5702772239503378116
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-02-05,explicit_bystander_and_property_endangerment,True,Normal/Ignore,The physical risk of an act that endangers people beside powered machinery is dismissed while users are pressed to copy it.,5db7c0d03aee3d596e8eaa7b573c8644990dba25f52ec6b0869df7d0b266ba7e
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-02-06,explicit_bystander_and_property_endangerment,True,Normal/Ignore,A creator describes an act that endangers people beside powered machinery and then challenges amateurs to follow the example.,393b0fcde3ec6575801dfc264559716ed333a6b8d2be0b5a301bb9b42e07721c
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-02-07,explicit_bystander_and_property_endangerment,True,Normal/Ignore,Public participation is requested after an act that endangers people beside powered machinery is framed as entertainment.,0b219eb81da80b3d847ad23b31a078184029d6fef23f453012d77fe927641ec7
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-02-08,explicit_bystander_and_property_endangerment,True,Normal/Ignore,The message first praises an act that endangers people beside powered machinery and later appeals to viewers to undertake it.,c365a906f67a657555cd4340cc6d074247f124cd198dca559eb4684ebdb1fba2
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-03-01,explicit_bystander_and_property_endangerment,True,Normal/Ignore,"Despite the danger, a stunt that exposes occupied property to an uncontrolled fire is promoted and viewers are told to imitate it.",672349c52bd442c317171c72cb18423951bf120211a12b6dd1cda7f60c05c781
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-03-02,explicit_bystander_and_property_endangerment,True,Normal/Ignore,The post presents a stunt that exposes occupied property to an uncontrolled fire; ordinary people are then called on to recreate it.,b3bb5af5e81c42d376b5d9c756b279d96b67299b9c912042aa8d18317ba88fc4
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-03-03,explicit_bystander_and_property_endangerment,True,Normal/Ignore,Followers see a stunt that exposes occupied property to an uncontrolled fire celebrated before being encouraged to participate.,47c8a40aedb49c0e6c6fece81c35b9b41c8a160ddc4f0e28a91953a58e0bd45f
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-03-04,explicit_bystander_and_property_endangerment,True,Normal/Ignore,"After showing a stunt that exposes occupied property to an uncontrolled fire, the message recommends that the audience attempt it.",71fd4d1e316cb837735652672b5d7180fba723c1f19f615db309e026872c4847
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-03-05,explicit_bystander_and_property_endangerment,True,Normal/Ignore,The physical risk of a stunt that exposes occupied property to an uncontrolled fire is dismissed while users are pressed to copy it.,b9f57942f7c5fbd2f9f230a3ee7f773522ca9fb97db21c5f12ae2160dca4f6e2
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-03-06,explicit_bystander_and_property_endangerment,True,Normal/Ignore,A creator describes a stunt that exposes occupied property to an uncontrolled fire and then challenges amateurs to follow the example.,dabfc12b07c112a3f060083fd0e4a0057c8677dd221fafcf20c6247df5099c2e
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-03-07,explicit_bystander_and_property_endangerment,True,Normal/Ignore,Public participation is requested after a stunt that exposes occupied property to an uncontrolled fire is framed as entertainment.,618eeb7cdbd1738b5dbaedbbeb4e194acc8edb89218cfbbd370f4dcdf20c76ec
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-03-08,explicit_bystander_and_property_endangerment,True,Normal/Ignore,The message first praises a stunt that exposes occupied property to an uncontrolled fire and later appeals to viewers to undertake it.,03aac934727ee424cc515605f44e5421eb1170df7337ee7f038a62a2a15b9341
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-04-01,explicit_bystander_and_property_endangerment,True,Normal/Ignore,"Despite the danger, an activity likely to cause serious property destruction is promoted and viewers are told to imitate it.",cbbe4084dbc5508a8baee4be2bec7ffe32928bc4f8b641b1d07d1c2371b06d9d
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-04-02,explicit_bystander_and_property_endangerment,True,Normal/Ignore,The post presents an activity likely to cause serious property destruction; ordinary people are then called on to recreate it.,32d3fcbbedb33af5c8f6eaa30b4b1374744df16111304873f21ee757ebd92ea1
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-04-03,explicit_bystander_and_property_endangerment,True,Normal/Ignore,Followers see an activity likely to cause serious property destruction celebrated before being encouraged to participate.,aa6becd621e258815f29ed8cea1351307e12aa886b79a5d48b883d089deb9067
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-04-04,explicit_bystander_and_property_endangerment,True,Normal/Ignore,"After showing an activity likely to cause serious property destruction, the message recommends that the audience attempt it.",4763244c101bc5de2334ee17a66d786322f0ff8ea1ed3467138d7aa8ddb04c4e
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-04-05,explicit_bystander_and_property_endangerment,True,Normal/Ignore,The physical risk of an activity likely to cause serious property destruction is dismissed while users are pressed to copy it.,01be2673d70ae7ed44314dd60f284216ab98dafb16d567ff9c3831400514e68c
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-04-06,explicit_bystander_and_property_endangerment,True,Normal/Ignore,A creator describes an activity likely to cause serious property destruction and then challenges amateurs to follow the example.,cef0f8e29bd0e2bd75acd32af78bb0e9695381476edacf7667df63152cb56eb5
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-04-07,explicit_bystander_and_property_endangerment,True,Normal/Ignore,Public participation is requested after an activity likely to cause serious property destruction is framed as entertainment.,18ec3764db6037f0e5b920cb0f2a030134f8e5a7e72dce539f3aee71e9bbf6f7
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-04-08,explicit_bystander_and_property_endangerment,True,Normal/Ignore,The message first praises an activity likely to cause serious property destruction and later appeals to viewers to undertake it.,47e3162683a9b3c171b3893c57cabdb77eef9a35ee2eea988c4118f6d2911deb
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-05-01,explicit_bystander_and_property_endangerment,True,Normal/Ignore,"Despite the danger, a challenge that exposes another person to bodily harm is promoted and viewers are told to imitate it.",66c67285cfe4a799ced26215e4fae11c92a33af3f0fa07830900d9928c409d68
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-05-02,explicit_bystander_and_property_endangerment,True,Normal/Ignore,The post presents a challenge that exposes another person to bodily harm; ordinary people are then called on to recreate it.,dbc052f2416f1351a6df2913c1a93363b77dc00c1cf0ef5451b3a18daf295f5a
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-05-03,explicit_bystander_and_property_endangerment,True,Normal/Ignore,Followers see a challenge that exposes another person to bodily harm celebrated before being encouraged to participate.,eb39af2578b3925a90d0725d6547c86e48cec3bb4f48365c4657a177aede1730
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-05-04,explicit_bystander_and_property_endangerment,True,Normal/Ignore,"After showing a challenge that exposes another person to bodily harm, the message recommends that the audience attempt it.",c56b58be735a87d8b6e47b8bdb3e62168e956d65a1c89e6c370c6258e715773e
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-05-05,explicit_bystander_and_property_endangerment,True,Normal/Ignore,The physical risk of a challenge that exposes another person to bodily harm is dismissed while users are pressed to copy it.,5e1d29ae3644402ad82f23eefa102240cd635956b89d5f1621af09d7f5de1967
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-05-06,explicit_bystander_and_property_endangerment,True,Normal/Ignore,A creator describes a challenge that exposes another person to bodily harm and then challenges amateurs to follow the example.,2213868560274e684bd383a0dda7a3f2ee1c2347d3a699cc74e1dfe4da85a329
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-05-07,explicit_bystander_and_property_endangerment,True,Normal/Ignore,Public participation is requested after a challenge that exposes another person to bodily harm is framed as entertainment.,cec05f0a5527cd02deed7a4e2d15d2ecb28df181059c2b34854b5e728457dc9e
EXPLICIT_BYSTANDER_AND_PROPERTY_ENDANGERMENT-05-08,explicit_bystander_and_property_endangerment,True,Normal/Ignore,The message first praises a challenge that exposes another person to bodily harm and later appeals to viewers to undertake it.,0b260e3fc444a4816b89168e2d44ecce4966ff3e2b83768c2b09b1c54dc949c1
WARNING_REPORTING_AND_PREVENTION-01-01,warning_reporting_and_prevention,False,Normal/Ignore,A safety bulletin warns the public not to attempt a dangerous elevated stunt.,5d3681cfdf42a6864c73c614456739d6a5d6e48c2a5577cfdc45381f2232617c
WARNING_REPORTING_AND_PREVENTION-01-02,warning_reporting_and_prevention,False,Normal/Ignore,An incident report condemns a dangerous elevated stunt and describes prevention.,8f1fd90da372d489e0fe4af671663dcaf7d8ad9e91390aa7c71944e82ee14263
WARNING_REPORTING_AND_PREVENTION-01-03,warning_reporting_and_prevention,False,Normal/Ignore,Researchers discuss a dangerous elevated stunt without endorsement or encouragement.,042058786fce26e9c96cec7aaf6c8f55cf1d3b67de53f6f1a6b88626cef149fb
WARNING_REPORTING_AND_PREVENTION-01-04,warning_reporting_and_prevention,False,Normal/Ignore,The documentary reports a dangerous elevated stunt but tells viewers never to imitate it.,18afa627a6b2cc8cf8628bcade017454b1d816c9bab5987fb48ea11ce47e195b
WARNING_REPORTING_AND_PREVENTION-01-05,warning_reporting_and_prevention,False,Normal/Ignore,A historical account describes a dangerous elevated stunt and discourages recreation.,376156dd452c8e3309e356444585c55b8c866146a224df752a5dc80d06b4eb48
WARNING_REPORTING_AND_PREVENTION-01-06,warning_reporting_and_prevention,False,Normal/Ignore,The message explains why people must avoid a dangerous elevated stunt.,19b94ee4f66a4d5d51e30735e3e5b5f6de9875b27f1f01787b389214c483891f
WARNING_REPORTING_AND_PREVENTION-01-07,warning_reporting_and_prevention,False,Normal/Ignore,A prevention campaign says the audience should not participate in a dangerous elevated stunt.,e00fd2a05fc501c9a543b31a3277e34ed692fab9582a1b5b9278e61d361a4b66
WARNING_REPORTING_AND_PREVENTION-01-08,warning_reporting_and_prevention,False,Normal/Ignore,The article documents a dangerous elevated stunt with no invitation to copy it.,94483c425070a11718088edd5e93e231d7686c2c933c3a36dac50be1082f541d
WARNING_REPORTING_AND_PREVENTION-02-01,warning_reporting_and_prevention,False,Normal/Ignore,A safety bulletin warns the public not to attempt unsafe handling of energized hardware.,b1869739eb7ff2f0de00e42010e91d85f5eea28ae4d8e45cf608efa42904ac34
WARNING_REPORTING_AND_PREVENTION-02-02,warning_reporting_and_prevention,False,Normal/Ignore,An incident report condemns unsafe handling of energized hardware and describes prevention.,39a8e6c47089e9d36456bfce0f6fc7895f10d85bf021dbcf73d2078c90c6fb43
WARNING_REPORTING_AND_PREVENTION-02-03,warning_reporting_and_prevention,False,Normal/Ignore,Researchers discuss unsafe handling of energized hardware without endorsement or encouragement.,cb4b89392a71d23c544509c2148f9747ee5add10a31ab47c0468eb0b2fa1ab19
WARNING_REPORTING_AND_PREVENTION-02-04,warning_reporting_and_prevention,False,Normal/Ignore,The documentary reports unsafe handling of energized hardware but tells viewers never to imitate it.,99cc57d0e572f7285c2343e44ba4449046bd8d1524983f5b600b1d82f5231ff8
WARNING_REPORTING_AND_PREVENTION-02-05,warning_reporting_and_prevention,False,Normal/Ignore,A historical account describes unsafe handling of energized hardware and discourages recreation.,cd2faae34192cfeebe776ac831d7dd897dbf8963c841cb4c1df2bba0b749b8c1
WARNING_REPORTING_AND_PREVENTION-02-06,warning_reporting_and_prevention,False,Normal/Ignore,The message explains why people must avoid unsafe handling of energized hardware.,3df50edf161e564743c84912ed6ece0aab96d0bec23a0643b533df4f4d0b67ac
WARNING_REPORTING_AND_PREVENTION-02-07,warning_reporting_and_prevention,False,Normal/Ignore,A prevention campaign says the audience should not participate in unsafe handling of energized hardware.,9e8bf3c014ad2d017b5638a0d5d186f74e1543809987bf2a1ab4c85451524d02
WARNING_REPORTING_AND_PREVENTION-02-08,warning_reporting_and_prevention,False,Normal/Ignore,The article documents unsafe handling of energized hardware with no invitation to copy it.,5cfb4b63938573edfad35e41a82114720761c0b517fa71c10d8b8a70932407c8
WARNING_REPORTING_AND_PREVENTION-03-01,warning_reporting_and_prevention,False,Normal/Ignore,A safety bulletin warns the public not to attempt an uncontrolled heat-source activity.,f29720a23a14ed851c9b45c78b979eb58c644a61b1ff279989e74672120a5898
WARNING_REPORTING_AND_PREVENTION-03-02,warning_reporting_and_prevention,False,Normal/Ignore,An incident report condemns an uncontrolled heat-source activity and describes prevention.,0ca4f61c22c39de12dd87d849071a87a512f200865e194c3689d1418b0be9a7a
WARNING_REPORTING_AND_PREVENTION-03-03,warning_reporting_and_prevention,False,Normal/Ignore,Researchers discuss an uncontrolled heat-source activity without endorsement or encouragement.,769ba2d3d712c12f400ff8a435e0a08acb7b49b8d4353d132db3390d6fd81861
WARNING_REPORTING_AND_PREVENTION-03-04,warning_reporting_and_prevention,False,Normal/Ignore,The documentary reports an uncontrolled heat-source activity but tells viewers never to imitate it.,14f6981e0cd5557a099d5d69f757b08aa98553cd739fb71141cca625fe9bef52
WARNING_REPORTING_AND_PREVENTION-03-05,warning_reporting_and_prevention,False,Normal/Ignore,A historical account describes an uncontrolled heat-source activity and discourages recreation.,cb0cf623fe0dd207071e3e26b04cb9ae8d1cb25c3bb8383c189849ea161399e0
WARNING_REPORTING_AND_PREVENTION-03-06,warning_reporting_and_prevention,False,Normal/Ignore,The message explains why people must avoid an uncontrolled heat-source activity.,0d86183bbd55c4ecf2ee9e1255c79af367ac3c6f1606c6f7a2153b58a0864c9a
WARNING_REPORTING_AND_PREVENTION-03-07,warning_reporting_and_prevention,False,Normal/Ignore,A prevention campaign says the audience should not participate in an uncontrolled heat-source activity.,117affb243057f5a2f52afb839a265e737e6eee9ab647cb471af4b827c8a5770
WARNING_REPORTING_AND_PREVENTION-03-08,warning_reporting_and_prevention,False,Normal/Ignore,The article documents an uncontrolled heat-source activity with no invitation to copy it.,e9aef888e0806970063db846fa3bac8e3490b5e7add68afabc197be595ae7729
WARNING_REPORTING_AND_PREVENTION-04-01,warning_reporting_and_prevention,False,Normal/Ignore,A safety bulletin warns the public not to attempt a reckless water challenge.,7c843b60472ac20a8bb6d0c5c6ab97edda9642edda04402aa121ce1ea4c47a16
WARNING_REPORTING_AND_PREVENTION-04-02,warning_reporting_and_prevention,False,Normal/Ignore,An incident report condemns a reckless water challenge and describes prevention.,9298ea3fcad2a7713643e7d8bff43431c4a8cec53a1f678fab053861982bd384
WARNING_REPORTING_AND_PREVENTION-04-03,warning_reporting_and_prevention,False,Normal/Ignore,Researchers discuss a reckless water challenge without endorsement or encouragement.,3c6476c0be70f7a1edd4167e3ccb281d795de132dc972dfa31857362e7fc6dbd
WARNING_REPORTING_AND_PREVENTION-04-04,warning_reporting_and_prevention,False,Normal/Ignore,The documentary reports a reckless water challenge but tells viewers never to imitate it.,99b7d84589cf4f66e438562ec3ed77363dbea66f1b4becaadd81b170966d190f
WARNING_REPORTING_AND_PREVENTION-04-05,warning_reporting_and_prevention,False,Normal/Ignore,A historical account describes a reckless water challenge and discourages recreation.,a92199b656196058e4411a0cf774ad7ac2e4086c43f55baadc868ea42dbd5650
WARNING_REPORTING_AND_PREVENTION-04-06,warning_reporting_and_prevention,False,Normal/Ignore,The message explains why people must avoid a reckless water challenge.,9b5a1bc975da2a5b73d88daeb5636b5f8d633df7d3985bdf7ebdfc7d57e6c6e5
WARNING_REPORTING_AND_PREVENTION-04-07,warning_reporting_and_prevention,False,Normal/Ignore,A prevention campaign says the audience should not participate in a reckless water challenge.,14936f63877f90819529d58266dde147315108534e75701e2edb6b633b4e22ee
WARNING_REPORTING_AND_PREVENTION-04-08,warning_reporting_and_prevention,False,Normal/Ignore,The article documents a reckless water challenge with no invitation to copy it.,567fbd32dd278598204b86be4505fd86ecc94988e11f67960c1ed38910700327
WARNING_REPORTING_AND_PREVENTION-05-01,warning_reporting_and_prevention,False,Normal/Ignore,A safety bulletin warns the public not to attempt interference with powered machinery.,813516d6f37315bafb6b2791faf3685e2fd0c78d03737ef4dc7dbff321a249cb
WARNING_REPORTING_AND_PREVENTION-05-02,warning_reporting_and_prevention,False,Normal/Ignore,An incident report condemns interference with powered machinery and describes prevention.,2f37a20168e9312393f7b1f61b0a59c7bb6d463d0d58dd2d2123956089b5d604
WARNING_REPORTING_AND_PREVENTION-05-03,warning_reporting_and_prevention,False,Normal/Ignore,Researchers discuss interference with powered machinery without endorsement or encouragement.,aac869278f9c8a184ce6b8ac8719759fb6a527f8415cfee1e7ce476b6e325b7d
WARNING_REPORTING_AND_PREVENTION-05-04,warning_reporting_and_prevention,False,Normal/Ignore,The documentary reports interference with powered machinery but tells viewers never to imitate it.,ef1af92e1b285aefc5362c06474fac79f403478d5c8514b7ec1be09bcb6c9dd6
WARNING_REPORTING_AND_PREVENTION-05-05,warning_reporting_and_prevention,False,Normal/Ignore,A historical account describes interference with powered machinery and discourages recreation.,ce83490fb3e9949a0ba35cde80869fc8c3bbd712e0cdf1145f7a2be6c8f39d19
WARNING_REPORTING_AND_PREVENTION-05-06,warning_reporting_and_prevention,False,Normal/Ignore,The message explains why people must avoid interference with powered machinery.,6847d81889812965b10c92141e36da772ab391041f5ad3fa1300dfaf45c073a9
WARNING_REPORTING_AND_PREVENTION-05-07,warning_reporting_and_prevention,False,Normal/Ignore,A prevention campaign says the audience should not participate in interference with powered machinery.,759ab9167a8df035b2826b1478f4de04c37dc142a7fbac7648aa3feb05176e42
WARNING_REPORTING_AND_PREVENTION-05-08,warning_reporting_and_prevention,False,Normal/Ignore,The article documents interference with powered machinery with no invitation to copy it.,6a0e6063111b9c32ec4f514741d564718daae69514545f1ccd50e81c023da821
PROFESSIONAL_AND_CONTROLLED_CONTEXT-01-01,professional_and_controlled_context,False,Normal/Ignore,A qualified team studies an energized-equipment hazard inside a controlled facility.,3eb49682faae4bea8c81e2119382db02351273d8d097087e423db80a9ee00142
PROFESSIONAL_AND_CONTROLLED_CONTEXT-01-02,professional_and_controlled_context,False,Normal/Ignore,Licensed professionals manage an energized-equipment hazard during an authorized test.,a831519e78a194bea58ae996d689f03aea13f155ec5162155aad92cfb1b14a48
PROFESSIONAL_AND_CONTROLLED_CONTEXT-01-03,professional_and_controlled_context,False,Normal/Ignore,Trained operators examine an energized-equipment hazard behind protective barriers.,4a0da32ce7b390fd6f18599a6fbd6da9f80c77497c4fafc5a9091c977e650d91
PROFESSIONAL_AND_CONTROLLED_CONTEXT-01-04,professional_and_controlled_context,False,Normal/Ignore,Certified technicians handle an energized-equipment hazard under formal safeguards.,690709ab650f773e8c6379c9549e5af16479ffd3231fd53b298211c356967c30
PROFESSIONAL_AND_CONTROLLED_CONTEXT-01-05,professional_and_controlled_context,False,Normal/Ignore,A supervised demonstration covers an energized-equipment hazard with safety procedures.,7102ec81d7f54485fde199ab4fc582da0d248b830dcd97895cbe8d45c158467a
PROFESSIONAL_AND_CONTROLLED_CONTEXT-01-06,professional_and_controlled_context,False,Normal/Ignore,Professional staff assess an energized-equipment hazard in a controlled setting.,5565a4aee035de8d5f95fc3485546e69d00bd2b2963fef89a3ac787637fdac24
PROFESSIONAL_AND_CONTROLLED_CONTEXT-01-07,professional_and_controlled_context,False,Normal/Ignore,An authorized exercise evaluates an energized-equipment hazard using protective equipment.,596e6085192828f6da7d3adb0029ea5050b7a83a6dfbd825d43b809ce68e7d2a
PROFESSIONAL_AND_CONTROLLED_CONTEXT-01-08,professional_and_controlled_context,False,Normal/Ignore,A licensed team discusses an energized-equipment hazard during a supervised operation.,a699a3e7a15a950411d0ecd6a34f4b56f8f838ea0dcc54d94cbec1fc20956799
PROFESSIONAL_AND_CONTROLLED_CONTEXT-02-01,professional_and_controlled_context,False,Normal/Ignore,A qualified team studies a pressurized-system hazard inside a controlled facility.,dd4fd4a6c22eaa7884efdac8608b37cfb1f6bf399d40286c0fbf53df4f403469
PROFESSIONAL_AND_CONTROLLED_CONTEXT-02-02,professional_and_controlled_context,False,Normal/Ignore,Licensed professionals manage a pressurized-system hazard during an authorized test.,60f9fe21d419e831145fd3cf460c170982f77b7977aa3f4e8397529f0d7af748
