record_id,group,text,expected_category
SAFE_REPORTING_EDUCATION_AND_PREVENTION-017,safe_reporting_education_and_prevention,A safety warning says to avoid unlicensed gun. Reference 17.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-018,safe_reporting_education_and_prevention,A safety warning says to avoid illegal gambling. Reference 18.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-019,safe_reporting_education_and_prevention,A safety warning says to avoid fake identity document. Reference 19.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-020,safe_reporting_education_and_prevention,A safety warning says to avoid counterfeit currency. Reference 20.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-021,safe_reporting_education_and_prevention,A news report about illegal drugs warns viewers and condemns the conduct. Reference 21.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-022,safe_reporting_education_and_prevention,A news report about unlicensed gun warns viewers and condemns the conduct. Reference 22.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-023,safe_reporting_education_and_prevention,A news report about illegal gambling warns viewers and condemns the conduct. Reference 23.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-024,safe_reporting_education_and_prevention,A news report about fake identity document warns viewers and condemns the conduct. Reference 24.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-025,safe_reporting_education_and_prevention,A news report about counterfeit currency warns viewers and condemns the conduct. Reference 25.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-026,safe_reporting_education_and_prevention,An educational prevention lesson discusses illegal drugs without facilitating a transaction. Reference 26.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-027,safe_reporting_education_and_prevention,An educational prevention lesson discusses unlicensed gun without facilitating a transaction. Reference 27.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-028,safe_reporting_education_and_prevention,An educational prevention lesson discusses illegal gambling without facilitating a transaction. Reference 28.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-029,safe_reporting_education_and_prevention,An educational prevention lesson discusses fake identity document without facilitating a transaction. Reference 29.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-030,safe_reporting_education_and_prevention,An educational prevention lesson discusses counterfeit currency without facilitating a transaction. Reference 30.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-031,safe_reporting_education_and_prevention,A documentary reports on illegal drugs and says the matter was reported to authorities. Reference 31.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-032,safe_reporting_education_and_prevention,A documentary reports on unlicensed gun and says the matter was reported to authorities. Reference 32.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-033,safe_reporting_education_and_prevention,A documentary reports on illegal gambling and says the matter was reported to authorities. Reference 33.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-034,safe_reporting_education_and_prevention,A documentary reports on fake identity document and says the matter was reported to authorities. Reference 34.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-035,safe_reporting_education_and_prevention,A documentary reports on counterfeit currency and says the matter was reported to authorities. Reference 35.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-036,safe_reporting_education_and_prevention,A safety warning says to avoid illegal drugs. Reference 36.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-037,safe_reporting_education_and_prevention,A safety warning says to avoid unlicensed gun. Reference 37.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-038,safe_reporting_education_and_prevention,A safety warning says to avoid illegal gambling. Reference 38.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-039,safe_reporting_education_and_prevention,A safety warning says to avoid fake identity document. Reference 39.,Normal/Ignore
SAFE_REPORTING_EDUCATION_AND_PREVENTION-040,safe_reporting_education_and_prevention,A safety warning says to avoid counterfeit currency. Reference 40.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-001,legitimate_jobs_commerce_and_professional_context,Microsoft job recruitment is described in an ordinary lawful announcement. Reference 1.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-002,legitimate_jobs_commerce_and_professional_context,licensed pharmacy selling approved medicine is described in an ordinary lawful announcement. Reference 2.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-003,legitimate_jobs_commerce_and_professional_context,licensed sporting event is described in an ordinary lawful announcement. Reference 3.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-004,legitimate_jobs_commerce_and_professional_context,museum exhibition is described in an ordinary lawful announcement. Reference 4.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-005,legitimate_jobs_commerce_and_professional_context,film prop is described in an ordinary lawful announcement. Reference 5.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-006,legitimate_jobs_commerce_and_professional_context,lawful training range is described in an ordinary lawful announcement. Reference 6.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-007,legitimate_jobs_commerce_and_professional_context,ordinary ecommerce listing is described in an ordinary lawful announcement. Reference 7.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-008,legitimate_jobs_commerce_and_professional_context,The page provides information about Microsoft job recruitment. Reference 8.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-009,legitimate_jobs_commerce_and_professional_context,The page provides information about licensed pharmacy selling approved medicine. Reference 9.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-010,legitimate_jobs_commerce_and_professional_context,The page provides information about licensed sporting event. Reference 10.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-011,legitimate_jobs_commerce_and_professional_context,The page provides information about museum exhibition. Reference 11.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-012,legitimate_jobs_commerce_and_professional_context,The page provides information about film prop. Reference 12.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-013,legitimate_jobs_commerce_and_professional_context,The page provides information about lawful training range. Reference 13.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-014,legitimate_jobs_commerce_and_professional_context,The page provides information about ordinary ecommerce listing. Reference 14.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-015,legitimate_jobs_commerce_and_professional_context,A verified organization publishes details about Microsoft job recruitment. Reference 15.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-016,legitimate_jobs_commerce_and_professional_context,A verified organization publishes details about licensed pharmacy selling approved medicine. Reference 16.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-017,legitimate_jobs_commerce_and_professional_context,A verified organization publishes details about licensed sporting event. Reference 17.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-018,legitimate_jobs_commerce_and_professional_context,A verified organization publishes details about museum exhibition. Reference 18.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-019,legitimate_jobs_commerce_and_professional_context,A verified organization publishes details about film prop. Reference 19.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-020,legitimate_jobs_commerce_and_professional_context,A verified organization publishes details about lawful training range. Reference 20.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-021,legitimate_jobs_commerce_and_professional_context,A verified organization publishes details about ordinary ecommerce listing. Reference 21.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-022,legitimate_jobs_commerce_and_professional_context,This is a neutral description of Microsoft job recruitment. Reference 22.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-023,legitimate_jobs_commerce_and_professional_context,This is a neutral description of licensed pharmacy selling approved medicine. Reference 23.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-024,legitimate_jobs_commerce_and_professional_context,This is a neutral description of licensed sporting event. Reference 24.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-025,legitimate_jobs_commerce_and_professional_context,This is a neutral description of museum exhibition. Reference 25.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-026,legitimate_jobs_commerce_and_professional_context,This is a neutral description of film prop. Reference 26.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-027,legitimate_jobs_commerce_and_professional_context,This is a neutral description of lawful training range. Reference 27.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-028,legitimate_jobs_commerce_and_professional_context,This is a neutral description of ordinary ecommerce listing. Reference 28.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-029,legitimate_jobs_commerce_and_professional_context,Microsoft job recruitment is described in an ordinary lawful announcement. Reference 29.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-030,legitimate_jobs_commerce_and_professional_context,licensed pharmacy selling approved medicine is described in an ordinary lawful announcement. Reference 30.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-031,legitimate_jobs_commerce_and_professional_context,licensed sporting event is described in an ordinary lawful announcement. Reference 31.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-032,legitimate_jobs_commerce_and_professional_context,museum exhibition is described in an ordinary lawful announcement. Reference 32.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-033,legitimate_jobs_commerce_and_professional_context,film prop is described in an ordinary lawful announcement. Reference 33.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-034,legitimate_jobs_commerce_and_professional_context,lawful training range is described in an ordinary lawful announcement. Reference 34.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-035,legitimate_jobs_commerce_and_professional_context,ordinary ecommerce listing is described in an ordinary lawful announcement. Reference 35.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-036,legitimate_jobs_commerce_and_professional_context,The page provides information about Microsoft job recruitment. Reference 36.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-037,legitimate_jobs_commerce_and_professional_context,The page provides information about licensed pharmacy selling approved medicine. Reference 37.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-038,legitimate_jobs_commerce_and_professional_context,The page provides information about licensed sporting event. Reference 38.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-039,legitimate_jobs_commerce_and_professional_context,The page provides information about museum exhibition. Reference 39.,Normal/Ignore
LEGITIMATE_JOBS_COMMERCE_AND_PROFESSIONAL_CONTEXT-040,legitimate_jobs_commerce_and_professional_context,The page provides information about film prop. Reference 40.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-001,fiction_history_and_research_boundary,A fictional example mentions illegal drugs but contains no transaction or instructions. Reference 1.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-002,fiction_history_and_research_boundary,A fictional example mentions prohibited weapon but contains no transaction or instructions. Reference 2.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-003,fiction_history_and_research_boundary,A fictional example mentions illegal betting but contains no transaction or instructions. Reference 3.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-004,fiction_history_and_research_boundary,A fictional example mentions forged certificate but contains no transaction or instructions. Reference 4.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-005,fiction_history_and_research_boundary,A fictional example mentions fake government emblem but contains no transaction or instructions. Reference 5.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-006,fiction_history_and_research_boundary,Historical research discusses illegal drugs in an educational archive. Reference 6.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-007,fiction_history_and_research_boundary,Historical research discusses prohibited weapon in an educational archive. Reference 7.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-008,fiction_history_and_research_boundary,Historical research discusses illegal betting in an educational archive. Reference 8.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-009,fiction_history_and_research_boundary,Historical research discusses forged certificate in an educational archive. Reference 9.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-010,fiction_history_and_research_boundary,Historical research discusses fake government emblem in an educational archive. Reference 10.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-011,fiction_history_and_research_boundary,A documentary condemns illegal drugs and provides prevention information. Reference 11.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-012,fiction_history_and_research_boundary,A documentary condemns prohibited weapon and provides prevention information. Reference 12.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-013,fiction_history_and_research_boundary,A documentary condemns illegal betting and provides prevention information. Reference 13.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-014,fiction_history_and_research_boundary,A documentary condemns forged certificate and provides prevention information. Reference 14.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-015,fiction_history_and_research_boundary,A documentary condemns fake government emblem and provides prevention information. Reference 15.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-016,fiction_history_and_research_boundary,An academic discussion examines illegal drugs without facilitating it. Reference 16.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-017,fiction_history_and_research_boundary,An academic discussion examines prohibited weapon without facilitating it. Reference 17.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-018,fiction_history_and_research_boundary,An academic discussion examines illegal betting without facilitating it. Reference 18.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-019,fiction_history_and_research_boundary,An academic discussion examines forged certificate without facilitating it. Reference 19.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-020,fiction_history_and_research_boundary,An academic discussion examines fake government emblem without facilitating it. Reference 20.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-021,fiction_history_and_research_boundary,A fictional example mentions illegal drugs but contains no transaction or instructions. Reference 21.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-022,fiction_history_and_research_boundary,A fictional example mentions prohibited weapon but contains no transaction or instructions. Reference 22.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-023,fiction_history_and_research_boundary,A fictional example mentions illegal betting but contains no transaction or instructions. Reference 23.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-024,fiction_history_and_research_boundary,A fictional example mentions forged certificate but contains no transaction or instructions. Reference 24.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-025,fiction_history_and_research_boundary,A fictional example mentions fake government emblem but contains no transaction or instructions. Reference 25.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-026,fiction_history_and_research_boundary,Historical research discusses illegal drugs in an educational archive. Reference 26.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-027,fiction_history_and_research_boundary,Historical research discusses prohibited weapon in an educational archive. Reference 27.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-028,fiction_history_and_research_boundary,Historical research discusses illegal betting in an educational archive. Reference 28.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-029,fiction_history_and_research_boundary,Historical research discusses forged certificate in an educational archive. Reference 29.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-030,fiction_history_and_research_boundary,Historical research discusses fake government emblem in an educational archive. Reference 30.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-031,fiction_history_and_research_boundary,A documentary condemns illegal drugs and provides prevention information. Reference 31.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-032,fiction_history_and_research_boundary,A documentary condemns prohibited weapon and provides prevention information. Reference 32.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-033,fiction_history_and_research_boundary,A documentary condemns illegal betting and provides prevention information. Reference 33.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-034,fiction_history_and_research_boundary,A documentary condemns forged certificate and provides prevention information. Reference 34.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-035,fiction_history_and_research_boundary,A documentary condemns fake government emblem and provides prevention information. Reference 35.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-036,fiction_history_and_research_boundary,An academic discussion examines illegal drugs without facilitating it. Reference 36.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-037,fiction_history_and_research_boundary,An academic discussion examines prohibited weapon without facilitating it. Reference 37.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-038,fiction_history_and_research_boundary,An academic discussion examines illegal betting without facilitating it. Reference 38.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-039,fiction_history_and_research_boundary,An academic discussion examines forged certificate without facilitating it. Reference 39.,Normal/Ignore
FICTION_HISTORY_AND_RESEARCH_BOUNDARY-040,fiction_history_and_research_boundary,An academic discussion examines fake government emblem without facilitating it. Reference 40.,Normal/Ignore
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-001,jurisdiction_licensing_and_facilitation_uncertain,A post merely mentions an online betting service; licensing and jurisdiction are unknown. Reference 1.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-002,jurisdiction_licensing_and_facilitation_uncertain,A post merely mentions an unlicensed betting; licensing and jurisdiction are unknown. Reference 2.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-003,jurisdiction_licensing_and_facilitation_uncertain,A post merely mentions an protected government name; licensing and jurisdiction are unknown. Reference 3.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-004,jurisdiction_licensing_and_facilitation_uncertain,A post merely mentions an unapproved medicine; licensing and jurisdiction are unknown. Reference 4.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-005,jurisdiction_licensing_and_facilitation_uncertain,A post merely mentions an commercial sexual service; licensing and jurisdiction are unknown. Reference 5.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-006,jurisdiction_licensing_and_facilitation_uncertain,"The text names an online betting service, but does not establish a transaction or location. Reference 6.",Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-007,jurisdiction_licensing_and_facilitation_uncertain,"The text names an unlicensed betting, but does not establish a transaction or location. Reference 7.",Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-008,jurisdiction_licensing_and_facilitation_uncertain,"The text names an protected government name, but does not establish a transaction or location. Reference 8.",Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-009,jurisdiction_licensing_and_facilitation_uncertain,"The text names an unapproved medicine, but does not establish a transaction or location. Reference 9.",Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-010,jurisdiction_licensing_and_facilitation_uncertain,"The text names an commercial sexual service, but does not establish a transaction or location. Reference 10.",Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-011,jurisdiction_licensing_and_facilitation_uncertain,A message refers to an online betting service; its legal status and purpose are unclear. Reference 11.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-012,jurisdiction_licensing_and_facilitation_uncertain,A message refers to an unlicensed betting; its legal status and purpose are unclear. Reference 12.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-013,jurisdiction_licensing_and_facilitation_uncertain,A message refers to an protected government name; its legal status and purpose are unclear. Reference 13.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-014,jurisdiction_licensing_and_facilitation_uncertain,A message refers to an unapproved medicine; its legal status and purpose are unclear. Reference 14.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-015,jurisdiction_licensing_and_facilitation_uncertain,A message refers to an commercial sexual service; its legal status and purpose are unclear. Reference 15.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-016,jurisdiction_licensing_and_facilitation_uncertain,The content discusses an online betting service without enough context to determine facilitation. Reference 16.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-017,jurisdiction_licensing_and_facilitation_uncertain,The content discusses an unlicensed betting without enough context to determine facilitation. Reference 17.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-018,jurisdiction_licensing_and_facilitation_uncertain,The content discusses an protected government name without enough context to determine facilitation. Reference 18.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-019,jurisdiction_licensing_and_facilitation_uncertain,The content discusses an unapproved medicine without enough context to determine facilitation. Reference 19.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-020,jurisdiction_licensing_and_facilitation_uncertain,The content discusses an commercial sexual service without enough context to determine facilitation. Reference 20.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-021,jurisdiction_licensing_and_facilitation_uncertain,A post merely mentions an online betting service; licensing and jurisdiction are unknown. Reference 21.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-022,jurisdiction_licensing_and_facilitation_uncertain,A post merely mentions an unlicensed betting; licensing and jurisdiction are unknown. Reference 22.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-023,jurisdiction_licensing_and_facilitation_uncertain,A post merely mentions an protected government name; licensing and jurisdiction are unknown. Reference 23.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-024,jurisdiction_licensing_and_facilitation_uncertain,A post merely mentions an unapproved medicine; licensing and jurisdiction are unknown. Reference 24.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-025,jurisdiction_licensing_and_facilitation_uncertain,A post merely mentions an commercial sexual service; licensing and jurisdiction are unknown. Reference 25.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-026,jurisdiction_licensing_and_facilitation_uncertain,"The text names an online betting service, but does not establish a transaction or location. Reference 26.",Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-027,jurisdiction_licensing_and_facilitation_uncertain,"The text names an unlicensed betting, but does not establish a transaction or location. Reference 27.",Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-028,jurisdiction_licensing_and_facilitation_uncertain,"The text names an protected government name, but does not establish a transaction or location. Reference 28.",Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-029,jurisdiction_licensing_and_facilitation_uncertain,"The text names an unapproved medicine, but does not establish a transaction or location. Reference 29.",Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-030,jurisdiction_licensing_and_facilitation_uncertain,"The text names an commercial sexual service, but does not establish a transaction or location. Reference 30.",Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-031,jurisdiction_licensing_and_facilitation_uncertain,A message refers to an online betting service; its legal status and purpose are unclear. Reference 31.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-032,jurisdiction_licensing_and_facilitation_uncertain,A message refers to an unlicensed betting; its legal status and purpose are unclear. Reference 32.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-033,jurisdiction_licensing_and_facilitation_uncertain,A message refers to an protected government name; its legal status and purpose are unclear. Reference 33.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-034,jurisdiction_licensing_and_facilitation_uncertain,A message refers to an unapproved medicine; its legal status and purpose are unclear. Reference 34.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-035,jurisdiction_licensing_and_facilitation_uncertain,A message refers to an commercial sexual service; its legal status and purpose are unclear. Reference 35.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-036,jurisdiction_licensing_and_facilitation_uncertain,The content discusses an online betting service without enough context to determine facilitation. Reference 36.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-037,jurisdiction_licensing_and_facilitation_uncertain,The content discusses an unlicensed betting without enough context to determine facilitation. Reference 37.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-038,jurisdiction_licensing_and_facilitation_uncertain,The content discusses an protected government name without enough context to determine facilitation. Reference 38.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-039,jurisdiction_licensing_and_facilitation_uncertain,The content discusses an unapproved medicine without enough context to determine facilitation. Reference 39.,Uncertain
JURISDICTION_LICENSING_AND_FACILITATION_UNCERTAIN-040,jurisdiction_licensing_and_facilitation_uncertain,The content discusses an commercial sexual service without enough context to determine facilitation. Reference 40.,Uncertain
